"scenario","network","pattern","ipd","n_arm","spread","method","par","declined","failed","width","n_attempted","convergence","convergence_mcse","bias","bias_mcse","empse","empse_mcse","mse","mse_mcse","modse","modse_mcse","relerror_modse","relerror_modse_mcse","coverage","coverage_mcse","becoverage","becoverage_mcse","rejection","rejection_mcse","n_used","truth","coverage_uncond","cov_err_pp","std_bias"
64,"bundled","rho-0.5","all",400,"wide","shared-info","gWB",0,0,0.365961942007218,2000,1,0,0.0661891517689759,0.00213047776953878,0.095277862344817,0.0015068520381185,0.0134543359293679,0.000387191680154517,0.0933836232436057,4.76475922188337e-05,-1.98812090720076,1.55089793722527,0.8865,0.00709287494602859,0.9445,0.00511955808639769,0.874,0.0074203773488954,2000,-0.356675,0.8865,-6.35,0.694696020041181
64,"bundled","rho-0.5","all",400,"wide","shared-sandwich","gWA",0,0,0.350034398985986,2000,1,0,-0.135636294682803,0.00197094552575786,0.0881433635108726,0.00139401749456025,0.0261625723400245,0.000593994485538186,0.0914827850750639,0.000457449114134706,3.78862506623023,1.72154298823043,0.66,0.0105924501414923,0.927,0.00581682903307291,0.8505,0.00797338541649656,2000,0.405465,0.66,-29,-1.53881460021743
64,"bundled","rho-0.5","all",400,"wide","shared-sandwich","gWB",0,0,0.359820329305327,2000,1,0,0.0661891517689759,0.00213047776953878,0.095277862344817,0.0015068520381185,0.0134543359293679,0.000387191680154517,0.0941285284663779,0.000478175670714919,-1.20629687752603,1.64108134723719,0.858,0.00780499839846236,0.92,0.00606630035524124,0.8535,0.0079068878201224,2000,-0.356675,0.858,-9.2,0.694696020041181
65,"bundled","rho-0.5","four",100,"narrow","ipd-anchored","gWA",0,0,1.25800116905276,2000,1,0,0.00876915894122049,0.00724433627634061,0.323976567315306,0.00512380041645907,0.104985233909861,0.00345165573266987,0.321597161019894,0.000473878770795057,-0.734437775895225,1.57671812257583,0.952,0.00477995815881269,0.952,0.00477995815881269,0.2385,0.00952936907670177,2000,0.405465,0.952,0.2,0.0270672629625278
65,"bundled","rho-0.5","four",100,"narrow","ipd-anchored","gWB",0,0,1.24390788149606,2000,1,0,-0.000383270747208453,0.00711810416191707,0.318331295539415,0.00503451850907906,0.101284293209408,0.00332268565457974,0.317868484061432,0.000419237206270032,-0.14538673528729,1.5847168220901,0.9525,0.00475624589355933,0.952,0.00477995815881269,0.1965,0.0088850365784278,2000,-0.356675,0.9525,0.250000000000006,-0.00120399958338685
65,"bundled","rho-0.5","four",100,"narrow","joint-split","gWA",0,0.001,1.2467501288668,2000,0.999,0.000706753139363385,0.00836270240019704,0.00722159296893575,0.322797935569524,0.00510771572641817,0.104216290594372,0.00343397863921907,0.318701314731021,0.00046235916039186,-1.26909759545865,1.56879728123209,0.953453453453453,0.00471298153725844,0.949449449449449,0.00490118534770988,0.244744744744745,0.00961846620956334,1998,0.405465,0.9525,0.345345345345349,0.0259069265280226
65,"bundled","rho-0.5","four",100,"narrow","joint-split","gWB",0,0.001,1.2306031476537,2000,0.999,0.000706753139363385,-0.000138779709726644,0.00705852067899349,0.315508768377688,0.00499237733730319,0.0994959794688378,0.00331847724611948,0.314446999732063,0.000406433658084008,-0.336525875678584,1.58225365312138,0.950950950950951,0.00483166274517372,0.950950950950951,0.00483166274517372,0.2002002002002,0.00895210479162304,1998,-0.356675,0.95,0.0950950950950991,-0.000439860072479869
65,"bundled","rho-0.5","four",100,"narrow","shared-info","gWA",0,0,1.18603628706583,2000,1,0,-0.053298293232013,0.00689139145438019,0.308192395031105,0.00487416832364002,0.0977757691402768,0.00304313726663089,0.303118372964793,0.00041689289685973,-1.64638133455551,1.5613668450692,0.938,0.00539240206216117,0.9425,0.00520546587732549,0.2025,0.00898592649647214,2000,0.405465,0.938,-1.2,-0.172938379049339
65,"bundled","rho-0.5","four",100,"narrow","shared-info","gWB",0,0,1.20184662961727,2000,1,0,0.0281538743078865,0.00694762288561498,0.310707141085367,0.00491393989411775,0.0972832986962254,0.00320400494982088,0.307077001214272,0.000387661415919346,-1.16834774328441,1.56802817716508,0.95,0.00487339717240448,0.9515,0.00480352734977121,0.1885,0.00874550598879219,2000,-0.356675,0.95,0,0.0906122537433128
65,"bundled","rho-0.5","four",100,"narrow","shared-sandwich","gWA",0,0,0.943372224092104,2000,1,0,-0.053298293232013,0.00689139145438019,0.308192395031105,0.00487416832364002,0.0977757691402768,0.00304313726663089,0.256440879659538,0.0021512006105178,-16.7919508092805,1.48962168261449,0.8095,0.00878093816172281,0.817,0.00864612630025724,0.37,0.0107958325292679,2000,0.405465,0.8095,-14.05,-0.172938379049339
65,"bundled","rho-0.5","four",100,"narrow","shared-sandwich","gWB",0,0,0.865141250307898,2000,1,0,0.0281538743078865,0.00694762288561498,0.310707141085367,0.00491393989411775,0.0972832986962254,0.00320400494982088,0.237683572731989,0.00219312067490631,-23.5023785093225,1.40068733724187,0.7805,0.00925526201682049,0.7775,0.00930036961631096,0.418,0.0110289618731774,2000,-0.356675,0.7805,-16.95,0.0906122537433128
66,"bundled","rho-0.5","four",100,"wide","ipd-anchored","gWA",0,0,1.39821520673927,2000,1,0,0.0139570213548496,0.00810996477690965,0.362688650725978,0.00573604527955299,0.131672084281847,0.00425893399191866,0.35856580952493,0.000866173996843459,-1.13674392424343,1.58169002132508,0.9525,0.00475624589355933,0.9515,0.00480352734977121,0.221,0.00927790385809209,2000,0.405465,0.9525,0.250000000000006,0.0384821011821363
66,"bundled","rho-0.5","four",100,"wide","ipd-anchored","gWB",0,0,1.39592568369765,2000,1,0,-0.0050597649661111,0.00803331915429297,0.359260954279004,0.00568183508580954,0.129029500274338,0.00432302599130027,0.357625861041118,0.000763979745010824,-0.45512689826458,1.58863339724313,0.9495,0.00489641450451246,0.949,0.00491929873051028,0.1725,0.00844818767547218,2000,-0.356675,0.9495,-0.0499999999999945,-0.014083815415637
66,"bundled","rho-0.5","four",100,"wide","joint-split","gWA",0,0,1.38221841942619,2000,1,0,0.0138320373849105,0.00801668541994326,0.358517071064492,0.00567007031789469,0.128661548257757,0.00407589441305703,0.354306152899335,0.000809896188196333,-1.17453770127416,1.57919948112206,0.9545,0.00465992220965114,0.954,0.00468422885862764,0.2285,0.00938849695105665,2000,0.405465,0.9545,0.450000000000006,0.0385812517764943
66,"bundled","rho-0.5","four",100,"wide","joint-split","gWB",0,0,1.38012738106727,2000,1,0,-0.003683630331834,0.00796227017806818,0.356083547467596,0.00563158330840952,0.126745664163141,0.00426492182384813,0.353522652402485,0.000741244570641103,-0.719183765530251,1.58389894473817,0.947,0.0050095408971282,0.947,0.0050095408971282,0.1735,0.00846751882194542,2000,-0.356675,0.947,-0.3,-0.0103448484436625
66,"bundled","rho-0.5","four",100,"wide","shared-info","gWA",0,0,1.01455441183981,2000,1,0,-0.290386311511095,0.00586043661450735,0.262086692957343,0.00414499084810747,0.152979299821023,0.00391215822668032,0.259287677540038,0.000357426358823754,-1.06797311443866,1.5705760942608,0.779,0.00927790385809209,0.952,0.00477995815881269,0.0805,0.00608357419614489,2000,0.405465,0.779,-17.1,-1.10797808249791
66,"bundled","rho-0.5","four",100,"wide","shared-info","gWB",0,0,1.15984374049081,2000,1,0,0.159865890983062,0.00655920820783557,0.293336708625898,0.00463922055312517,0.11156050451497,0.0033515774200206,0.296675326402207,0.000497564396610941,1.1381520546639,1.60850316181199,0.924,0.0059255379502624,0.952,0.00477995815881269,0.104,0.00682583328246449,2000,-0.356675,0.924,-2.59999999999999,0.5449910845865
66,"bundled","rho-0.5","four",100,"wide","shared-sandwich","gWA",0,0,0.926025295490353,2000,1,0,-0.290386311511095,0.00586043661450735,0.262086692957343,0.00414499084810747,0.152979299821023,0.00391215822668032,0.245766420668668,0.00163586775514535,-6.22705109691747,1.6090462977769,0.7005,0.0102420640009717,0.8925,0.00692617318582203,0.14,0.00775886589650833,2000,0.405465,0.7005,-24.95,-1.10797808249791
66,"bundled","rho-0.5","four",100,"wide","shared-sandwich","gWB",0,0,0.953653388380751,2000,1,0,0.159865890983062,0.00655920820783557,0.293336708625898,0.00463922055312517,0.11156050451497,0.0033515774200206,0.256246085519445,0.00190900079121851,-12.6443851095894,1.5271642163736,0.8065,0.00883339544003324,0.8575,0.00781644900194455,0.209,0.00909172700866013,2000,-0.356675,0.8065,-14.35,0.5449910845865
67,"bundled","rho-0.5","four",400,"narrow","ipd-anchored","gWA",0,0,0.619930423683912,2000,1,0,0.00391457716621763,0.0034226389457134,0.153065066901068,0.00242077647785477,0.0234325241624659,0.000752459892950394,0.158303752556539,0.000157432772733487,3.42252204342419,1.6388932406468,0.9595,0.00440793318914885,0.958,0.00448530935387962,0.7515,0.00966301583357908,2000,0.405465,0.9595,0.950000000000006,0.025574595467611
67,"bundled","rho-0.5","four",400,"narrow","ipd-anchored","gWB",0,0,0.613768311950865,2000,1,0,-0.00212167210448788,0.00348741326486527,0.155961862517464,0.00246659029305964,0.0243164420011555,0.000757635972110244,0.156701272586921,0.000140039789968085,0.474096716672534,1.59156714333035,0.949,0.00491929873051028,0.9485,0.00494205169944629,0.6355,0.0107619642723808,2000,-0.356675,0.949,-0.1,-0.0136037879404672
67,"bundled","rho-0.5","four",400,"narrow","joint-split","gWA",0,0,0.615981867650317,2000,1,0,0.00301238248834401,0.00340238697375793,0.152159371181651,0.00240645258973289,0.0231499724495322,0.000736579567366991,0.157293274365303,0.000155353761534707,3.37403023144927,1.63808066199577,0.9595,0.00440793318914885,0.959,0.00443390347211123,0.753,0.00964341744403922,2000,0.405465,0.9595,0.950000000000006,0.0197975482216457
67,"bundled","rho-0.5","four",400,"narrow","joint-split","gWB",0,0,0.608916724373548,2000,1,0,-0.00167483578000266,0.00344413983439316,0.15402661587436,0.00243598370432373,0.0237151413733986,0.000742039346828582,0.155458864816664,0.000136802714504358,0.92987107077156,1.59870956498118,0.9495,0.00489641450451246,0.949,0.00491929873051028,0.638,0.0107460690487266,2000,-0.356675,0.9495,-0.0499999999999945,-0.0108736777114472
67,"bundled","rho-0.5","four",400,"narrow","shared-info","gWA",0,0,0.585814645815509,2000,1,0,-0.0602962866900689,0.00324856070656662,0.145280051378354,0.00229765378997655,0.024731382370444,0.000770467301890872,0.149570125461539,0.000137210612248491,2.952968451265,1.63097332169456,0.938,0.00539240206216117,0.9585,0.00445969449626317,0.6435,0.0107099894957932,2000,0.405465,0.938,-1.2,-0.41503486623252
67,"bundled","rho-0.5","four",400,"narrow","shared-info","gWB",0,0,0.594585887209121,2000,1,0,0.0257631041549756,0.00336596368203041,0.15053047205631,0.00238069099195453,0.0233118308416869,0.000742052225868094,0.151795172781255,0.000130750147165549,0.840162598090011,1.59718530994838,0.9435,0.00516273909857936,0.951,0.00482695556225661,0.5955,0.0109745102396417,2000,-0.356675,0.9435,-0.649999999999995,0.171148763456599
67,"bundled","rho-0.5","four",400,"narrow","shared-sandwich","gWA",0,0,0.479672437305169,2000,1,0,-0.0602962866900689,0.00324856070656662,0.145280051378354,0.00229765378997655,0.024731382370444,0.000770467301890872,0.130099590082889,0.00106840624193349,-10.4491023725832,1.5958301444763,0.825,0.00849632273398322,0.845,0.00809243473869268,0.7405,0.00980203422764887,2000,0.405465,0.825,-12.5,-0.41503486623252
67,"bundled","rho-0.5","four",400,"narrow","shared-sandwich","gWB",0,0,0.428951696367117,2000,1,0,0.0257631041549756,0.00336596368203041,0.15053047205631,0.00238069099195453,0.0233118308416869,0.000742052225868094,0.117645918804551,0.0010629197969683,-21.8457783348065,1.42351126957259,0.7785,0.0092854119456274,0.791,0.00909172700866012,0.758,0.00957695149825872,2000,-0.356675,0.7785,-17.15,0.171148763456599
68,"bundled","rho-0.5","four",400,"wide","ipd-anchored","gWA",0,0,0.689335341225482,2000,1,0,0.00253821937218202,0.00398922149938492,0.178403408998566,0.00282151103982447,0.03181830501172,0.00105825710772516,0.176518142742151,0.000352845267825878,-1.05674340361436,1.57727075911012,0.9485,0.00494205169944629,0.949,0.00491929873051028,0.633,0.0107775461028937,2000,0.405465,0.9485,-0.149999999999995,0.0142274151958745
68,"bundled","rho-0.5","four",400,"wide","ipd-anchored","gWB",0,0,0.688281887841165,2000,1,0,-0.000429696545032554,0.00389562908513247,0.17421782898963,0.0027553146578743,0.0303368606510119,0.000973402898328325,0.176093495675761,0.00030498827872792,1.07662154729424,1.60811848775391,0.9525,0.00475624589355933,0.953,0.00473238840333293,0.5355,0.0111521242371129,2000,-0.356675,0.9525,0.250000000000006,-0.00246643266951817
68,"bundled","rho-0.5","four",400,"wide","joint-split","gWA",0,0,0.683877483146997,2000,1,0,0.00217029524492895,0.0039421793574406,0.176299620454672,0.00278823890317992,0.0310707255758255,0.00101310282734507,0.175095958058797,0.00034278209226139,-0.682736804975115,1.5827245269128,0.9515,0.00480352734977121,0.951,0.00482695556225661,0.639,0.0107396228984076,2000,0.405465,0.9515,0.150000000000006,0.0123102661215709
68,"bundled","rho-0.5","four",400,"wide","joint-split","gWB",0,0,0.682922254900894,2000,1,0,-0.000124003968081265,0.00385060246159189,0.17220417716895,0.002723468064391,0.0296394668721019,0.000959852384983952,0.17471056077928,0.00029939560339736,1.45547201672769,1.61394488205446,0.9525,0.00475624589355933,0.9525,0.00475624589355933,0.537,0.011149686094236,2000,-0.356675,0.9525,0.250000000000006,-0.000720098490756151
68,"bundled","rho-0.5","four",400,"wide","shared-info","gWA",0,0,0.502165281606881,2000,1,0,-0.289126062552139,0.00303248666998758,0.135616926699084,0.00214482816228925,0.101976634878804,0.00188004156075647,0.128245654551671,0.000135286376260583,-5.43536292027112,1.49889536868119,0.386,0.0108858623911935,0.937,0.00543281694887652,0.1705,0.00840921369689224,2000,0.405465,0.386,-56.4,-2.13193197626186
68,"bundled","rho-0.5","four",400,"wide","shared-info","gWB",0,0,0.574782296916813,2000,1,0,0.160849565596462,0.00337057819538334,0.150736839367114,0.00238395476168271,0.0485828166975867,0.0013490385661598,0.146898294648183,0.000200998804829044,-2.54652063493422,1.54701763800792,0.798,0.00897763888781455,0.943,0.00518415856238985,0.271,0.00993878765242522,2000,-0.356675,0.798,-15.2,1.06708861796365
68,"bundled","rho-0.5","four",400,"wide","shared-sandwich","gWA",0,0,0.542578205463529,2000,1,0,-0.289126062552139,0.00303248666998758,0.135616926699084,0.00214482816228925,0.101976634878804,0.00188004156075647,0.143503169931218,0.00088495422759691,5.81508770629504,1.79622284366074,0.449,0.0111220276928265,0.931,0.00566740681440815,0.164,0.0082796135175502,2000,0.405465,0.449,-50.1,-2.13193197626186
68,"bundled","rho-0.5","four",400,"wide","shared-sandwich","gWB",0,0,0.571740660526191,2000,1,0,0.160849565596462,0.00337057819538334,0.150736839367114,0.00238395476168271,0.0485828166975867,0.0013490385661598,0.153202241885154,0.00108889622564046,1.63556734265569,1.76226421784294,0.7695,0.00941726473027068,0.894,0.00688345843308435,0.316,0.0103957683698705,2000,-0.356675,0.7695,-18.05,1.06708861796365
69,"bundled","rho-0.5","four-low",100,"narrow","ipd-anchored","gWA",0,0,1.19851469517654,2000,1,0,0.0111819300133456,0.00695886560425773,0.311209930748108,0.00492189168490527,0.0969282307445677,0.00310531878413612,0.30618414404978,0.000369070570318401,-1.61491848484622,1.56050656014298,0.947,0.0050095408971282,0.946,0.00505390937789747,0.2765,0.0100011936787566,2000,0.405465,0.947,-0.3,0.0359305051303011
69,"bundled","rho-0.5","four-low",100,"narrow","ipd-anchored","gWB",0,0,1.20543537554684,2000,1,0,-0.00291947397005204,0.0069830343518921,0.312290790000939,0.0049389858443245,0.0974852980789124,0.00304156119713253,0.307946898894935,0.00036778941728503,-1.39097637365179,1.56397604744704,0.951,0.00482695556225661,0.952,0.00477995815881269,0.219,0.00924767538357613,2000,-0.356675,0.951,0.1,-0.00934857531355078
69,"bundled","rho-0.5","four-low",100,"narrow","joint-split","gWA",0,5e-04,1.18822684417769,2000,0.9995,0.000499874984371065,0.00949663409346102,0.00688755785221827,0.307943936264606,0.00487145748915081,0.0948722154880769,0.00304688611933962,0.303532155754284,0.000355361072752011,-1.4326570491489,1.5635307092538,0.943471735867934,0.00516524439092185,0.944972486243122,0.00510026956327963,0.27663831915958,0.0100052402361044,1999,0.405465,0.943,-0.652826413206598,0.0308388410197527
69,"bundled","rho-0.5","four-low",100,"narrow","joint-split","gWB",0,5e-04,1.19278337316027,2000,0.9995,0.000499874984371065,-0.000263714195153697,0.00692345426465048,0.30954887124727,0.00489684643700846,0.0957726390166813,0.00297714916232563,0.304686667537688,0.000351628076936226,-1.57073863328631,1.56122000717941,0.95447723861931,0.00466219774702873,0.95447723861931,0.00466219774702873,0.219609804902451,0.00925924057439845,1999,-0.356675,0.954,0.447723861930971,-0.000851930727742954
69,"bundled","rho-0.5","four-low",100,"narrow","shared-info","gWA",0,0,1.13563320690081,2000,1,0,-0.0492810464871752,0.00661727799937481,0.295933668652318,0.00468029236574163,0.0899615694167701,0.0029150833267879,0.290074206445031,0.000329522242373466,-1.97999174408601,1.55421392538827,0.945,0.00509779364038993,0.9475,0.00498717104178311,0.2435,0.00959707637773088,2000,0.405465,0.945,-0.5,-0.166527339425761
69,"bundled","rho-0.5","four-low",100,"narrow","shared-info","gWB",0,0,1.16536708519944,2000,1,0,0.0249125022070803,0.00679896792399138,0.304059089097707,0.00480879867410519,0.0930263364643137,0.00288177965187958,0.297665084933558,0.000335115026165437,-2.10288210200311,1.5521942794825,0.945,0.00509779364038993,0.95,0.00487339717240448,0.2105,0.00911563903409958,2000,-0.356675,0.945,-0.5,0.0819330949158861
69,"bundled","rho-0.5","four-low",100,"narrow","shared-sandwich","gWA",0,0,0.89496884433572,2000,1,0,-0.0492810464871752,0.00661727799937481,0.295933668652318,0.00468029236574163,0.0899615694167701,0.0029150833267879,0.244513220660841,0.00213560419876108,-17.375666724792,1.49275820630124,0.8185,0.0086185193043817,0.8185,0.0086185193043817,0.41,0.0109977270378929,2000,0.405465,0.8185,-13.15,-0.166527339425761
69,"bundled","rho-0.5","four-low",100,"narrow","shared-sandwich","gWB",0,0,0.830425822340033,2000,1,0,0.0249125022070803,0.00679896792399138,0.304059089097707,0.00480879867410519,0.0930263364643137,0.00288177965187958,0.22856951713064,0.00209551824756521,-24.8272703148199,1.37419516289379,0.7645,0.00948788042715548,0.771,0.00939571710940682,0.4175,0.0110270973061817,2000,-0.356675,0.7645,-18.55,0.0819330949158861
70,"bundled","rho-0.5","four-low",100,"wide","ipd-anchored","gWA",0,0,1.30265317306072,2000,1,0,0.0223035688841913,0.00755285505528252,0.337773946556293,0.00534201069656309,0.114531642537699,0.00375703586789067,0.332929893847201,0.00045840607531664,-1.43411081833847,1.56474978584868,0.951,0.00482695556225661,0.9525,0.00475624589355933,0.2535,0.00972722339622155,2000,0.405465,0.951,0.1,0.0660310515703858
70,"bundled","rho-0.5","four-low",100,"wide","ipd-anchored","gWB",0,0,1.34744395441388,2000,1,0,-0.0181274001809621,0.00783610822193662,0.350441413265906,0.00554235102284054,0.12307638217706,0.00436341356661854,0.344648501695917,0.000577639754295041,-1.65303281823982,1.56410060823046,0.953,0.00473238840333293,0.954,0.00468422885862764,0.1885,0.00874550598879219,2000,-0.356675,0.953,0.3,-0.051727334426675
70,"bundled","rho-0.5","four-low",100,"wide","joint-split","gWA",0,0,1.29079294270487,2000,1,0,0.0203870896329213,0.00748501306656141,0.334739960586109,0.00529402716890744,0.112410449216284,0.00368990590042588,0.3298907037646,0.000451262169328845,-1.44866385627191,1.56444232586016,0.9485,0.00494205169944629,0.9495,0.00489641450451246,0.2555,0.0097524291845673,2000,0.405465,0.9485,-0.149999999999995,0.0609042601224686
70,"bundled","rho-0.5","four-low",100,"wide","joint-split","gWB",0,0,1.3333410663367,2000,1,0,-0.0160009559343472,0.00776070619323103,0.347069332029364,0.00548902040270556,0.120652923265504,0.00422963996844654,0.341002363997033,0.000559573773833804,-1.74805650411594,1.56223011415738,0.954,0.00468422885862764,0.9545,0.00465992220965114,0.184,0.00866440996259988,2000,-0.356675,0.954,0.4,-0.0461030533605127
70,"bundled","rho-0.5","four-low",100,"wide","shared-info","gWA",0,0,0.980088603321714,2000,1,0,-0.254077399457916,0.00548543994264877,0.245316331965104,0.00387976184297211,0.124705337592746,0.0032959002948509,0.250251612990377,0.000238240171392923,2.01180287742739,1.6162718993918,0.8235,0.00852489736008593,0.951,0.00482695556225661,0.0875,0.00631837597805006,2000,0.405465,0.8235,-12.65,-1.03571334783393
70,"bundled","rho-0.5","four-low",100,"wide","shared-info","gWB",0,0,1.1236658595599,2000,1,0,0.143685323561815,0.00649472902769597,0.290453112027386,0.00459361548491055,0.104966300988314,0.00333080769430283,0.287105587826163,0.000363998049470558,-1.15251793236348,1.56832185310011,0.9205,0.00604895652158288,0.951,0.00482695556225661,0.1165,0.00717383265765239,2000,-0.356675,0.9205,-2.95,0.494693696200671
70,"bundled","rho-0.5","four-low",100,"wide","shared-sandwich","gWA",0,0,0.840000568585002,2000,1,0,-0.254077399457916,0.00548543994264877,0.245316331965104,0.00387976184297211,0.124705337592746,0.0032959002948509,0.224051263139359,0.0015747023958624,-8.66842768086468,1.58064912709718,0.715,0.0100939338218556,0.88,0.00726636084983398,0.1845,0.00867351572316555,2000,0.405465,0.715,-23.5,-1.03571334783393
70,"bundled","rho-0.5","four-low",100,"wide","shared-sandwich","gWB",0,0,0.871152607922682,2000,1,0,0.143685323561815,0.00649472902769597,0.290453112027386,0.00459361548491055,0.104966300988314,0.00333080769430283,0.234939185542377,0.00182691826342394,-19.1128702658812,1.42552706442446,0.777,0.00930781929347578,0.8275,0.00844818767547218,0.2705,0.00993301943016322,2000,-0.356675,0.777,-17.3,0.494693696200671
71,"bundled","rho-0.5","four-low",400,"narrow","ipd-anchored","gWA",0,0,0.591906076015407,2000,1,0,0.00443254376239122,0.00337999295148679,0.151157880059892,0.00239061366450053,0.0228569277960541,0.00076113780016354,0.15109965718478,0.000123535251454272,-0.0385179225116605,1.58303609303776,0.9435,0.00516273909857936,0.9465,0.00503178646208283,0.7925,0.0090676278595893,2000,0.405465,0.9435,-0.649999999999995,0.0293239344229685
71,"bundled","rho-0.5","four-low",400,"narrow","ipd-anchored","gWB",0,0,0.595504992532995,2000,1,0,-0.00114226942554524,0.00347562309191949,0.155434589954,0.00245825129680859,0.0241491365777314,0.000774799062418827,0.152020834975504,0.000125752353738184,-2.19626466638227,1.54891393126658,0.946,0.00505390937789747,0.9455,0.00507591124823908,0.6455,0.0106964889099181,2000,-0.356675,0.946,-0.4,-0.00734887534289048
71,"bundled","rho-0.5","four-low",400,"narrow","joint-split","gWA",0,0,0.588461309745033,2000,1,0,0.00394702943037234,0.0033580444021322,0.150176311092605,0.00237508981496706,0.0225572269925004,0.000751409842053284,0.150217318907938,0.000120924345749076,0.0273064473583773,1.58401406016882,0.9485,0.00494205169944629,0.9495,0.00489641450451246,0.7915,0.00908371482379318,2000,0.405465,0.9485,-0.149999999999995,0.0262826367331559
71,"bundled","rho-0.5","four-low",400,"narrow","joint-split","gWB",0,0,0.591057809002018,2000,1,0,-0.000521086396025994,0.00345105452429969,0.154335850207846,0.00244087435126104,0.0238079164130811,0.000765655476113003,0.150882342602918,0.000122810737649618,-2.2376574206686,1.54819125484211,0.946,0.00505390937789747,0.945,0.00509779364038993,0.648,0.0106793258214178,2000,-0.356675,0.946,-0.4,-0.0033763146755873
71,"bundled","rho-0.5","four-low",400,"narrow","shared-info","gWA",0,0,0.562464034010607,2000,1,0,-0.0541583797609771,0.00322062919472673,0.144030916194588,0.00227789828905303,0.0236676624657766,0.000751425235073888,0.143574359285815,0.000111368770485283,-0.316985353447441,1.57841609865821,0.93,0.00570526073023836,0.9465,0.00503178646208283,0.6975,0.0102711671683407,2000,0.405465,0.93,-1.99999999999999,-0.376019129724958
71,"bundled","rho-0.5","four-low",400,"narrow","shared-info","gWB",0,0,0.577528763331975,2000,1,0,0.0257393006427641,0.00338597767029569,0.151425524821551,0.00239484655810951,0.023580736320277,0.000746499571209498,0.147424470741,0.000117302245270585,-2.64225868476655,1.54169346206431,0.945,0.00509779364038993,0.9415,0.0052477495176504,0.607,0.010921332336304,2000,-0.356675,0.945,-0.5,0.169979933522415
71,"bundled","rho-0.5","four-low",400,"narrow","shared-sandwich","gWA",0,0,0.443135972960495,2000,1,0,-0.0541583797609771,0.00322062919472673,0.144030916194588,0.00227789828905303,0.0236676624657766,0.000751425235073888,0.120524355209437,0.000985783956663659,-16.3204967420972,1.48992565518488,0.795,0.00902704270511667,0.8385,0.00822854027151839,0.7855,0.00917850069455791,2000,0.405465,0.795,-15.5,-0.376019129724958
71,"bundled","rho-0.5","four-low",400,"narrow","shared-sandwich","gWB",0,0,0.409087486836803,2000,1,0,0.0257393006427641,0.00338597767029569,0.151425524821551,0.00239484655810951,0.023580736320277,0.000746499571209498,0.112286277767952,0.000991185237600868,-25.8471926048945,1.3430594032348,0.762,0.00952249967182987,0.7665,0.00945985597141944,0.768,0.00943864397040168,2000,-0.356675,0.762,-18.8,0.169979933522415
72,"bundled","rho-0.5","four-low",400,"wide","ipd-anchored","gWA",0,0,0.640860681263434,2000,1,0,-0.000851130230633379,0.00371088433534634,0.165955792609471,0.0026246477216935,0.0275282788607568,0.000851332256910445,0.163605792821876,0.000139425907987811,-1.41603962756822,1.56140100578217,0.95,0.00487339717240448,0.95,0.00487339717240448,0.6965,0.0102807526475448,2000,0.405465,0.95,0,-0.00512865635631213
72,"bundled","rho-0.5","four-low",400,"wide","ipd-anchored","gWB",0,0,0.661656714781969,2000,1,0,-0.00255596638585759,0.00383883734646542,0.171678025225232,0.0027151467911252,0.0294651406372283,0.000906645590874591,0.168945922181388,0.000161793387590984,-1.59141103834319,1.55921626171607,0.951,0.00482695556225661,0.9505,0.0048502448391808,0.5685,0.0110749209929462,2000,-0.356675,0.951,0.1,-0.0148881394838059
72,"bundled","rho-0.5","four-low",400,"wide","joint-split","gWA",0,0,0.636723584582503,2000,1,0,-0.00142986064822498,0.00369596988500768,0.165288798113385,0.00261409897520502,0.0273087710898499,0.00083381892381839,0.162548052661144,0.000137516207611248,-1.65815559404143,1.55753359991373,0.9515,0.00480352734977121,0.951,0.00482695556225661,0.698,0.0102663528090554,2000,0.405465,0.9515,0.150000000000006,-0.00865068089637944
72,"bundled","rho-0.5","four-low",400,"wide","joint-split","gWB",0,0,0.657078214434839,2000,1,0,-0.00216575283212944,0.00381090957379872,0.170429057262374,0.00269539393485765,0.0290362310128916,0.000893241306493434,0.167776454976133,0.000160483633639519,-1.55642607478423,1.55976384719963,0.951,0.00482695556225661,0.9505,0.0048502448391808,0.5725,0.011062182198825,2000,-0.356675,0.951,0.1,-0.0127076501326607
72,"bundled","rho-0.5","four-low",400,"wide","shared-info","gWA",0,0,0.484682074227864,2000,1,0,-0.26901537047357,0.00284048302717212,0.127030262753825,0.00200902712993898,0.08849788886251,0.00159638915450822,0.123699808362064,8.20291142923904e-05,-2.62178029042953,1.54142310473809,0.421,0.0110399048908947,0.95,0.00487339717240448,0.207,0.00905955296910394,2000,0.405465,0.421,-52.9,-2.11772663176255
72,"bundled","rho-0.5","four-low",400,"wide","shared-info","gWB",0,0,0.55477970059513,2000,1,0,0.153407360653308,0.00331279012599211,0.148152478338169,0.00234308220652812,0.0454720005619369,0.00118991814399533,0.141646441544913,0.000129899290649952,-4.39144647881301,1.51462198586625,0.789,0.00912356838084748,0.9365,0.005452877680638,0.3105,0.0103462493204059,2000,-0.356675,0.789,-16.1,1.03546941889925
72,"bundled","rho-0.5","four-low",400,"wide","shared-sandwich","gWA",0,0,0.481874477179389,2000,1,0,-0.26901537047357,0.00284048302717212,0.127030262753825,0.00200902712993898,0.08849788886251,0.00159638915450822,0.127404864243065,0.000776731632228762,0.29489153302491,1.69997068570159,0.4155,0.0110195224488178,0.907,0.00649426670225361,0.2235,0.00931524959407959,2000,0.405465,0.4155,-53.45,-2.11772663176255
