"cell","n","top_disagree","diag_top_in_ref_top2","median_rel_gap_when_disagree","diag_top_three_arm_when_disagree","ref_top_three_arm_when_disagree","share_studies_three_arm"
2,147,0.299319727891156,0.877551020408163,0.20790909782781,0.977272727272727,0.25,0.318877551020408
8,150,0.433333333333333,0.806666666666667,0.149386441079105,1,0.184615384615385,0.297083333333333
