"a","b","c","bias","pop","bridge","scale"
-0.8,0,0.5,0.0526982979485962,0.0508769690103366,0.00182132893825959,0.5
-0.7,0,0.5,0.0448016611196302,0.0444857174091755,0.000315943710454736,0.5
-0.6,0,0.5,0.036917246564656,0.0381040668896669,-0.00118682032501094,0.5
-0.5,0,0.5,0.0290446585357919,0.0317317376036421,-0.00268707906785026,0.5
-0.4,0,0.5,0.0211834989946492,0.0253684480178991,-0.0041849490232499,0.5
-0.3,0,0.5,0.0133333676925861,0.0190139149670487,-0.0056805472744626,0.5
-0.2,0,0.5,0.00549386225104739,0.0126678537064443,-0.00717399145539688,0.5
-0.1,0,0.5,-0.00233542175789814,0.00632997796531071,-0.00866539972320884,0.5
0,0,0.5,-0.0101548907309382,0,-0.0101548907309382,0.5
0.1,0,0.5,-0.0179649529527688,-0.00632236935259792,-0.0116425836001708,0.5
0.2,0,0.5,-0.0257660185152441,-0.0126374206215437,-0.0131285978937004,0.5
0.3,0,0.5,-0.0335584992364163,-0.0189454456481798,-0.0146130535882366,0.5
0.4,0,0.5,-0.04134280857951,-0.0252467375323774,-0.0160960710471325,0.5
0.5,0,0.5,-0.049119361571823,-0.0315415905786613,-0.0175777709931617,0.5
0.6,0,0.5,-0.056888574723515,-0.0378303002422392,-0.0190582744812758,0.5
0.7,0,0.5,-0.0646508659463827,-0.044113163074925,-0.0205377028714577,0.5
0.8,0,0.5,-0.0724066544725504,-0.0503904766710015,-0.0220161778015489,0.5
0.9,0,0.5,-0.0801563607731018,-0.056662539612951,-0.0234938211601508,0.5
1,0,0.5,-0.0879004064767015,-0.062929651417174,-0.0249707550595275,0.5
-1,0.1,0.5,0.0608570774017201,0.0636893861097366,-0.00283230870801654,0.5
-0.9,0.1,0.5,0.0529407066946569,0.0572780998037031,-0.00433739310904624,0.5
-0.8,0.1,0.5,0.0450371654976583,0.0508769690103366,-0.00583980351267821,0.5
-0.7,0.1,0.5,0.0371460618104791,0.0444857174091755,-0.00733965559869632,0.5
-0.6,0.1,0.5,0.0292670012171493,0.0381040668896669,-0.00883706567251763,0.5
-0.5,0.1,0.5,0.0213995869659784,0.0317317376036421,-0.0103321506376637,0.5
-0.4,0.1,0.5,0.0135434200496575,0.0253684480178991,-0.0118250279682416,0.5
-0.3,0.1,0.5,0.00569809928560849,0.0190139149670487,-0.0133158156814402,0.5
-0.2,0.1,0.5,-0.00213677860360625,0.0126678537064443,-0.0148046323100505,0.5
-0.1,0.1,0.5,-0.00996161890969782,0.00632997796531071,-0.0162915968750085,0.5
0,0.1,0.5,-0.0177768288579508,0,-0.0177768288579508,0.5
0.1,0.1,0.5,-0.0255828175264335,-0.00632236935259792,-0.0192604481738355,0.5
0.2,0.1,0.5,-0.0333799957650792,-0.0126374206215437,-0.0207425751435354,0.5
0.3,0.1,0.5,-0.0411687761146962,-0.0189454456481798,-0.0222233304665165,0.5
0.4,0.1,0.5,-0.0489495727258946,-0.0252467375323774,-0.0237028351935171,0.5
0.5,0.1,0.5,-0.0567228012779262,-0.0315415905786613,-0.0251812106992649,0.5
0.6,0.1,0.5,-0.0644888788974712,-0.0378303002422392,-0.026658578655232,0.5
0.7,0.1,0.5,-0.0722482240773515,-0.044113163074925,-0.0281350610024265,0.5
0.8,0.1,0.5,-0.0800012565952145,-0.0503904766710015,-0.029610779924213,0.5
0.9,0.1,0.5,-0.0877483974321063,-0.056662539612951,-0.0310858578191553,0.5
1,0.1,0.5,-0.095490068691096,-0.062929651417174,-0.032560417273922,0.5
-1,0.2,0.5,0.0531867218346748,0.0636893861097366,-0.0105026642750619,0.5
-0.9,0.2,0.5,0.045276168782808,0.0572780998037031,-0.0120019310208951,0.5
-0.8,0.2,0.5,0.0373782677393576,0.0508769690103366,-0.013498701270979,0.5
-0.7,0.2,0.5,0.0294926256445942,0.0444857174091755,-0.0149930917645813,0.5
-0.6,0.2,0.5,0.0216188470578367,0.0381040668896669,-0.0164852198318302,0.5
-0.5,0.2,0.5,0.0137565342375222,0.0317317376036421,-0.0179752033661199,0.5
-0.4,0.2,0.5,0.00590528722141337,0.0253684480178991,-0.0194631607964857,0.5
-0.3,0.2,0.5,-0.00193529609299514,0.0190139149670487,-0.0209492110600439,0.5
-0.2,0.2,0.5,-0.00976561986799065,0.0126678537064443,-0.0224334735744349,0.5
-0.1,0.2,0.5,-0.017586090244995,0.00632997796531071,-0.0239160682103057,0.5
0,0.2,0.5,-0.0253971152638115,0,-0.0253971152638115,0.5
0.1,0.2,0.5,-0.0331991047817587,-0.00632236935259792,-0.0268767354291608,0.5
0.2,0.2,0.5,-0.0409924703927349,-0.0126374206215437,-0.0283550497711912,0.5
0.3,0.2,0.5,-0.0487776253461571,-0.0189454456481798,-0.0298321796979773,0.5
0.4,0.2,0.5,-0.0565549844658509,-0.0252467375323774,-0.0313082469334734,0.5
0.5,0.2,0.5,-0.0643249640688589,-0.0315415905786613,-0.0327833734901976,0.5
0.6,0.2,0.5,-0.0720879818841881,-0.0378303002422392,-0.0342576816419489,0.5
0.7,0.2,0.5,-0.0798444569714828,-0.044113163074925,-0.0357312938965578,0.5
0.8,0.2,0.5,-0.0875948096396904,-0.0503904766710015,-0.0372043329686888,0.5
0.9,0.2,0.5,-0.095339461365609,-0.056662539612951,-0.038676921752658,0.5
1,0.2,0.5,-0.103078834712477,-0.062929651417174,-0.0401491832953026,0.5
-1,0.3,0.5,0.0455187145606559,0.0636893861097366,-0.0181706715490807,0.5
-0.9,0.3,0.5,0.0376139082926822,0.0572780998037031,-0.0196641915110209,0.5
-0.8,0.3,0.5,0.0297215761035218,0.0508769690103366,-0.0211553929068148,0.5
-0.7,0.3,0.5,0.0218413238878548,0.0444857174091755,-0.0226443935213206,0.5
-0.6,0.3,0.5,0.01397275519421,0.0381040668896669,-0.0241313116954569,0.5
-0.5,0.3,0.5,0.0061154713051288,0.0317317376036421,-0.0256162662985133,0.5
-0.4,0.3,0.5,-0.00173092868256969,0.0253684480178991,-0.0270993767004687,0.5
-0.3,0.3,0.5,-0.00956684777728817,0.0190139149670487,-0.0285807627443369,0.5
-0.2,0.3,0.5,-0.0173926910121246,0.0126678537064443,-0.0300605447185689,0.5
-0.1,0.3,0.5,-0.0252088653641325,0.00632997796531071,-0.0315388433294432,0.5
0,0.3,0.5,-0.0330157796735344,0,-0.0330157796735344,0.5
0.1,0.3,0.5,-0.040813844562798,-0.00632236935259792,-0.0344914752102001,0.5
0.2,0.3,0.5,-0.0486034723556416,-0.0126374206215437,-0.0359660517340979,0.5
0.3,0.3,0.5,-0.0563850769959416,-0.0189454456481798,-0.0374396313477618,0.5
0.4,0.3,0.5,-0.064159073966575,-0.0252467375323774,-0.0389123364341976,0.5
0.5,0.3,0.5,-0.0719258802081905,-0.0315415905786613,-0.0403842896295292,0.5
0.6,0.3,0.5,-0.0796859140379253,-0.0378303002422392,-0.0418556137956861,0.5
0.7,0.3,0.5,-0.0874395950680422,-0.044113163074925,-0.0433264319931171,0.5
0.8,0.3,0.5,-0.0951873441245694,-0.0503904766710015,-0.0447968674535678,0.5
0.9,0.3,0.5,-0.102929583165828,-0.056662539612951,-0.0462670435528767,0.5
1,0.3,0.5,-0.110666735200984,-0.062929651417174,-0.0477370837838104,0.5
-1,0.4,0.5,0.0378530272833838,0.0636893861097366,-0.0258363588263528,0.5
-0.9,0.4,0.5,0.0299538967551587,0.0572780998037031,-0.0273242030485444,0.5
-0.8,0.4,0.5,0.0220670619537326,0.0508769690103366,-0.0288099070566039,0.5
-0.7,0.4,0.5,0.0141921277421097,0.0444857174091755,-0.0302935896670657,0.5
-0.6,0.4,0.5,0.00632869667198083,0.0381040668896669,-0.0317753702176861,0.5
-0.5,0.4,0.5,-0.00152363093604629,0.0317317376036421,-0.0332553685396884,0.5
-0.4,0.4,0.5,-0.00936525691207746,0.0253684480178991,-0.0347337049299765,0.5
-0.3,0.4,0.5,-0.0171965851563926,0.0190139149670487,-0.0362105001234413,0.5
-0.2,0.4,0.5,-0.0250180215588265,0.0126678537064443,-0.0376858752652708,0.5
-0.1,0.4,0.5,-0.0328299739179963,0.00632997796531071,-0.039159951883307,0.5
0,0.4,0.5,-0.0406328518604355,0,-0.0406328518604355,0.5
0.1,0.4,0.5,-0.0484270667596373,-0.00632236935259792,-0.0421046974070394,0.5
0.2,0.4,0.5,-0.0562130316550011,-0.0126374206215437,-0.0435756110334574,0.5
0.3,0.4,0.5,-0.0639911611706978,-0.0189454456481798,-0.0450457155225181,0.5
0.4,0.4,0.5,-0.0717618714344935,-0.0252467375323774,-0.046515133902116,0.5
0.5,0.4,0.5,-0.0795255799964509,-0.0315415905786613,-0.0479839894177896,0.5
0.6,0.4,0.5,-0.0872827057476306,-0.0378303002422392,-0.0494524055053913,0.5
0.7,0.4,0.5,-0.0950336688387088,-0.044113163074925,-0.0509205057637838,0.5
0.8,0.4,0.5,-0.102778890598573,-0.0503904766710015,-0.052388413927571,0.5
0.9,0.4,0.5,-0.11051879345283,-0.056662539612951,-0.0538562538398792,0.5
1,0.4,0.5,-0.118253800842348,-0.062929651417174,-0.0553241494251736,0.5
-1,0.5,0.5,0.0301896316367785,0.0636893861097366,-0.0334997544729582,0.5
-0.9,0.5,0.5,0.022296105633523,0.0572780998037031,-0.0349819941701801,0.5
-0.8,0.5,0.5,0.0144146965882095,0.0508769690103366,-0.0364622724221271,0.5
-0.7,0.5,0.5,0.0065450083460869,0.0444857174091755,-0.0379407090630886,0.5
-0.6,0.5,0.5,-0.00131335752404027,0.0381040668896669,-0.0394174244137072,0.5
-0.5,0.5,0.5,-0.00916080164949501,0.0317317376036421,-0.0408925392531371,0.5
-0.4,0.5,0.5,-0.0169977267733075,0.0253684480178991,-0.0423661747912065,0.5
-0.3,0.5,0.5,-0.0248245376735796,0.0190139149670487,-0.0438384526406284,0.5
-0.2,0.5,0.5,-0.0326416410828213,0.0126678537064443,-0.0453094947892655,0.5
-0.1,0.5,0.5,-0.0404494456071191,0.00632997796531071,-0.0467794235724298,0.5
0,0.5,0.5,-0.048248361645212,0,-0.048248361645212,0.5
0.1,0.5,0.5,-0.0560388013074833,-0.00632236935259792,-0.0497164319548854,0.5
0.2,0.5,0.5,-0.0638211783348625,-0.0126374206215437,-0.0511837577133188,0.5
0.3,0.5,0.5,-0.0715959080176683,-0.0189454456481798,-0.0526504623694886,0.5
0.4,0.5,0.5,-0.0793634071143494,-0.0252467375323774,-0.0541166695819719,0.5
0.5,0.5,0.5,-0.0871240937702061,-0.0315415905786613,-0.0555825031915448,0.5
0.6,0.5,0.5,-0.0948783874360189,-0.0378303002422392,-0.0570480871937797,0.5
0.7,0.5,0.5,-0.102626708786657,-0.044113163074925,-0.0585135457117316,0.5
0.8,0.5,0.5,-0.110369479639645,-0.0503904766710015,-0.0599790029686438,0.5
0.9,0.5,0.5,-0.118107122873636,-0.056662539612951,-0.0614445832606853,0.5
1,0.5,0.5,-0.125840062346951,-0.062929651417174,-0.0629104109297771,0.5
-1,0.6,0.5,0.0225284991858407,0.0636893861097366,-0.041160886923896,0.5
-0.9,0.6,0.5,0.014640506324372,0.0572780998037031,-0.0426375934793312,0.5
-0.8,0.6,0.5,0.00676445124070224,0.0508769690103366,-0.0441125177696343,0.5
-0.7,0.6,0.5,-0.00110006322372652,0.0444857174091755,-0.045585780632902,0.5
-0.6,0.6,0.5,-0.00895343646903196,0.0381040668896669,-0.0470575033586988,0.5
-0.5,0.6,0.5,-0.0167960700564727,0.0317317376036421,-0.0485278076601148,0.5
-0.4,0.6,0.5,-0.0246283676279611,0.0253684480178991,-0.0499968156458602,0.5
-0.3,0.6,0.5,-0.0324507348253793,0.0190139149670487,-0.051464649792428,0.5
-0.2,0.6,0.5,-0.040263579209835,0.0126678537064443,-0.0529314329162792,0.5
-0.1,0.6,0.5,-0.0480673101807835,0.00632997796531071,-0.0543972881460942,0.5
0,0.6,0.5,-0.055862338895047,0,-0.055862338895047,0.5
0.1,0.6,0.5,-0.0636490781857636,-0.00632236935259792,-0.0573267088331657,0.5
0.2,0.6,0.5,-0.0714279424812471,-0.0126374206215437,-0.0587905218597034,0.5
0.3,0.6,0.5,-0.0791993477237719,-0.0189454456481798,-0.0602539020755921,0.5
0.4,0.6,0.5,-0.0869637112883055,-0.0252467375323774,-0.0617169737559281,0.5
0.5,0.6,0.5,-0.0947214519011749,-0.0315415905786613,-0.0631798613225136,0.5
0.6,0.6,0.5,-0.102472989558683,-0.0378303002422392,-0.0646426893164438,0.5
0.7,0.6,0.5,-0.110218745445661,-0.044113163074925,-0.0661055823707361,0.5
0.8,0.6,0.5,-0.11795914185404,-0.0503904766710015,-0.0675686651830388,0.5
0.9,0.6,0.5,-0.125694602101295,-0.056662539612951,-0.0690320624883442,0.5
1,0.6,0.5,-0.133425550448943,-0.062929651417174,-0.0704958990317694,0.5
-1,0.7,0.5,0.0148696014275399,0.0636893861097366,-0.0488197846821967,0.5
-0.9,0.7,0.5,0.00698707015848776,0.0572780998037031,-0.0502910296452154,0.5
-0.8,0.7,0.5,-0.000883702918609508,0.0508769690103366,-0.0517606719289461,0.5
-0.7,0.7,0.5,-0.00874311595218275,0.0444857174091755,-0.0532288333613582,0.5
-0.6,0.7,0.5,-0.0165915692972763,0.0381040668896669,-0.0546956361869432,0.5
-0.5,0.7,0.5,-0.0244294654350763,0.0317317376036421,-0.0561612030387184,0.5
-0.4,0.7,0.5,-0.0322572088923455,0.0253684480178991,-0.0576256569102446,0.5
-0.3,0.7,0.5,-0.0400752061606763,0.0190139149670487,-0.059089121127725,0.5
-0.2,0.7,0.5,-0.0478838656156953,0.0126678537064443,-0.0605517193221396,0.5
-0.1,0.7,0.5,-0.0556835974361087,0.00632997796531071,-0.0620135754014194,0.5
0,0.7,0.5,-0.0634748135227028,0,-0.0634748135227028,0.5
0.1,0.7,0.5,-0.0712579274172244,-0.00632236935259792,-0.0649355580646265,0.5
0.2,0.7,0.5,-0.0790333542212034,-0.0126374206215437,-0.0663959335996597,0.5
0.3,0.7,0.5,-0.0868015105147048,-0.0189454456481798,-0.067856064866525,0.5
0.4,0.7,0.5,-0.0945628142750224,-0.0252467375323774,-0.069316076742645,0.5
0.5,0.7,0.5,-0.102317684795306,-0.0315415905786613,-0.0707760942166449,0.5
0.6,0.7,0.5,-0.110066542603159,-0.0378303002422392,-0.0722362423609196,0.5
0.7,0.7,0.5,-0.117809809379164,-0.044113163074925,-0.0736966463042387,0.5
0.8,0.7,0.5,-0.125547907875421,-0.0503904766710015,-0.075157431204419,0.5
0.9,0.7,0.5,-0.133281261833973,-0.056662539612951,-0.0766187222210225,0.5
1,0.7,0.5,-0.141010295905301,-0.062929651417174,-0.0780806444881275,0.5
-1,0.8,0.5,0.00721290979170408,0.0636893861097366,-0.0564764763180325,0.5
-0.9,0.8,0.5,-0.000664231598252352,0.0572780998037031,-0.0579423314019555,0.5
-0.8,0.8,0.5,-0.00852979478223648,0.0508769690103366,-0.059406763792573,0.5
-0.7,0.8,0.5,-0.0163841788845762,0.0444857174091755,-0.0608698962937516,0.5
-0.6,0.8,0.5,-0.0242277852012591,0.0381040668896669,-0.062331852090926,0.5
-0.5,0.8,0.5,-0.0320610171193697,0.0317317376036421,-0.0637927547230118,0.5
-0.4,0.8,0.5,-0.0398842800364798,0.0253684480178991,-0.0652527280543789,0.5
-0.3,0.8,0.5,-0.047697981279814,0.0190139149670487,-0.0667118962468627,0.5
-0.2,0.8,0.5,-0.0555025300254184,0.0126678537064443,-0.0681703837318627,0.5
-0.1,0.8,0.5,-0.063298337217148,0.00632997796531071,-0.0696283151824587,0.5
0,0.8,0.5,-0.0710858154856092,0,-0.0710858154856092,0.5
0.1,0.8,0.5,-0.0788653790670089,-0.00632236935259792,-0.072543009714411,0.5
0.2,0.8,0.5,-0.0866374437219276,-0.0126374206215437,-0.0740000231003838,0.5
0.3,0.8,0.5,-0.0944024266540365,-0.0189454456481798,-0.0754569810058567,0.5
0.4,0.8,0.5,-0.10216074642876,-0.0252467375323774,-0.0769140088963822,0.5
0.5,0.8,0.5,-0.109912822891866,-0.0315415905786613,-0.0783712323132043,0.5
0.6,0.8,0.5,-0.117659077088038,-0.0378303002422392,-0.0798287768457987,0.5
0.7,0.8,0.5,-0.125399931179383,-0.044113163074925,-0.0812867681044576,0.5
0.8,0.8,0.5,-0.133135808363928,-0.0503904766710015,-0.0827453316929267,0.5
0.9,0.8,0.5,-0.140867132794054,-0.056662539612951,-0.0842045931811027,0.5
1,0.8,0.5,-0.148594329494937,-0.062929651417174,-0.0856646780777627,0.5
-1,0.9,0.5,-0.000441604358085046,0.0636893861097366,-0.0641309904678217,0.5
-0.9,0.9,0.5,-0.00831342774399746,0.0572780998037031,-0.0655915275477006,0.5
-0.8,0.9,0.5,-0.0161738533044656,0.0508769690103366,-0.0670508223148022,0.5
-0.7,0.9,0.5,-0.0240232811257513,0.0444857174091755,-0.0685089985349267,0.5
-0.6,0.9,0.5,-0.0318621134307671,0.0381040668896669,-0.069966180320434,0.5
-0.5,0.9,0.5,-0.0396907544984738,0.0317317376036421,-0.0714224921021159,0.5
-0.4,0.9,0.5,-0.0475096105831814,0.0253684480178991,-0.0728780586010804,0.5
-0.3,0.9,0.5,-0.0553190898336778,0.0190139149670487,-0.0743330048007265,0.5
-0.2,0.9,0.5,-0.0631196022123193,0.0126678537064443,-0.0757874559187636,0.5
-0.1,0.9,0.5,-0.0709115594139873,0.00632997796531071,-0.077241537379298,0.5
0,0.9,0.5,-0.0786953747849685,0,-0.0786953747849685,0.5
0.1,0.9,0.5,-0.0864714632417652,-0.00632236935259792,-0.0801490938891672,0.5
0.2,0.9,0.5,-0.094240241189846,-0.0126374206215437,-0.0816028205683023,0.5
0.3,0.9,0.5,-0.102002126442297,-0.0189454456481798,-0.0830566807941168,0.5
0.4,0.9,0.5,-0.109757538138465,-0.0252467375323774,-0.0845108006060875,0.5
0.5,0.9,0.5,-0.117506896662532,-0.0315415905786613,-0.0859653060838709,0.5
0.6,0.9,0.5,-0.125250623562041,-0.0378303002422392,-0.0874203233198018,0.5
0.7,0.9,0.5,-0.132989141466385,-0.044113163074925,-0.0888759783914599,0.5
0.8,0.9,0.5,-0.140722874005291,-0.0503904766710015,-0.0903323973342899,0.5
0.9,0.9,0.5,-0.148452245727213,-0.056662539612951,-0.0917897061142621,0.5
1,0.9,0.5,-0.156177682017781,-0.062929651417174,-0.093248030600607,0.5
-1,1,0.5,-0.00809396972360821,0.0636893861097366,-0.0717833558333448,0.5
-0.9,1,0.5,-0.0159605471400203,0.0572780998037031,-0.0732386469437234,0.5
-0.8,1,0.5,-0.0238159075004867,0.0508769690103366,-0.0746928765108233,0.5
-0.7,1,0.5,-0.0316604518392,0.0444857174091755,-0.0761461692483754,0.5
-0.6,1,0.5,-0.0394945832919969,0.0381040668896669,-0.0775986501816638,0.5
-0.5,1,0.5,-0.0473187070156608,0.0317317376036421,-0.0790504446193029,0.5
-0.4,1,0.5,-0.0551332301071769,0.0253684480178991,-0.0805016781250759,0.5
-0.3,1,0.5,-0.0629385615228003,0.0190139149670487,-0.081952476489849,0.5
-0.2,1,0.5,-0.0707351119970958,0.0126678537064443,-0.08340296570354,0.5
-0.1,1,0.5,-0.0785232939618337,0.00632997796531071,-0.0848532719271444,0.5
0,1,0.5,-0.0863035214648304,0,-0.0863035214648304,0.5
0.1,1,0.5,-0.0940762100887357,-0.00632236935259792,-0.0877538407361377,0.5
0.2,1,0.5,-0.101841776869702,-0.0126374206215437,-0.0892043562481582,0.5
0.3,1,0.5,-0.109600640216052,-0.0189454456481798,-0.090655194567872,0.5
0.4,1,0.5,-0.117353219826853,-0.0252467375323774,-0.0921064822944758,0.5
0.5,1,0.5,-0.12509993661048,-0.0315415905786613,-0.0935583460318186,0.5
0.6,1,0.5,-0.132841212603114,-0.0378303002422392,-0.0950109123608746,0.5
0.7,1,0.5,-0.140577470887191,-0.044113163074925,-0.096464307812266,0.5
0.8,1,0.5,-0.148309135509895,-0.0503904766710015,-0.0979186588388934,0.5
0.9,1,0.5,-0.156036631401512,-0.056662539612951,-0.0993740917885609,0.5
1,1,0.5,-0.16376038429386,-0.062929651417174,-0.100830732876686,0.5
-1,-1,0.6,0.145842784525785,0.0636893861097366,0.0821533984160482,0.5
-0.9,-1,0.6,0.137566682723548,0.0572780998037031,0.0802885829198453,0.5
-0.8,-1,0.6,0.12930599048017,0.0508769690103366,0.0784290214698334,0.5
-0.7,-1,0.6,0.121060303625831,0.0444857174091755,0.0765745862166559,0.5
-0.6,-1,0.6,0.112829215040442,0.0381040668896669,0.0747251481507752,0.5
-0.5,-1,0.6,0.104612314738686,0.0317317376036421,0.0728805771350438,0.5
-0.4,-1,0.6,0.0964091899552437,0.0253684480178991,0.0710407419373447,0.5
-0.3,-1,0.6,0.088219425230328,0.0190139149670487,0.0692055102632793,0.5
-0.2,-1,0.6,0.0800426024953032,0.0126678537064443,0.0673747487888589,0.5
-0.1,-1,0.6,0.0718783011585579,0.00632997796531071,0.0655483231932472,0.5
0,-1,0.6,0.0637260981915424,0,0.0637260981915424,0.5
0.1,-1,0.6,0.0555855682149263,-0.00632236935259792,0.0619079375675242,0.5
0.2,-1,0.6,0.0474562835849369,-0.0126374206215437,0.0600937042064806,0.5
0.3,-1,0.6,0.0393378144797888,-0.0189454456481798,0.0582832601279685,0.5
0.4,-1,0.6,0.0312297289862631,-0.0252467375323774,0.0564764665186406,0.5
0.5,-1,0.6,0.0231315931863812,-0.0315415905786613,0.0546731837650425,0.5
0.6,-1,0.6,0.0150429712441706,-0.0378303002422392,0.0528732714864099,0.5
0.7,-1,0.6,0.00696342549252027,-0.044113163074925,0.0510765885674453,0.5
0.8,-1,0.6,-0.00110748347988299,-0.0503904766710015,0.0492829931911186,0.5
0.9,-1,0.6,-0.00917019674152933,-0.056662539612951,0.0474923428714217,0.5
1,-1,0.6,-0.0172251569310388,-0.062929651417174,0.0457044944861352,0.5
-1,-0.9,0.6,0.138181426148535,0.0636893861097366,0.0744920400387982,0.5
-0.9,-0.9,0.6,0.129912041810364,0.0572780998037031,0.0726339420066607,0.5
-0.8,-0.9,0.6,0.12165788830561,0.0508769690103366,0.0707809192952739,0.5
-0.7,-0.9,0.6,0.113418560215387,0.0444857174091755,0.068932842806212,0.5
-0.6,-0.9,0.6,0.105193649206587,0.0381040668896669,0.0670895823169205,0.5
-0.5,-0.9,0.6,0.0969827441170544,0.0317317376036421,0.0652510065134123,0.5
-0.4,-0.9,0.6,0.0887854310409019,0.0253684480178991,0.0634169830230028,0.5
-0.3,-0.9,0.6,0.080601293414122,0.0190139149670487,0.0615873784470733,0.5
-0.2,-0.9,0.6,0.0724299121003249,0.0126678537064443,0.0597620583938806,0.5
-0.1,-0.9,0.6,0.0642708654766783,0.00632997796531071,0.0579408875113676,0.5
0,-0.9,0.6,0.0561237295200178,0,0.0561237295200178,0.5
0.1,-0.9,0.6,0.04798807789308,-0.00632236935259792,0.0543104472456779,0.5
0.2,-0.9,0.6,0.0398634820309001,-0.0126374206215437,0.0525009026524438,0.5
0.3,-0.9,0.6,0.0317495112273126,-0.0189454456481798,0.0506949568754924,0.5
0.4,-0.9,0.6,0.0236457327215701,-0.0252467375323774,0.0488924702539476,0.5
0.5,-0.9,0.6,0.0155517117850783,-0.0315415905786613,0.0470933023637396,0.5
0.6,-0.9,0.6,0.00746701180819101,-0.0378303002422392,0.0452973120504302,0.5
0.7,-0.9,0.6,-0.000608805612861696,-0.044113163074925,0.0435043574620633,0.5
0.8,-0.9,0.6,-0.0086761805890368,-0.0503904766710015,0.0417142960819648,0.5
0.9,-0.9,0.6,-0.0167355548513962,-0.056662539612951,0.0399269847615548,0.5
1,-0.9,0.6,-0.0247873716640354,-0.062929651417174,0.0381422797531386,0.5
-1,-0.8,0.6,0.130522723291013,0.0636893861097366,0.066833337181276,0.5
-0.9,-0.8,0.6,0.122259986479669,0.0572780998037031,0.0649818866759655,0.5
-0.8,-0.8,0.6,0.114012301282178,0.0508769690103366,0.0631353322718414,0.5
-0.7,-0.8,0.6,0.105779261044712,0.0444857174091755,0.0612935436355361,0.5
-0.6,-0.8,0.6,0.0975604562353266,0.0381040668896669,0.0594563893456597,0.5
-0.5,-0.8,0.6,0.089355474529226,0.0317317376036421,0.0576237369255839,0.5
-0.4,-0.8,0.6,0.0811639008942052,0.0253684480178991,0.0557954528763062,0.5
-0.3,-0.8,0.6,0.0729853176763284,0.0190139149670487,0.0539714027092797,0.5
-0.2,-0.8,0.6,0.0648193046857719,0.0126678537064443,0.0521514509793276,0.5
-0.1,-0.8,0.6,0.0566654392828198,0.00632997796531071,0.0503354613175091,0.5
0,-0.8,0.6,0.0485232964640743,0,0.0485232964640743,0.5
0.1,-0.8,0.6,0.0403924489487408,-0.00632236935259792,0.0467148183013387,0.5
0.2,-0.8,0.6,0.0322724672650926,-0.0126374206215437,0.0449098878866363,0.5
0.3,-0.8,0.6,0.0241629198370279,-0.0189454456481798,0.0431083654852076,0.5
0.4,-0.8,0.6,0.0160633730707398,-0.0252467375323774,0.0413101106031172,0.5
0.5,-0.8,0.6,0.00797339144150128,-0.0315415905786613,0.0395149820201626,0.5
0.6,-0.8,0.6,-0.000107462419494081,-0.0378303002422392,0.0377228378227452,0.5
0.7,-0.8,0.6,-0.00817962763817243,-0.044113163074925,0.0359335354367526,0.5
0.8,-0.8,0.6,-0.0162435450105933,-0.0503904766710015,0.0341469316604083,0.5
0.9,-0.8,0.6,-0.0242996569158444,-0.056662539612951,0.0323628826971066,0.5
1,-0.8,0.6,-0.0323484072289374,-0.062929651417174,0.0305812441882365,0.5
-1,-0.7,0.6,0.122866648586643,0.0636893861097366,0.0591772624769066,0.5
-0.9,-0.7,0.6,0.114610489169433,0.0572780998037031,0.0573323893657303,0.5
-0.8,-0.7,0.6,0.106369201657923,0.0508769690103366,0.0554922326475863,0.5
-0.7,-0.7,0.6,0.0981423781774916,0.0444857174091755,0.0536566607683161,0.5
-0.6,-0.7,0.6,0.0899296080115392,0.0381040668896669,0.0518255411218723,0.5
-0.5,-0.7,0.6,0.0817304776868675,0.0317317376036421,0.0499987400832254,0.5
-0.4,-0.7,0.6,0.0735445710592056,0.0253684480178991,0.0481761230413066,0.5
-0.3,-0.7,0.6,0.065371469398998,0.0190139149670487,0.0463575544319492,0.5
-0.2,-0.7,0.6,0.0572107514773028,0.0126678537064443,0.0445428977708585,0.5
-0.1,-0.7,0.6,0.0490619936518936,0.00632997796531071,0.0427320156865829,0.5
0,-0.7,0.6,0.0409247699535214,0,0.0409247699535214,0.5
0.1,-0.7,0.6,0.0327986521722732,-0.00632236935259792,0.0391210215248711,0.5
0.2,-0.7,0.6,0.0246832099440908,-0.0126374206215437,0.0373206305656345,0.5
0.3,-0.7,0.6,0.0165780108373961,-0.0189454456481798,0.0355234564855759,0.5
0.4,-0.7,0.6,0.00848262043979764,-0.0252467375323774,0.0337293579721751,0.5
0.5,-0.7,0.6,0.000396602444927341,-0.0315415905786613,0.0319381930235886,0.5
0.6,-0.7,0.6,-0.00768048126067158,-0.0378303002422392,0.0301498189815677,0.5
0.7,-0.7,0.6,-0.0157490705105551,-0.044113163074925,0.0283640925643699,0.5
0.8,-0.7,0.6,-0.0238096067713491,-0.0503904766710015,0.0265808698996524,0.5
0.9,-0.7,0.6,-0.0318625330556208,-0.056662539612951,0.0248000065573302,0.5
1,-0.7,0.6,-0.0399082938347367,-0.062929651417174,0.0230213575824373,0.5
-1,-0.6,0.6,0.115213174591544,0.0636893861097366,0.0515237884818076,0.5
-0.9,-0.6,0.6,0.106963522242488,0.0572780998037031,0.0496854224387844,0.5
-0.8,-0.6,0.6,0.0987285616079348,0.0508769690103366,0.0478515925975982,0.5
-0.7,-0.6,0.6,0.0905078836066293,0.0444857174091755,0.0460221661974538,0.5
