"a","b","c","bias","pop","bridge","scale"
-0.6,-0.1,-1,0.0455794245673224,0.0381040668896669,0.0074753576776555,0.5
-0.5,-0.1,-1,0.0425186729701521,0.0317317376036421,0.01078693536651,0.5
-0.4,-0.1,-1,0.0394628289956465,0.0253684480178991,0.0140943809777474,0.5
-0.3,-0.1,-1,0.0364117866291849,0.0190139149670487,0.0173978716621361,0.5
-0.2,-0.1,-1,0.0333654391954502,0.0126678537064443,0.020697585489006,0.5
-0.1,-0.1,-1,0.0303236793733708,0.00632997796531071,0.0239937014080601,0.5
0,-0.1,-1,0.027286399211109,0,0.027286399211109,0.5
0.1,-0.1,-1,0.0242534901411344,-0.00632236935259792,0.0305758594937323,0.5
0.2,-0.1,-1,0.0212248429953513,-0.0126374206215437,0.033862263616895,0.5
0.3,-0.1,-1,0.0182003480203017,-0.0189454456481798,0.0371457936684814,0.5
0.4,-0.1,-1,0.0151798948924396,-0.0252467375323774,0.0404266324248171,0.5
0.5,-0.1,-1,0.0121633727334444,-0.0315415905786613,0.0437049633121057,0.5
0.6,-0.1,-1,0.00915067012561369,-0.0378303002422392,0.0469809703678529,0.5
0.7,-0.1,-1,0.00614167512732039,-0.044113163074925,0.0502548382022454,0.5
0.8,-0.1,-1,0.00313627528849758,-0.0503904766710015,0.0535267519594991,0.5
0.9,-0.1,-1,0.000134357666207258,-0.056662539612951,0.0567968972791583,0.5
1,-0.1,-1,-0.00286419115975534,-0.062929651417174,0.0600654602574187,0.5
-1,0,-1,0.0496804330658276,0.0636893861097366,-0.014008953043909,0.5
-0.9,0,-1,0.0466029701370895,0.0572780998037031,-0.0106751296666137,0.5
-0.8,0,-1,0.0435307430851954,0.0508769690103366,-0.00734622592514111,0.5
-0.7,0,-1,0.0404636481538559,0.0444857174091755,-0.00402206925531956,0.5
-0.6,0,-1,0.0374015808795141,0.0381040668896669,-0.00070248601015277,0.5
-0.5,0,-1,0.0343444361060329,0.0317317376036421,0.00261269850239076,0.5
-0.4,0,-1,0.0312921079994307,0.0253684480178991,0.00592365998153166,0.5
-0.3,0,-1,0.0282444900627581,0.0190139149670487,0.00923057509570935,0.5
-0.2,0,-1,0.0252014751509756,0.0126678537064443,0.0125336214445313,0.5
-0.1,0,-1,0.0221629554859611,0.00632997796531071,0.0158329775206504,0.5
0,0,-1,0.0191288226715533,0,0.0191288226715533,0.5
0.1,0,-1,0.0160989677086905,-0.00632236935259792,0.0224213370612885,0.5
0.2,0,-1,0.0130732810105771,-0.0126374206215437,0.0257107016321209,0.5
0.3,0,-1,0.0100516524179748,-0.0189454456481798,0.0289970980661546,0.5
0.4,0,-1,0.00703397121449084,-0.0252467375323774,0.0322807087468683,0.5
0.5,0,-1,0.00402012614195729,-0.0315415905786613,0.0355617167206186,0.5
0.6,0,-1,0.00101000541589227,-0.0378303002422392,0.0388403056581315,0.5
0.7,0,-1,-0.00199650325903372,-0.044113163074925,0.0421166598158913,0.5
