"cell","sep","beta","position","sizes","sets","method","bias_native","mcse","bias_FD","rmse_FD"
51,1.5,0.4,"outside","3to1","common","transportD",-0.0242569809938946,0.00912487006956069,-0.0242569809938946,0.289427696773333
51,1.5,0.4,"outside","3to1","common","average",-0.0255605620978541,0.0106333812378187,-0.0255605620978541,0.337059445924609
52,0.5,0.6,"outside","3to1","common","sponsorB",-0.0041184890474556,0.00792265890685969,-0.154118489047456,0.294037862011952
52,0.5,0.6,"outside","3to1","common","transportD",-0.000535831687094864,0.00724976541354701,-0.000535831687094864,0.22914368105734
52,0.5,0.6,"outside","3to1","common","sponsorA",0.00535210757977688,0.00720907946689609,0.155352107579777,0.275777325505092
52,0.5,0.6,"outside","3to1","common","average",0.000616809266160625,0.00724464383670978,0.000616809266160625,0.228982007830587
53,1,0.6,"outside","3to1","common","sponsorB",-0.00654588429826172,0.0115158091771162,-0.306545884298262,0.475869337447742
53,1,0.6,"outside","3to1","common","transportD",-0.00904853203084544,0.0082179127674446,-0.00904853203084544,0.259900812032185
53,1,0.6,"outside","3to1","common","sponsorA",-0.00577606602705299,0.00838959957734432,0.294223933972947,0.396084232215352
53,1,0.6,"outside","3to1","common","average",-0.00616097516265735,0.00867587602371283,-0.00616097516265735,0.274287279269403
54,1.5,0.6,"outside","3to1","common","sponsorB",0.0307533452370548,0.0170482908469583,-0.419246654762945,0.682730791829107
54,1.5,0.6,"outside","3to1","common","average",0.0141670291395193,0.0112706151902963,0.0141670291395193,0.356511493104515
54,1.5,0.6,"outside","3to1","common","transportD",0.0113656700780588,0.00955720054541463,0.0113656700780588,0.302287810934102
54,1.5,0.6,"outside","3to1","common","sponsorA",-0.00241928695801621,0.0114551585604375,0.447580713041984,0.575689092891546
55,0.5,0.2,"between","equal","differing","sponsorB",0.102649273265308,0.00564536826621909,0.0526492732653078,0.186038325765788
55,0.5,0.2,"between","equal","differing","sponsorA",0.00220633729177986,0.0060343018665157,0.0522063372917799,0.197741972961336
55,0.5,0.2,"between","equal","differing","average",0.0524278052785438,0.0057289888897182,0.0524278052785438,0.188513042390019
55,0.5,0.2,"between","equal","differing","transportD",0.00335151426162465,0.00578227594526612,0.00335151426162465,0.182790899773325
56,1,0.2,"between","equal","differing","transportD",-0.00326509075787498,0.00637254327682033,-0.00326509075787498,0.201443191309089
56,1,0.2,"between","equal","differing","sponsorB",0.196442961994979,0.0055554810366315,0.0964429619949794,0.200334098688139
56,1,0.2,"between","equal","differing","sponsorA",-0.00286614818347916,0.00783506017313043,0.0971338518165209,0.266010836090133
56,1,0.2,"between","equal","differing","average",0.0967884069057501,0.0061716156636609,0.0967884069057501,0.217758459701105
57,1.5,0.2,"between","equal","differing","average",0.147742112522494,0.00750047497884688,0.147742112522494,0.279335997673069
57,1.5,0.2,"between","equal","differing","transportD",-0.00737309769330236,0.00765163089469738,-0.00737309769330236,0.241957166587257
57,1.5,0.2,"between","equal","differing","sponsorB",0.297354924540496,0.00551512969184071,0.147354924540496,0.228253614754817
57,1.5,0.2,"between","equal","differing","sponsorA",-0.00187069949550804,0.0115885872439045,0.148129300504492,0.395099163025216
58,0.5,0.4,"between","equal","differing","sponsorB",0.201678393564112,0.00571834868778335,0.101678393564112,0.207377211672684
58,0.5,0.4,"between","equal","differing","average",0.102273656139475,0.00590956438283858,0.102273656139475,0.212950531776408
58,0.5,0.4,"between","equal","differing","transportD",0.00108878819903851,0.00598318281074485,0.00108878819903851,0.189113361585025
58,0.5,0.4,"between","equal","differing","sponsorA",0.0028689187148385,0.00632247948928684,0.102868918714839,0.224757174708885
59,1,0.4,"between","equal","differing","transportD",0.00659321245338119,0.00685459904104088,0.00659321245338119,0.216753345847026
59,1,0.4,"between","equal","differing","sponsorB",0.402824377056782,0.0058863075533736,0.202824377056782,0.275230259827589
59,1,0.4,"between","equal","differing","average",0.20379771579576,0.00640229239383523,0.20379771579576,0.287196565981966
