"cell","sep","beta","position","sizes","sets","method","bias_native","mcse","bias_FD","rmse_FD"
59,1,0.4,"between","equal","differing","sponsorA",0.00477105453473751,0.00786138001010534,0.204771054534738,0.321979314774861
60,1.5,0.4,"between","equal","differing","transportD",0.0101823624320569,0.00787718366755999,0.0101823624320569,0.249181967675511
60,1.5,0.4,"between","equal","differing","sponsorB",0.604073153911451,0.00561006015673824,0.304073153911451,0.351996853845197
60,1.5,0.4,"between","equal","differing","average",0.30128332925846,0.00766265788613278,0.30128332925846,0.386560802517657
60,1.5,0.4,"between","equal","differing","sponsorA",-0.00150649539453044,0.01168124321801,0.29849350460547,0.474777172963108
61,0.5,0.6,"between","equal","differing","transportD",-0.0020453805047097,0.00635455150204136,-0.0020453805047097,0.200858477662042
61,0.5,0.6,"between","equal","differing","average",0.144600539636146,0.00628917924469677,0.144600539636146,0.245811996980248
61,0.5,0.6,"between","equal","differing","sponsorB",0.29494604473311,0.00612608787458704,0.14494604473311,0.241869344023355
61,0.5,0.6,"between","equal","differing","sponsorA",-0.00574496546081829,0.00664120426190006,0.144255034539182,0.254697866979941
62,1,0.6,"between","equal","differing","transportD",-0.00834746457570282,0.00673332388618052,-0.00834746457570282,0.212983551173549
62,1,0.6,"between","equal","differing","sponsorB",0.597357282378162,0.00593319090457691,0.297357282378162,0.351552136871858
62,1,0.6,"between","equal","differing","sponsorA",-0.00803362151401908,0.00795840760300747,0.291966378485981,0.385379399410828
62,1,0.6,"between","equal","differing","average",0.294661830432071,0.00648176043015516,0.294661830432071,0.358882709766339
63,1.5,0.6,"between","equal","differing","average",0.453412429795091,0.0078738973346987,0.453412429795091,0.517222478698312
63,1.5,0.6,"between","equal","differing","transportD",0.00127111513058479,0.00826457791928905,0.00127111513058479,0.261221286784771
63,1.5,0.6,"between","equal","differing","sponsorA",0.00662143806038856,0.0119893575761716,0.456621438060389,0.593383592704206
63,1.5,0.6,"between","equal","differing","sponsorB",0.900203421529793,0.00582608084188843,0.450203421529793,0.486407643356245
64,0.5,0.2,"at_A","equal","differing","average",0.0545545927119168,0.00585083517531655,0.0545545927119168,0.192806233204313
64,0.5,0.2,"at_A","equal","differing","sponsorB",0.103879778411758,0.00571774563738648,0.0538797784117576,0.188581422946107
64,0.5,0.2,"at_A","equal","differing","sponsorA",0.00522940701207598,0.00620598978226278,0.055229407012076,0.203779494226672
64,0.5,0.2,"at_A","equal","differing","transportD",0.0053415157211279,0.00597887052071297,0.0053415157211279,0.18904940518538
65,1,0.2,"at_A","equal","differing","average",0.0991885208805198,0.00661931396631643,0.0991885208805198,0.231538041672966
65,1,0.2,"at_A","equal","differing","transportD",0.000292637211524151,0.00688995434443581,0.000292637211524151,0.217770716658781
65,1,0.2,"at_A","equal","differing","sponsorB",0.199722299914024,0.00590526475031499,0.0997222999140236,0.211617146563514
65,1,0.2,"at_A","equal","differing","sponsorA",-0.00134525815298395,0.00818756569162561,0.0986547418470161,0.276951175862518
66,1.5,0.2,"at_A","equal","differing","sponsorA",0.00908959327890295,0.0115932418075282,0.159089593278903,0.399472591102142
66,1.5,0.2,"at_A","equal","differing","average",0.155346358904798,0.00751963720616071,0.155346358904798,0.283938179879956
66,1.5,0.2,"at_A","equal","differing","transportD",0.00207454881877604,0.00755324331203662,0.00207454881877604,0.238744082228433
66,1.5,0.2,"at_A","equal","differing","sponsorB",0.301603124530693,0.00563649613661853,0.151603124530693,0.233926967186099
67,0.5,0.4,"at_A","equal","differing","transportD",0.0107276264984875,0.00600387957616781,0.0107276264984875,0.190067370596457
67,0.5,0.4,"at_A","equal","differing","sponsorA",0.00790934291910578,0.00620088331518563,0.107909342919106,0.22373405915035
67,0.5,0.4,"at_A","equal","differing","average",0.107876888133456,0.00589458206761363,0.107876888133456,0.215287655585356
67,0.5,0.4,"at_A","equal","differing","sponsorB",0.207844433347807,0.00581877496811702,0.107844433347807,0.213201092378921
68,1,0.4,"at_A","equal","differing","average",0.201839812420561,0.00656024597310959,0.201839812420561,0.28936672282493
68,1,0.4,"at_A","equal","differing","transportD",0.00323891436415595,0.00686034941012636,0.00323891436415595,0.21685898690451
68,1,0.4,"at_A","equal","differing","sponsorA",-0.000739803966127324,0.00827206761958394,0.199260196033873,0.328729830291873
68,1,0.4,"at_A","equal","differing","sponsorB",0.404419428807249,0.00576351545288347,0.204419428807249,0.273810509548361
69,1.5,0.4,"at_A","equal","differing","average",0.296992253106435,0.00791844941264444,0.296992253106435,0.388385810328783
69,1.5,0.4,"at_A","equal","differing","transportD",-0.00533630074526848,0.00815138796902309,-0.00533630074526848,0.257695861048168
69,1.5,0.4,"at_A","equal","differing","sponsorA",-0.00354788467272733,0.0120715769371494,0.296452115327273,0.483178128087129
69,1.5,0.4,"at_A","equal","differing","sponsorB",0.597532390885597,0.00582739079068204,0.297532390885597,0.349928633538323
70,0.5,0.6,"at_A","equal","differing","transportD",0.00186679420571097,0.00612662339651558,0.00186679420571097,0.193652946399211
70,0.5,0.6,"at_A","equal","differing","average",0.147238398125495,0.00611642923539452,0.147238398125495,0.243007081723062
70,0.5,0.6,"at_A","equal","differing","sponsorB",0.297949818505602,0.00607402954003831,0.147949818505602,0.242375926639271
70,0.5,0.6,"at_A","equal","differing","sponsorA",-0.00347302225461235,0.0063738558886381,0.146526977745388,0.249109550313581
71,1,0.6,"at_A","equal","differing","average",0.305004557764506,0.006310818731043,0.305004557764506,0.364437082196844
71,1,0.6,"at_A","equal","differing","sponsorB",0.60579718175212,0.00581440476679024,0.30579718175212,0.356770811385713
71,1,0.6,"at_A","equal","differing","sponsorA",0.00421193377689337,0.00774536889662251,0.304211933776893,0.390481304619952
71,1,0.6,"at_A","equal","differing","transportD",0.0083761779200479,0.00681328148233247,0.0083761779200479,0.215509962900756
72,1.5,0.6,"at_A","equal","differing","transportD",0.00525359323800217,0.0081669366734335,0.00525359323800217,0.258185506981232
72,1.5,0.6,"at_A","equal","differing","sponsorA",-0.00207875455208557,0.0118578851980794,0.447921245447914,0.584039616852376
72,1.5,0.6,"at_A","equal","differing","average",0.451238017245615,0.00788910627324615,0.451238017245615,0.515549714383138
72,1.5,0.6,"at_A","equal","differing","sponsorB",0.904554789043316,0.00605300499893772,0.454554789043316,0.493175716038271
73,0.5,0.2,"outside","equal","differing","sponsorA",0.00887774963296279,0.00584683535178225,0.0588777496329628,0.193953312807649
73,0.5,0.2,"outside","equal","differing","average",0.0584580771160563,0.00553548383872321,0.0584580771160563,0.184467575816304
73,0.5,0.2,"outside","equal","differing","sponsorB",0.10803840459915,0.00543719496952864,0.0580384045991498,0.181389036206562
73,0.5,0.2,"outside","equal","differing","transportD",0.00914624390675705,0.00561148009977938,0.00914624390675705,0.177597505553743
74,1,0.2,"outside","equal","differing","average",0.0895631588206557,0.00597413402609245,0.0895631588206557,0.208988388438898
74,1,0.2,"outside","equal","differing","sponsorA",-0.00995288704343547,0.00752606576771151,0.0900471129565645,0.254349182868338
74,1,0.2,"outside","equal","differing","transportD",-0.0128132411408999,0.00625379137867647,-0.0128132411408999,0.198078206398218
74,1,0.2,"outside","equal","differing","sponsorB",0.189079204684747,0.00542334813952588,0.089079204684747,0.193179701430361
75,1.5,0.2,"outside","equal","differing","average",0.149745269178966,0.00752907007690704,0.149745269178966,0.281165173818229
75,1.5,0.2,"outside","equal","differing","sponsorA",-0.00104256230480477,0.0115181227829144,0.148957437695195,0.393348196302674
75,1.5,0.2,"outside","equal","differing","sponsorB",0.300533100662736,0.00553611658198573,0.150533100662736,0.230820607003936
75,1.5,0.2,"outside","equal","differing","transportD",-0.00520814264267595,0.00764357403904766,-0.00520814264267595,0.241646279955019
76,0.5,0.4,"outside","equal","differing","average",0.103075353178938,0.0060113674337042,0.103075353178938,0.216159502029264
76,0.5,0.4,"outside","equal","differing","sponsorB",0.200743012382557,0.00585348853957297,0.100743012382557,0.210661385400223
76,0.5,0.4,"outside","equal","differing","sponsorA",0.00540769397531893,0.00638227164867657,0.105407693975319,0.227603690557288
76,0.5,0.4,"outside","equal","differing","transportD",0.00404914841444982,0.00604053473197163,0.00404914841444982,0.190965880175464
77,1,0.4,"outside","equal","differing","average",0.196013822484159,0.00646769221037217,0.196013822484159,0.283214812625386
77,1,0.4,"outside","equal","differing","sponsorA",-0.00560562592649988,0.0079605703148865,0.1943943740735,0.317956729335836
77,1,0.4,"outside","equal","differing","sponsorB",0.397633270894819,0.00589861573183715,0.197633270894818,0.271694283430678
77,1,0.4,"outside","equal","differing","transportD",-0.000743837064572085,0.00668437859125976,-0.000743837064572085,0.21127420459611
78,1.5,0.4,"outside","equal","differing","sponsorA",0.00681337494314853,0.0115932002515141,0.306813374943149,0.477914570633329
78,1.5,0.4,"outside","equal","differing","average",0.302677461240755,0.00766407089100711,0.302677461240755,0.387676269821753
78,1.5,0.4,"outside","equal","differing","sponsorB",0.598541547538361,0.00567149180928175,0.298541547538361,0.348225084004594
78,1.5,0.4,"outside","equal","differing","transportD",0.00687567554205852,0.00786782547115291,0.00687567554205852,0.248773089141566
79,0.5,0.6,"outside","equal","differing","average",0.154798353498365,0.0060214014751542,0.154798353498365,0.245323355380341
79,0.5,0.6,"outside","equal","differing","sponsorA",0.00527316133982981,0.00631923619046707,0.15527316133983,0.25298728805484
79,0.5,0.6,"outside","equal","differing","transportD",0.00644891674612363,0.00614479604686689,0.00644891674612363,0.194325367531704
79,0.5,0.6,"outside","equal","differing","sponsorB",0.3043235456569,0.00595232176883892,0.1543235456569,0.243331997586571
80,1,0.6,"outside","equal","differing","sponsorA",-0.00131918662554956,0.00798049636693221,0.29868081337445,0.390940995827221
80,1,0.6,"outside","equal","differing","transportD",-0.00674248891951823,0.00678625833053341,-0.00674248891951823,0.214598951496589
80,1,0.6,"outside","equal","differing","sponsorB",0.593688319899144,0.00579158323148711,0.293688319899144,0.346066067588397
80,1,0.6,"outside","equal","differing","average",0.296184566636797,0.00642999105681494,0.296184566636797,0.359205703907325
81,1.5,0.6,"outside","equal","differing","average",0.431968455708504,0.00797384122081442,0.431968455708504,0.500115295105173
81,1.5,0.6,"outside","equal","differing","sponsorB",0.886560295463017,0.00597194946262162,0.436560295463017,0.475618973316329
81,1.5,0.6,"outside","equal","differing","sponsorA",-0.022623384046009,0.0120254349614224,0.427376615953991,0.571941646315141
81,1.5,0.6,"outside","equal","differing","transportD",-0.00851323618754684,0.00848912246702778,-0.00851323618754684,0.268450386943883
82,0.5,0.2,"between","3to1","differing","sponsorB",0.104206917400177,0.00676542594289485,0.0542069174001768,0.220598293498919
82,0.5,0.2,"between","3to1","differing","sponsorA",0.00515864057880739,0.00705551248815449,0.0551586405788074,0.229723642328202
82,0.5,0.2,"between","3to1","differing","transportD",0.0064209780394747,0.00695435724036951,0.0064209780394747,0.219899864713547
82,0.5,0.2,"between","3to1","differing","average",0.0546827789894921,0.00684390707672256,0.0546827789894921,0.22311976902272
83,1,0.2,"between","3to1","differing","sponsorA",0.00124785273674152,0.00812849073900134,0.101247852736742,0.276147455204891
83,1,0.2,"between","3to1","differing","sponsorB",0.205910455965491,0.00683771278972196,0.105910455965491,0.240675272018857
83,1,0.2,"between","3to1","differing","average",0.103579154351116,0.00713599114203763,0.103579154351116,0.248193651058508
83,1,0.2,"between","3to1","differing","transportD",0.00367127726485252,0.00790339952017497,0.00367127726485252,0.249829418860714
84,1.5,0.2,"between","3to1","differing","sponsorA",0.00145719268739541,0.0109763028413658,0.151457192687395,0.378547257364331
84,1.5,0.2,"between","3to1","differing","sponsorB",0.290881637378729,0.00665596745953177,0.140881637378729,0.25319011961377
84,1.5,0.2,"between","3to1","differing","average",0.146169415033062,0.00798708110418672,0.146169415033062,0.291710762556679
84,1.5,0.2,"between","3to1","differing","transportD",-0.00559042972263474,0.00919230402297832,-0.00559042972263474,0.290594576174601
85,0.5,0.4,"between","3to1","differing","sponsorA",-0.00935871558892384,0.00705998084132236,0.0906412844110762,0.240851258228079
85,0.5,0.4,"between","3to1","differing","transportD",-0.00605453469295317,0.00698470133074893,-0.00605453469295317,0.220848192243981
85,0.5,0.4,"between","3to1","differing","sponsorB",0.190636075869903,0.00680275241237247,0.090636075869903,0.233336797768269
85,0.5,0.4,"between","3to1","differing","average",0.0906386801404896,0.00686266579446865,0.0906386801404896,0.235083933866977
86,1,0.4,"between","3to1","differing","sponsorA",-0.00291690340885914,0.00821372659658531,0.197083096591141,0.32594414592197
86,1,0.4,"between","3to1","differing","average",0.197847977384275,0.00711397623567179,0.197847977384275,0.299502706797234
86,1,0.4,"between","3to1","differing","transportD",-6.96115294050549e-05,0.00805817884848789,-6.96115294050549e-05,0.254694556191585
86,1,0.4,"between","3to1","differing","sponsorB",0.398612858177408,0.00665043696735177,0.198612858177408,0.289190509834368
87,1.5,0.4,"between","3to1","differing","sponsorB",0.593454272172356,0.00667577632478531,0.293454272172356,0.361437177674396
87,1.5,0.4,"between","3to1","differing","sponsorA",-0.0191955908455002,0.0108838008894771,0.2808044091545,0.444060559924644
87,1.5,0.4,"between","3to1","differing","average",0.287129340663428,0.0078623434754635,0.287129340663428,0.379733968392416
87,1.5,0.4,"between","3to1","differing","transportD",-0.0081634836467025,0.00917437439350594,-0.0081634836467025,0.29008898433404
88,0.5,0.6,"between","3to1","differing","average",0.166750625710534,0.00706548939560197,0.166750625710534,0.27870592105985
88,0.5,0.6,"between","3to1","differing","sponsorB",0.314962968139753,0.00694930485599206,0.164962968139753,0.274694969012923
88,0.5,0.6,"between","3to1","differing","sponsorA",0.0185382832813139,0.00732077335862788,0.168538283281314,0.28626086316023
88,0.5,0.6,"between","3to1","differing","transportD",0.018001536197383,0.00714215186792307,0.018001536197383,0.226458336734681
89,1,0.6,"between","3to1","differing","sponsorA",0.00530187139196073,0.00854586925411135,0.305301871391961,0.407637194208883
89,1,0.6,"between","3to1","differing","sponsorB",0.60661716478312,0.00707563972657798,0.30661716478312,0.379511131065253
89,1,0.6,"between","3to1","differing","average",0.305959518087541,0.00752316489164606,0.305959518087541,0.387495340211039
89,1,0.6,"between","3to1","differing","transportD",0.0108287334426628,0.00830777300461668,0.0108287334426628,0.262806648835058
90,1.5,0.6,"between","3to1","differing","transportD",0.00387674424809741,0.00982385606768575,0.00387674424809741,0.310526438546756
90,1.5,0.6,"between","3to1","differing","sponsorB",0.906947183877739,0.00727315277787075,0.456947183877739,0.5115140090288
90,1.5,0.6,"between","3to1","differing","sponsorA",0.00742159692365,0.0115860759671807,0.45742159692365,0.585950029006866
90,1.5,0.6,"between","3to1","differing","average",0.457184390400695,0.00863061464761035,0.457184390400695,0.532381994917564
91,0.5,0.2,"at_A","3to1","differing","sponsorB",0.112181031364984,0.0066690023298381,0.0621810313649839,0.219767143005782
91,0.5,0.2,"at_A","3to1","differing","sponsorA",0.0155969391464131,0.00691895909259575,0.0655969391464131,0.228313559289558
91,0.5,0.2,"at_A","3to1","differing","transportD",0.0124000655476692,0.00690518591976727,0.0124000655476692,0.21860391720999
91,0.5,0.2,"at_A","3to1","differing","average",0.0638889852556985,0.00671975077559475,0.0638889852556985,0.221792014898244
92,1,0.2,"at_A","3to1","differing","sponsorB",0.205830262903586,0.00641974289638521,0.105830262903586,0.228849143111952
92,1,0.2,"at_A","3to1","differing","average",0.110170512097011,0.00678104266706589,0.110170512097011,0.240985681833243
92,1,0.2,"at_A","3to1","differing","sponsorA",0.0145107612904366,0.00782718348633477,0.114510761290437,0.27261007130834
92,1,0.2,"at_A","3to1","differing","transportD",0.0114662097407948,0.00752584755380763,0.0114662097407948,0.238145369443895
93,1.5,0.2,"at_A","3to1","differing","sponsorB",0.289894849447329,0.00660324061197424,0.139894849447329,0.251256348566433
93,1.5,0.2,"at_A","3to1","differing","average",0.136339457204409,0.00790869305603228,0.136339457204409,0.284733780959463
93,1.5,0.2,"at_A","3to1","differing","sponsorA",-0.017215935038511,0.0109274995381706,0.132784064961489,0.370030328241157
93,1.5,0.2,"at_A","3to1","differing","transportD",0.000534839177495443,0.00907803966773204,0.000534839177495443,0.286929746554193
94,0.5,0.4,"at_A","3to1","differing","average",0.106348264689819,0.00689231135453152,0.106348264689819,0.242417831964837
94,0.5,0.4,"at_A","3to1","differing","sponsorA",0.00628067922590158,0.00706332683648031,0.106280679225902,0.247257513919523
94,0.5,0.4,"at_A","3to1","differing","sponsorB",0.206415850153735,0.00685186428647163,0.106415850153735,0.241299459841848
94,0.5,0.4,"at_A","3to1","differing","transportD",0.00684803336875925,0.00702686620906094,0.00684803336875925,0.222203437039894
95,1,0.4,"at_A","3to1","differing","average",0.19506623020887,0.00693666388574239,0.19506623020887,0.293462131672553
95,1,0.4,"at_A","3to1","differing","sponsorA",-0.00879026434655734,0.00787094685069366,0.191209735653443,0.313769048076411
95,1,0.4,"at_A","3to1","differing","sponsorB",0.398922724764298,0.0066601287134145,0.198922724764298,0.289625978794067
95,1,0.4,"at_A","3to1","differing","transportD",-0.00200197925661126,0.00765816873241427,-0.00200197925661126,0.242059721363835
96,1.5,0.4,"at_A","3to1","differing","average",0.302957958340977,0.00765504589318593,0.302957958340977,0.387717232556523
96,1.5,0.4,"at_A","3to1","differing","sponsorB",0.60343626549021,0.0065673870142236,0.30343626549021,0.367642501401897
96,1.5,0.4,"at_A","3to1","differing","sponsorA",0.00247965119174334,0.0104971450137221,0.302479651191743,0.448969712531647
96,1.5,0.4,"at_A","3to1","differing","transportD",0.0052112269462621,0.00922837219849645,0.0052112269462621,0.291727351249131
97,0.5,0.6,"at_A","3to1","differing","average",0.137249615082293,0.0069228538965752,0.137249615082293,0.258293315839746
97,0.5,0.6,"at_A","3to1","differing","transportD",-0.0111179048267684,0.00709173035538798,-0.0111179048267684,0.224423605268775
97,0.5,0.6,"at_A","3to1","differing","sponsorB",0.287142491110278,0.00688038968946786,0.137142491110278,0.257100146605538
97,0.5,0.6,"at_A","3to1","differing","sponsorA",-0.0126432609456927,0.00710742793540001,0.137356739054307,0.263309494869973
98,1,0.6,"at_A","3to1","differing","sponsorB",0.604811354028329,0.00723164215586537,0.304811354028328,0.380991224527287
98,1,0.6,"at_A","3to1","differing","sponsorA",0.0100391214646881,0.00850114797082499,0.310039121464688,0.410270038076918
98,1,0.6,"at_A","3to1","differing","average",0.307425237746508,0.00755399324286805,0.307425237746508,0.389250597819554
98,1,0.6,"at_A","3to1","differing","transportD",0.0141295597014356,0.00809589794456644,0.0141295597014356,0.256276538962627
99,1.5,0.6,"at_A","3to1","differing","average",0.446286412558306,0.00848629735387055,0.446286412558306,0.520688762668924
99,1.5,0.6,"at_A","3to1","differing","sponsorB",0.898236841362089,0.00733348622288176,0.448236841362089,0.504621151077992
99,1.5,0.6,"at_A","3to1","differing","transportD",-0.00283696016948975,0.010154954244936,-0.00283696016948975,0.320979782796411
99,1.5,0.6,"at_A","3to1","differing","sponsorA",-0.00566401624547597,0.0113799266999387,0.444335983754524,0.571670967798245
100,0.5,0.2,"outside","3to1","differing","average",0.0497440449631517,0.00664013187802962,0.0497440449631517,0.215688965910553
100,0.5,0.2,"outside","3to1","differing","transportD",0.00254510818147204,0.00669146843847802,0.00254510818147204,0.211512296779501
100,0.5,0.2,"outside","3to1","differing","sponsorB",0.100738238652156,0.00655935058684554,0.0507382386521564,0.213439508766659
100,0.5,0.2,"outside","3to1","differing","sponsorA",-0.00125014872585301,0.00685970981046467,0.048749851274147,0.222227610940569
101,1,0.2,"outside","3to1","differing","average",0.105034678396661,0.00686626089989969,0.105034678396661,0.241103042022774
101,1,0.2,"outside","3to1","differing","sponsorA",0.00708945745120118,0.00782436251244453,0.107089457451201,0.269495046289563
101,1,0.2,"outside","3to1","differing","sponsorB",0.202979899342121,0.00654449643376493,0.102979899342121,0.231068091277233
101,1,0.2,"outside","3to1","differing","transportD",0.0106277938077367,0.00754062068398321,0.0106277938077367,0.238572943437925
102,1.5,0.2,"outside","3to1","differing","transportD",-0.00443044555558245,0.00913033685613907,-0.00443044555558245,0.288616210395892
102,1.5,0.2,"outside","3to1","differing","sponsorA",-0.0127910579637687,0.0112212598529988,0.137208942036231,0.380285484590901
102,1.5,0.2,"outside","3to1","differing","average",0.14476853222977,0.00801193739024258,0.14476853222977,0.291693122182173
102,1.5,0.2,"outside","3to1","differing","sponsorB",0.302328122423309,0.00663379108012044,0.152328122423309,0.259166035181313
103,0.5,0.4,"outside","3to1","differing","sponsorB",0.199982482235164,0.00701149257303249,0.0999824822351636,0.243122117108857
103,0.5,0.4,"outside","3to1","differing","transportD",0.00231985109269873,0.00716566967448565,0.00231985109269873,0.226496924418527
103,0.5,0.4,"outside","3to1","differing","sponsorA",0.000830603468885088,0.0071955890167361,0.100830603468885,0.248780094445627
103,0.5,0.4,"outside","3to1","differing","average",0.100406542852024,0.00703601704792089,0.100406542852024,0.244003082378543
104,1,0.4,"outside","3to1","differing","average",0.201949083285244,0.00706821607009547,0.201949083285244,0.30115303580554
104,1,0.4,"outside","3to1","differing","sponsorB",0.40414420122948,0.00661478826587308,0.20414420122948,0.292209724811055
104,1,0.4,"outside","3to1","differing","sponsorA",-0.00024603465899271,0.00811175912942562,0.199753965341007,0.325017664453953
104,1,0.4,"outside","3to1","differing","transportD",0.0061203024207056,0.00787361990991817,0.0061203024207056,0.248936447104667
105,1.5,0.4,"outside","3to1","differing","sponsorB",0.594786285453992,0.00671234870098979,0.294786285453992,0.363193507032213
105,1.5,0.4,"outside","3to1","differing","sponsorA",-0.00205549581184527,0.0107485401250696,0.297944504188155,0.451870015913135
105,1.5,0.4,"outside","3to1","differing","average",0.296365394821074,0.00792631004882443,0.296365394821074,0.388067019787248
105,1.5,0.4,"outside","3to1","differing","transportD",-0.00829506057299286,0.00964056246648641,-0.00829506057299286,0.304821771295073
106,0.5,0.6,"outside","3to1","differing","sponsorA",-0.00507442848949807,0.00750146735956712,0.144925571510502,0.277883360084316
106,0.5,0.6,"outside","3to1","differing","transportD",-0.0097265401457627,0.00732234609458029,-0.0097265401457627,0.231641406401562
106,0.5,0.6,"outside","3to1","differing","average",0.143751776143941,0.00732627067663382,0.143751776143941,0.272553005725152
106,0.5,0.6,"outside","3to1","differing","sponsorB",0.29257798077738,0.00728161272811202,0.14257798077738,0.270734819779126
107,1,0.6,"outside","3to1","differing","sponsorA",0.0104652808751956,0.00808749227870019,0.310465280875196,0.402157698491017
107,1,0.6,"outside","3to1","differing","sponsorB",0.608893215625297,0.00687562505660075,0.308893215625297,0.377679711340672
107,1,0.6,"outside","3to1","differing","transportD",0.00383562284162828,0.00779421194430361,0.00383562284162828,0.246381212951547
107,1,0.6,"outside","3to1","differing","average",0.309679248250246,0.00716044767891084,0.309679248250246,0.383564826005064
108,1.5,0.6,"outside","3to1","differing","sponsorB",0.905389360899502,0.00742902746138176,0.455389360899502,0.512361911731736
108,1.5,0.6,"outside","3to1","differing","average",0.448234947752609,0.00850829971088172,0.448234947752609,0.522717266974225
108,1.5,0.6,"outside","3to1","differing","sponsorA",-0.00891946539428473,0.0111946326280837,0.441080534605715,0.565461331910629
108,1.5,0.6,"outside","3to1","differing","transportD",-0.00177480297303065,0.0103883910491291,-0.00177480297303065,0.328350270057187
109,0,0,"between","equal","common","average",-0.00528391067359537,0.00539786716772951,-0.00528391067359537,0.170691981951404
109,0,0,"between","equal","common","sponsorA",-0.00553288709626875,0.00541438668021505,-0.00553288709626875,0.171221728701083
109,0,0,"between","equal","common","sponsorB",-0.00503493425092199,0.00539770838779376,-0.00503493425092199,0.170679439730539
109,0,0,"between","equal","common","transportD",-0.0053387490414844,0.00540714501011177,-0.0053387490414844,0.170986789503003
110,1,0,"between","equal","common","sponsorA",0.0153560676358819,0.00788493120840186,0.0153560676358819,0.249691363155209
110,1,0,"between","equal","common","average",0.0129548589509238,0.00676358226053988,0.0129548589509238,0.214168455474967
110,1,0,"between","equal","common","transportD",0.0129581465194773,0.00634340036726119,0.0129581465194773,0.200913919508755
110,1,0,"between","equal","common","sponsorB",0.0105536502659658,0.00764040517747008,0.0105536502659658,0.241720489447155
111,0,0.4,"between","equal","common","sponsorA",0.00410617585946519,0.0055945121578568,0.00410617585946519,0.176873198643299
111,0,0.4,"between","equal","common","average",0.00357734968272214,0.00557672744134828,0.00357734968272214,0.17629970645717
111,0,0.4,"between","equal","common","sponsorB",0.00304852350597908,0.00560632744926012,0.00304852350597908,0.177225195884856
111,0,0.4,"between","equal","common","transportD",0.00303620522664046,0.00558576958646064,0.00303620522664046,0.176575308560778
