"cell","method","n_ok","n_fail","bias","mcse","emp_se","mod_se","rmse","coverage","cov_mcse","ess","design","var_T","ratio","shift","em","exact_unadj"
5,"gcomp",1000,0,0.00391356798943492,0.00543407345235439,0.171840490820943,0.168942139416589,0.171799130223948,0.945,0.00720936890441875,NA,"anchored",4,0.5,0,"none",0.101831660859337
5,"unadjusted",1000,0,0.105451264013854,0.00627591507396935,0.198461860355273,0.195583835771047,0.224650154657814,0.91,0.00904986187739901,1000,"anchored",4,0.5,0,"none",0.101831660859337
5,"maic_index",1000,0,-0.00144225275521825,0.00723591622376593,0.228819762252649,0.232796564269727,0.228709871249082,0.95,0.00689202437604511,585.991267725938,"anchored",4,0.5,0,"none",0.101831660859337
5,"maic_meanvar",1000,0,-0.000257834693475935,0.00931107344986247,0.29444199562687,0.296931132274109,0.294294850751205,0.951,0.00682634602111555,282.192112853973,"anchored",4,0.5,0,"none",0.101831660859337
6,"maic_means",1000,0,0.204682113101908,0.00427773705736496,0.135273923325796,0.144761049234216,0.245306956121272,0.716,0.0142598737722323,494.086139883625,"unanchored",4,0.5,0,"none",0.204931039802331
6,"maic_index",1000,0,-0.0233699967655343,0.00410041996661469,0.12966666457734,0.17351445193512,0.131692016491247,0.989,0.00329833291224522,298.32612612471,"unanchored",4,0.5,0,"none",0.204931039802331
6,"gcomp",1000,0,-0.0043507532236125,0.00394235835198174,0.124668317448501,0.125523074338948,0.124681900208801,0.954,0.00662449998113065,NA,"unanchored",4,0.5,0,"none",0.204931039802331
6,"maic_meanvar",1000,0,-0.0120488735377689,0.00551617543506764,0.17443678347884,0.217605532785393,0.174765381562088,0.982,0.00420428352992517,147.205182720494,"unanchored",4,0.5,0,"none",0.204931039802331
6,"unadjusted",1000,0,0.199197022454848,0.00466530828422014,0.147530001649878,0.144329908542225,0.247836216159591,0.718,0.0142294061717276,500,"unanchored",4,0.5,0,"none",0.204931039802331
7,"maic_means",1000,0,-0.00644815987666155,0.0065306679565695,0.206517853850372,0.211552666231214,0.206515261181346,0.961,0.00612200947402077,994.072848405419,"anchored",0.25,1,0,"none",0
7,"maic_index",1000,0,-0.00673185671823,0.0065384966851763,0.20676541998618,0.211646936746723,0.206771624886091,0.959,0.00627048642451286,992.550420133785,"anchored",0.25,1,0,"none",0
7,"gcomp",1000,0,-0.00702506088481481,0.00643445363044122,0.203475289709336,0.208959041297553,0.203494822561193,0.96,0.00619677335393187,NA,"anchored",0.25,1,0,"none",0
