"location","magnitude","model","regimen","administered","rho","truth","bias","sd","coverage"
"all six pairs",0.1,"interactions for co-administered pairs","B+C+D",FALSE,0.666666666666667,-0.75,0.1,0.173205080756888,0.91102909688831
"all six pairs",0.1,"interactions for co-administered pairs","A+B+C+D",FALSE,0.5,-1.2,0.15,0.191485421551268,0.877291696948746
"all six pairs",0.2,"additive","A+B",TRUE,0,-0.6,0,0.0707106781186548,0.950004209703559
"all six pairs",0.2,"additive","A+C",TRUE,0,-0.65,1.11022302462516e-16,0.0935414346693485,0.950004209703559
"all six pairs",0.2,"additive","A+D",FALSE,1,-0.55,0.05,0.117260393995586,0.928928695691317
"all six pairs",0.2,"additive","B+C",TRUE,0,-0.55,0,0.0935414346693485,0.950004209703559
"all six pairs",0.2,"additive","B+D",FALSE,1,-0.45,0.05,0.117260393995586,0.928928695691317
"all six pairs",0.2,"additive","C+D",FALSE,1,-0.5,0.0499999999999999,0.122474487139159,0.930702909090614
"all six pairs",0.2,"additive","A+B+C",FALSE,0,-1.05,0.15,0.1,0.676971802055688
"all six pairs",0.2,"additive","A+B+D",FALSE,0.666666666666667,-0.95,0.2,0.122474487139159,0.628005192808236
"all six pairs",0.2,"additive","A+C+D",FALSE,0.666666666666667,-1,0.2,0.136930639376292,0.690941060921401
"all six pairs",0.2,"additive","B+C+D",FALSE,0.666666666666667,-0.9,0.2,0.136930639376292,0.690941060921401
"all six pairs",0.2,"additive","A+B+C+D",FALSE,0.5,-1.5,0.45,0.14142135623731,0.110857361784835
"all six pairs",0.2,"interactions for co-administered pairs","A+B",TRUE,0,-0.6,0,0.0816496580927726,0.950004209703559
"all six pairs",0.2,"interactions for co-administered pairs","A+C",TRUE,0,-0.65,-1.11022302462516e-16,0.14142135623731,0.950004209703559
"all six pairs",0.2,"interactions for co-administered pairs","A+D",FALSE,1,-0.55,0.0999999999999999,0.129099444873581,0.878948154625013
"all six pairs",0.2,"interactions for co-administered pairs","B+C",TRUE,0,-0.55,0,0.141421356237309,0.950004209703559
"all six pairs",0.2,"interactions for co-administered pairs","B+D",FALSE,1,-0.45,0.1,0.141421356237309,0.891052346983348
"all six pairs",0.2,"interactions for co-administered pairs","C+D",FALSE,1,-0.5,0.1,0.14142135623731,0.891052346983348
"all six pairs",0.2,"interactions for co-administered pairs","A+B+C",FALSE,0,-1.05,0,0.163299316185545,0.950004209703559
"all six pairs",0.2,"interactions for co-administered pairs","A+B+D",FALSE,0.666666666666667,-0.95,0.2,0.129099444873581,0.659168111903478
"all six pairs",0.2,"interactions for co-administered pairs","A+C+D",FALSE,0.666666666666667,-1,0.2,0.173205080756888,0.788755895082398
"all six pairs",0.2,"interactions for co-administered pairs","B+C+D",FALSE,0.666666666666667,-0.9,0.2,0.173205080756888,0.788755895082398
"all six pairs",0.2,"interactions for co-administered pairs","A+B+C+D",FALSE,0.5,-1.5,0.3,0.191485421551268,0.652741058238669
"all six pairs",0.3,"additive","A+B",TRUE,0,-0.65,0,0.0707106781186548,0.950004209703559
"all six pairs",0.3,"additive","A+C",TRUE,0,-0.7,1.11022302462516e-16,0.0935414346693485,0.950004209703559
"all six pairs",0.3,"additive","A+D",FALSE,1,-0.6,0.0750000000000001,0.117260393995586,0.901982294809525
"all six pairs",0.3,"additive","B+C",TRUE,0,-0.6,0,0.0935414346693485,0.950004209703559
"all six pairs",0.3,"additive","B+D",FALSE,1,-0.5,0.0750000000000001,0.117260393995586,0.901982294809525
"all six pairs",0.3,"additive","C+D",FALSE,1,-0.55,0.0750000000000001,0.122474487139159,0.906060691284253
"all six pairs",0.3,"additive","A+B+C",FALSE,0,-1.2,0.225,0.1,0.385895350266709
"all six pairs",0.3,"additive","A+B+D",FALSE,0.666666666666667,-1.1,0.3,0.122474487139159,0.312242326572862
"all six pairs",0.3,"additive","A+C+D",FALSE,0.666666666666667,-1.15,0.3,0.136930639376292,0.408683481271432
"all six pairs",0.3,"additive","B+C+D",FALSE,0.666666666666667,-1.05,0.3,0.136930639376292,0.408683481271432
"all six pairs",0.3,"additive","A+B+C+D",FALSE,0.5,-1.8,0.675,0.14142135623731,0.00245430561534713
"all six pairs",0.3,"interactions for co-administered pairs","A+B",TRUE,0,-0.65,-1.11022302462516e-16,0.0816496580927726,0.950004209703559
"all six pairs",0.3,"interactions for co-administered pairs","A+C",TRUE,0,-0.7,-1.11022302462516e-16,0.14142135623731,0.950004209703559
"all six pairs",0.3,"interactions for co-administered pairs","A+D",FALSE,1,-0.6,0.15,0.129099444873581,0.786696763747757
"all six pairs",0.3,"interactions for co-administered pairs","B+C",TRUE,0,-0.6,1.11022302462516e-16,0.141421356237309,0.950004209703559
"all six pairs",0.3,"interactions for co-administered pairs","B+D",FALSE,1,-0.5,0.15,0.141421356237309,0.814503039171226
"all six pairs",0.3,"interactions for co-administered pairs","C+D",FALSE,1,-0.55,0.15,0.14142135623731,0.814503039171226
"all six pairs",0.3,"interactions for co-administered pairs","A+B+C",FALSE,0,-1.2,-2.22044604925031e-16,0.163299316185545,0.950004209703559
"all six pairs",0.3,"interactions for co-administered pairs","A+B+D",FALSE,0.666666666666667,-1.1,0.3,0.129099444873581,0.357998225596228
"all six pairs",0.3,"interactions for co-administered pairs","A+C+D",FALSE,0.666666666666667,-1.15,0.3,0.173205080756888,0.590045903883858
"all six pairs",0.3,"interactions for co-administered pairs","B+C+D",FALSE,0.666666666666667,-1.05,0.3,0.173205080756888,0.590045903883858
"all six pairs",0.3,"interactions for co-administered pairs","A+B+C+D",FALSE,0.5,-1.8,0.45,0.191485421551268,0.348242234359217
