"cell","design","var_T","ratio","shift","em","method","d","c","n","rmse","bias","wrong","loss","loss_se"
21,"anchored",1,0.5,0.3,"none","maic_meanvar",0.1,1,1000,0.40418303937593,0.0221417045914185,0.417,0.417,0.0155998190487696
21,"anchored",1,0.5,0.3,"none","maic_meanvar",0.1,2,1000,0.40418303937593,0.0221417045914185,0.597,0.597,0.0155187574190665
21,"anchored",1,0.5,0.3,"none","maic_meanvar",0.1,5,1000,0.40418303937593,0.0221417045914185,0.774,0.774,0.0132325016190854
21,"anchored",1,0.5,0.3,"none","maic_meanvar",0.3,1,1000,0.40418303937593,0.0221417045914185,0.248,0.248,0.0136631871348777
21,"anchored",1,0.5,0.3,"none","maic_meanvar",0.3,2,1000,0.40418303937593,0.0221417045914185,0.39,0.39,0.0154317250538666
21,"anchored",1,0.5,0.3,"none","maic_meanvar",0.3,5,1000,0.40418303937593,0.0221417045914185,0.595,0.595,0.015531136990453
21,"anchored",1,0.5,0.3,"none","unadjusted",-0.3,1,1000,0.215586713298056,0.0671134081256763,0.038,0.038,0.00604918115058494
21,"anchored",1,0.5,0.3,"none","unadjusted",-0.3,2,1000,0.215586713298056,0.0671134081256763,0.014,0.0280000000000002,0.00743446509651314
21,"anchored",1,0.5,0.3,"none","unadjusted",-0.3,5,1000,0.215586713298056,0.0671134081256763,0.004,0.0200000000000001,0.00998497369549359
21,"anchored",1,0.5,0.3,"none","unadjusted",-0.1,1,1000,0.215586713298056,0.0671134081256763,0.209,0.209,0.0128640772884993
21,"anchored",1,0.5,0.3,"none","unadjusted",-0.1,2,1000,0.215586713298056,0.0671134081256763,0.107,0.214,0.0195598207196943
21,"anchored",1,0.5,0.3,"none","unadjusted",-0.1,5,1000,0.215586713298056,0.0671134081256763,0.041,0.205,0.0313681201055936
21,"anchored",1,0.5,0.3,"none","unadjusted",0.1,1,1000,0.215586713298056,0.0671134081256763,0.441,0.441,0.0157087798942427
21,"anchored",1,0.5,0.3,"none","unadjusted",0.1,2,1000,0.215586713298056,0.0671134081256763,0.592,0.592,0.0155492050529207
21,"anchored",1,0.5,0.3,"none","unadjusted",0.1,5,1000,0.215586713298056,0.0671134081256763,0.775,0.775,0.0132117201586148
21,"anchored",1,0.5,0.3,"none","unadjusted",0.3,1,1000,0.215586713298056,0.0671134081256763,0.134,0.134,0.0107777622983697
21,"anchored",1,0.5,0.3,"none","unadjusted",0.3,2,1000,0.215586713298056,0.0671134081256763,0.234,0.234,0.01339490288966
21,"anchored",1,0.5,0.3,"none","unadjusted",0.3,5,1000,0.215586713298056,0.0671134081256763,0.431,0.431,0.0156679444881735
22,"unanchored",1,0.5,0.3,"none","gcomp",-0.3,1,1000,0.160384265320031,0.00849840346985474,0.028,0.0280000000000001,0.00521950603441006
22,"unanchored",1,0.5,0.3,"none","gcomp",-0.3,2,1000,0.160384265320031,0.00849840346985474,0.012,0.024,0.00688995438819967
22,"unanchored",1,0.5,0.3,"none","gcomp",-0.3,5,1000,0.160384265320031,0.00849840346985474,0.002,0.0100000000000001,0.00706752785278923
22,"unanchored",1,0.5,0.3,"none","gcomp",-0.1,1,1000,0.160384265320031,0.00849840346985474,0.253,0.253,0.0137542786135871
22,"unanchored",1,0.5,0.3,"none","gcomp",-0.1,2,1000,0.160384265320031,0.00849840346985474,0.133,0.266,0.0214873382647947
22,"unanchored",1,0.5,0.3,"none","gcomp",-0.1,5,1000,0.160384265320031,0.00849840346985474,0.047,0.235,0.0334797833908149
22,"unanchored",1,0.5,0.3,"none","gcomp",0.1,1,1000,0.160384265320031,0.00849840346985474,0.28,0.28,0.0142056961040915
22,"unanchored",1,0.5,0.3,"none","gcomp",0.1,2,1000,0.160384265320031,0.00849840346985474,0.445,0.445,0.0157233018867609
22,"unanchored",1,0.5,0.3,"none","gcomp",0.1,5,1000,0.160384265320031,0.00849840346985474,0.664,0.664,0.014944140233795
22,"unanchored",1,0.5,0.3,"none","gcomp",0.3,1,1000,0.160384265320031,0.00849840346985474,0.033,0.033,0.00565180882045237
22,"unanchored",1,0.5,0.3,"none","gcomp",0.3,2,1000,0.160384265320031,0.00849840346985474,0.075,0.0749999999999999,0.00833333333333336
22,"unanchored",1,0.5,0.3,"none","gcomp",0.3,5,1000,0.160384265320031,0.00849840346985474,0.215,0.215,0.0129978438190318
22,"unanchored",1,0.5,0.3,"none","maic_index",-0.3,1,1000,0.236712823611423,0.0032906239606492,0.092,0.092,0.00914437639315111
22,"unanchored",1,0.5,0.3,"none","maic_index",-0.3,2,1000,0.236712823611423,0.0032906239606492,0.033,0.0659999999999997,0.0113036176409047
22,"unanchored",1,0.5,0.3,"none","maic_index",-0.3,5,1000,0.236712823611423,0.0032906239606492,0.004,0.0200000000000001,0.00998497369549359
22,"unanchored",1,0.5,0.3,"none","maic_index",-0.1,1,1000,0.236712823611423,0.0032906239606492,0.352,0.352,0.0151104045056487
22,"unanchored",1,0.5,0.3,"none","maic_index",-0.1,2,1000,0.236712823611423,0.0032906239606492,0.176,0.352,0.024097233797195
22,"unanchored",1,0.5,0.3,"none","maic_index",-0.1,5,1000,0.236712823611423,0.0032906239606492,0.06,0.300000000000001,0.0375687557873748
22,"unanchored",1,0.5,0.3,"none","maic_index",0.1,1,1000,0.236712823611423,0.0032906239606492,0.334,0.334,0.014922019523733
22,"unanchored",1,0.5,0.3,"none","maic_index",0.1,2,1000,0.236712823611423,0.0032906239606492,0.489,0.489,0.0158154711952927
22,"unanchored",1,0.5,0.3,"none","maic_index",0.1,5,1000,0.236712823611423,0.0032906239606492,0.727,0.727,0.0140950228687176
22,"unanchored",1,0.5,0.3,"none","maic_index",0.3,1,1000,0.236712823611423,0.0032906239606492,0.114,0.114,0.0100551034358233
22,"unanchored",1,0.5,0.3,"none","maic_index",0.3,2,1000,0.236712823611423,0.0032906239606492,0.21,0.21,0.0128866623322745
22,"unanchored",1,0.5,0.3,"none","maic_index",0.3,5,1000,0.236712823611423,0.0032906239606492,0.406,0.406,0.0155372264386346
22,"unanchored",1,0.5,0.3,"none","maic_means",-0.3,1,1000,0.189342931776792,0.0937786687558638,0.009,0.00900000000000004,0.00298796384314266
22,"unanchored",1,0.5,0.3,"none","maic_means",-0.3,2,1000,0.189342931776792,0.0937786687558638,0.001,0.002,0.00200000000000002
22,"unanchored",1,0.5,0.3,"none","maic_means",-0.3,5,1000,0.189342931776792,0.0937786687558638,0,0,0
22,"unanchored",1,0.5,0.3,"none","maic_means",-0.1,1,1000,0.189342931776792,0.0937786687558638,0.122,0.122,0.0103548647129367
22,"unanchored",1,0.5,0.3,"none","maic_means",-0.1,2,1000,0.189342931776792,0.0937786687558638,0.05,0.1,0.0137909459497958
22,"unanchored",1,0.5,0.3,"none","maic_means",-0.1,5,1000,0.189342931776792,0.0937786687558638,0.011,0.0550000000000002,0.0164999165830391
22,"unanchored",1,0.5,0.3,"none","maic_means",0.1,1,1000,0.189342931776792,0.0937786687558638,0.479,0.479,0.0158053411481313
22,"unanchored",1,0.5,0.3,"none","maic_means",0.1,2,1000,0.189342931776792,0.0937786687558638,0.668,0.668,0.0148995972428115
22,"unanchored",1,0.5,0.3,"none","maic_means",0.1,5,1000,0.189342931776792,0.0937786687558638,0.826,0.826,0.0119944932309734
22,"unanchored",1,0.5,0.3,"none","maic_means",0.3,1,1000,0.189342931776792,0.0937786687558638,0.108,0.108,0.00982000165134571
22,"unanchored",1,0.5,0.3,"none","maic_means",0.3,2,1000,0.189342931776792,0.0937786687558638,0.212,0.212,0.012931481864938
22,"unanchored",1,0.5,0.3,"none","maic_means",0.3,5,1000,0.189342931776792,0.0937786687558638,0.406,0.406,0.0155372264386346
22,"unanchored",1,0.5,0.3,"none","maic_meanvar",-0.3,1,1000,0.28683088099675,0.0146971899900543,0.144,0.144,0.0111079875489392
22,"unanchored",1,0.5,0.3,"none","maic_meanvar",-0.3,2,1000,0.28683088099675,0.0146971899900543,0.048,0.096,0.0135265282673333
22,"unanchored",1,0.5,0.3,"none","maic_meanvar",-0.3,5,1000,0.28683088099675,0.0146971899900543,0.01,0.0500000000000001,0.0157400046933839
22,"unanchored",1,0.5,0.3,"none","maic_meanvar",-0.1,1,1000,0.28683088099675,0.0146971899900543,0.367,0.367,0.0152493784641717
22,"unanchored",1,0.5,0.3,"none","maic_meanvar",-0.1,2,1000,0.28683088099675,0.0146971899900543,0.195,0.39,0.0250704712466386
22,"unanchored",1,0.5,0.3,"none","maic_meanvar",-0.1,5,1000,0.28683088099675,0.0146971899900543,0.079,0.395,0.0426707838666668
22,"unanchored",1,0.5,0.3,"none","maic_meanvar",0.1,1,1000,0.28683088099675,0.0146971899900543,0.379,0.379,0.0153490910022254
22,"unanchored",1,0.5,0.3,"none","maic_meanvar",0.1,2,1000,0.28683088099675,0.0146971899900543,0.54,0.54,0.0157685969143944
22,"unanchored",1,0.5,0.3,"none","maic_meanvar",0.1,5,1000,0.28683088099675,0.0146971899900543,0.749,0.749,0.0137181335168889
22,"unanchored",1,0.5,0.3,"none","maic_meanvar",0.3,1,1000,0.28683088099675,0.0146971899900543,0.162,0.162,0.0116572677713044
22,"unanchored",1,0.5,0.3,"none","maic_meanvar",0.3,2,1000,0.28683088099675,0.0146971899900543,0.282,0.282,0.0142365262152913
22,"unanchored",1,0.5,0.3,"none","maic_meanvar",0.3,5,1000,0.28683088099675,0.0146971899900543,0.493,0.493,0.0158177495618436
22,"unanchored",1,0.5,0.3,"none","unadjusted",-0.3,1,1000,0.589229050668221,0.570452718328414,0,0,0
22,"unanchored",1,0.5,0.3,"none","unadjusted",-0.3,2,1000,0.589229050668221,0.570452718328414,0,0,0
22,"unanchored",1,0.5,0.3,"none","unadjusted",-0.3,5,1000,0.589229050668221,0.570452718328414,0,0,0
22,"unanchored",1,0.5,0.3,"none","unadjusted",-0.1,1,1000,0.589229050668221,0.570452718328414,0,0,0
22,"unanchored",1,0.5,0.3,"none","unadjusted",-0.1,2,1000,0.589229050668221,0.570452718328414,0,0,0
22,"unanchored",1,0.5,0.3,"none","unadjusted",-0.1,5,1000,0.589229050668221,0.570452718328414,0,0,0
22,"unanchored",1,0.5,0.3,"none","unadjusted",0.1,1,1000,0.589229050668221,0.570452718328414,0.998,0.998,0.00141350557055782
22,"unanchored",1,0.5,0.3,"none","unadjusted",0.1,2,1000,0.589229050668221,0.570452718328414,1,1,0
22,"unanchored",1,0.5,0.3,"none","unadjusted",0.1,5,1000,0.589229050668221,0.570452718328414,1,1,0
22,"unanchored",1,0.5,0.3,"none","unadjusted",0.3,1,1000,0.589229050668221,0.570452718328414,0.966,0.966,0.00573383613969544
22,"unanchored",1,0.5,0.3,"none","unadjusted",0.3,2,1000,0.589229050668221,0.570452718328414,0.987,0.987,0.00358383088940364
22,"unanchored",1,0.5,0.3,"none","unadjusted",0.3,5,1000,0.589229050668221,0.570452718328414,0.997,0.997,0.00173031615434694
23,"anchored",4,0.5,0.3,"none","gcomp",-0.3,1,1000,0.160671735212372,0.00129600563561388,0.032,0.032,0.00556839357508137
23,"anchored",4,0.5,0.3,"none","gcomp",-0.3,2,1000,0.160671735212372,0.00129600563561388,0.011,0.022,0.00659996663321563
23,"anchored",4,0.5,0.3,"none","gcomp",-0.3,5,1000,0.160671735212372,0.00129600563561388,0.003,0.015,0.00865158077173473
23,"anchored",4,0.5,0.3,"none","gcomp",-0.1,1,1000,0.160671735212372,0.00129600563561388,0.267,0.267,0.0139966748517963
23,"anchored",4,0.5,0.3,"none","gcomp",-0.1,2,1000,0.160671735212372,0.00129600563561388,0.136,0.272,0.021690700460946
23,"anchored",4,0.5,0.3,"none","gcomp",-0.1,5,1000,0.160671735212372,0.00129600563561388,0.065,0.325,0.0389986653091599
23,"anchored",4,0.5,0.3,"none","gcomp",0.1,1,1000,0.160671735212372,0.00129600563561388,0.27,0.27,0.0140462556326339
23,"anchored",4,0.5,0.3,"none","gcomp",0.1,2,1000,0.160671735212372,0.00129600563561388,0.447,0.447,0.0157301760460091
23,"anchored",4,0.5,0.3,"none","gcomp",0.1,5,1000,0.160671735212372,0.00129600563561388,0.639,0.639,0.0151957201181751
23,"anchored",4,0.5,0.3,"none","gcomp",0.3,1,1000,0.160671735212372,0.00129600563561388,0.026,0.026,0.00503481373531822
23,"anchored",4,0.5,0.3,"none","gcomp",0.3,2,1000,0.160671735212372,0.00129600563561388,0.07,0.0699999999999999,0.0080724943583235
23,"anchored",4,0.5,0.3,"none","gcomp",0.3,5,1000,0.160671735212372,0.00129600563561388,0.19,0.19,0.0124118513548163
23,"anchored",4,0.5,0.3,"none","maic_index",-0.3,1,1000,0.301917393276753,-0.0110284464257041,0.18,0.18,0.012155153135512
23,"anchored",4,0.5,0.3,"none","maic_index",-0.3,2,1000,0.301917393276753,-0.0110284464257041,0.082,0.164,0.0173610312310475
23,"anchored",4,0.5,0.3,"none","maic_index",-0.3,5,1000,0.301917393276753,-0.0110284464257041,0.028,0.14,0.0260975301720504
23,"anchored",4,0.5,0.3,"none","maic_index",-0.1,1,1000,0.301917393276753,-0.0110284464257041,0.397,0.397,0.015480007449308
23,"anchored",4,0.5,0.3,"none","maic_index",-0.1,2,1000,0.301917393276753,-0.0110284464257041,0.242,0.484,0.0271012634111119
23,"anchored",4,0.5,0.3,"none","maic_index",-0.1,5,1000,0.301917393276753,-0.0110284464257041,0.11,0.55,0.0494969690986217
23,"anchored",4,0.5,0.3,"none","maic_index",0.1,1,1000,0.301917393276753,-0.0110284464257041,0.36,0.36,0.0151865279320401
23,"anchored",4,0.5,0.3,"none","maic_index",0.1,2,1000,0.301917393276753,-0.0110284464257041,0.514,0.514,0.015813097547731
23,"anchored",4,0.5,0.3,"none","maic_index",0.1,5,1000,0.301917393276753,-0.0110284464257041,0.708,0.708,0.0143855115634773
23,"anchored",4,0.5,0.3,"none","maic_index",0.3,1,1000,0.301917393276753,-0.0110284464257041,0.151,0.151,0.0113281652233417
23,"anchored",4,0.5,0.3,"none","maic_index",0.3,2,1000,0.301917393276753,-0.0110284464257041,0.275,0.275,0.0141270865564905
23,"anchored",4,0.5,0.3,"none","maic_index",0.3,5,1000,0.301917393276753,-0.0110284464257041,0.466,0.466,0.0157826833299376
23,"anchored",4,0.5,0.3,"none","maic_means",-0.3,1,1000,0.234605619016731,0.0960954188223112,0.031,0.031,0.0054835270646792
23,"anchored",4,0.5,0.3,"none","maic_means",-0.3,2,1000,0.234605619016731,0.0960954188223112,0.008,0.016,0.00563700060100901
23,"anchored",4,0.5,0.3,"none","maic_means",-0.3,5,1000,0.234605619016731,0.0960954188223112,0.001,0.00500000000000006,0.00500000000000005
23,"anchored",4,0.5,0.3,"none","maic_means",-0.1,1,1000,0.234605619016731,0.0960954188223112,0.187,0.187,0.0123362548280741
23,"anchored",4,0.5,0.3,"none","maic_means",-0.1,2,1000,0.234605619016731,0.0960954188223112,0.091,0.182,0.0181990990768005
23,"anchored",4,0.5,0.3,"none","maic_means",-0.1,5,1000,0.234605619016731,0.0960954188223112,0.029,0.145,0.0265458034287849
23,"anchored",4,0.5,0.3,"none","maic_means",0.1,1,1000,0.234605619016731,0.0960954188223112,0.499,0.499,0.0158192682905768
23,"anchored",4,0.5,0.3,"none","maic_means",0.1,2,1000,0.234605619016731,0.0960954188223112,0.658,0.658,0.0150087061821217
23,"anchored",4,0.5,0.3,"none","maic_means",0.1,5,1000,0.234605619016731,0.0960954188223112,0.824,0.824,0.0120486168985975
23,"anchored",4,0.5,0.3,"none","maic_means",0.3,1,1000,0.234605619016731,0.0960954188223112,0.173,0.173,0.0119672141375599
23,"anchored",4,0.5,0.3,"none","maic_means",0.3,2,1000,0.234605619016731,0.0960954188223112,0.299,0.299,0.0144847785212205
23,"anchored",4,0.5,0.3,"none","maic_means",0.3,5,1000,0.234605619016731,0.0960954188223112,0.525,0.525,0.015799513429996
23,"anchored",4,0.5,0.3,"none","maic_meanvar",-0.3,1,1000,0.361395530414683,-0.0077560454319314,0.204,0.204,0.0127493743590244
23,"anchored",4,0.5,0.3,"none","maic_meanvar",-0.3,2,1000,0.361395530414683,-0.0077560454319314,0.106,0.212,0.0194791025315703
23,"anchored",4,0.5,0.3,"none","maic_meanvar",-0.3,5,1000,0.361395530414683,-0.0077560454319314,0.044,0.22,0.032444608992137
23,"anchored",4,0.5,0.3,"none","maic_meanvar",-0.1,1,1000,0.361395530414683,-0.0077560454319314,0.403,0.403,0.0155187574190665
23,"anchored",4,0.5,0.3,"none","maic_meanvar",-0.1,2,1000,0.361395530414683,-0.0077560454319314,0.259,0.518,0.0277208305150558
23,"anchored",4,0.5,0.3,"none","maic_meanvar",-0.1,5,1000,0.361395530414683,-0.0077560454319314,0.111,0.555,0.0496935050529186
23,"anchored",4,0.5,0.3,"none","maic_meanvar",0.1,1,1000,0.361395530414683,-0.0077560454319314,0.388,0.388,0.0154173179799111
23,"anchored",4,0.5,0.3,"none","maic_meanvar",0.1,2,1000,0.361395530414683,-0.0077560454319314,0.557,0.557,0.0157161699532041
23,"anchored",4,0.5,0.3,"none","maic_meanvar",0.1,5,1000,0.361395530414683,-0.0077560454319314,0.737,0.737,0.0139292865942597
23,"anchored",4,0.5,0.3,"none","maic_meanvar",0.3,1,1000,0.361395530414683,-0.0077560454319314,0.195,0.195,0.0125352356233193
23,"anchored",4,0.5,0.3,"none","maic_meanvar",0.3,2,1000,0.361395530414683,-0.0077560454319314,0.345,0.345,0.0150399867420552
23,"anchored",4,0.5,0.3,"none","maic_meanvar",0.3,5,1000,0.361395530414683,-0.0077560454319314,0.55,0.55,0.0157400046933838
23,"anchored",4,0.5,0.3,"none","unadjusted",-0.3,1,1000,0.220546761189281,0.115280835218534,0.013,0.013,0.00358383088940363
23,"anchored",4,0.5,0.3,"none","unadjusted",-0.3,2,1000,0.220546761189281,0.115280835218534,0.007,0.0140000000000001,0.00527558829248752
23,"anchored",4,0.5,0.3,"none","unadjusted",-0.3,5,1000,0.220546761189281,0.115280835218534,0.001,0.00500000000000006,0.00500000000000006
23,"anchored",4,0.5,0.3,"none","unadjusted",-0.1,1,1000,0.220546761189281,0.115280835218534,0.131,0.131,0.010674874844838
23,"anchored",4,0.5,0.3,"none","unadjusted",-0.1,2,1000,0.220546761189281,0.115280835218534,0.061,0.122,0.0151441521831148
23,"anchored",4,0.5,0.3,"none","unadjusted",-0.1,5,1000,0.220546761189281,0.115280835218534,0.017,0.0849999999999998,0.0204497724484454
23,"anchored",4,0.5,0.3,"none","unadjusted",0.1,1,1000,0.220546761189281,0.115280835218534,0.544,0.544,0.0157579285539792
23,"anchored",4,0.5,0.3,"none","unadjusted",0.1,2,1000,0.220546761189281,0.115280835218534,0.703,0.703,0.0144568322948011
23,"anchored",4,0.5,0.3,"none","unadjusted",0.1,5,1000,0.220546761189281,0.115280835218534,0.857,0.857,0.011075814808567
23,"anchored",4,0.5,0.3,"none","unadjusted",0.3,1,1000,0.220546761189281,0.115280835218534,0.158,0.158,0.0115398946775596
23,"anchored",4,0.5,0.3,"none","unadjusted",0.3,2,1000,0.220546761189281,0.115280835218534,0.292,0.292,0.0143855115634773
23,"anchored",4,0.5,0.3,"none","unadjusted",0.3,5,1000,0.220546761189281,0.115280835218534,0.511,0.511,0.0158154711952927
24,"unanchored",4,0.5,0.3,"none","gcomp",-0.3,1,1000,0.119830399079337,0.000986744920259077,0.004,0.004,0.00199699473909873
24,"unanchored",4,0.5,0.3,"none","gcomp",-0.3,2,1000,0.119830399079337,0.000986744920259077,0.001,0.002,0.00200000000000002
24,"unanchored",4,0.5,0.3,"none","gcomp",-0.3,5,1000,0.119830399079337,0.000986744920259077,0,0,0
24,"unanchored",4,0.5,0.3,"none","gcomp",-0.1,1,1000,0.119830399079337,0.000986744920259077,0.2,0.2,0.0126554399433667
24,"unanchored",4,0.5,0.3,"none","gcomp",-0.1,2,1000,0.119830399079337,0.000986744920259077,0.098,0.196,0.0188132383692424
24,"unanchored",4,0.5,0.3,"none","gcomp",-0.1,5,1000,0.119830399079337,0.000986744920259077,0.035,0.175,0.0290726713636743
24,"unanchored",4,0.5,0.3,"none","gcomp",0.1,1,1000,0.119830399079337,0.000986744920259077,0.21,0.21,0.0128866623322745
24,"unanchored",4,0.5,0.3,"none","gcomp",0.1,2,1000,0.119830399079337,0.000986744920259077,0.348,0.348,0.0150706046037684
24,"unanchored",4,0.5,0.3,"none","gcomp",0.1,5,1000,0.119830399079337,0.000986744920259077,0.566,0.566,0.0156808765663751
24,"unanchored",4,0.5,0.3,"none","gcomp",0.3,1,1000,0.119830399079337,0.000986744920259077,0.01,0.01,0.00314800093867677
24,"unanchored",4,0.5,0.3,"none","gcomp",0.3,2,1000,0.119830399079337,0.000986744920259077,0.019,0.019,0.00431945108291062
24,"unanchored",4,0.5,0.3,"none","gcomp",0.3,5,1000,0.119830399079337,0.000986744920259077,0.079,0.079,0.00853415677333344
24,"unanchored",4,0.5,0.3,"none","maic_index",-0.3,1,1000,0.163108539300727,-0.0487716832652626,0.045,0.0450000000000001,0.00655881224140612
24,"unanchored",4,0.5,0.3,"none","maic_index",-0.3,2,1000,0.163108539300727,-0.0487716832652626,0.008,0.016,0.00563700060100901
24,"unanchored",4,0.5,0.3,"none","maic_index",-0.3,5,1000,0.163108539300727,-0.0487716832652626,0.001,0.00500000000000008,0.005
24,"unanchored",4,0.5,0.3,"none","maic_index",-0.1,1,1000,0.163108539300727,-0.0487716832652626,0.383,0.383,0.0153801023256527
24,"unanchored",4,0.5,0.3,"none","maic_index",-0.1,2,1000,0.163108539300727,-0.0487716832652626,0.188,0.376,0.0247231720302075
24,"unanchored",4,0.5,0.3,"none","maic_index",-0.1,5,1000,0.163108539300727,-0.0487716832652626,0.045,0.225,0.0327940612070302
24,"unanchored",4,0.5,0.3,"none","maic_index",0.1,1,1000,0.163108539300727,-0.0487716832652626,0.168,0.168,0.0118286058314543
24,"unanchored",4,0.5,0.3,"none","maic_index",0.1,2,1000,0.163108539300727,-0.0487716832652626,0.36,0.36,0.0151865279320401
24,"unanchored",4,0.5,0.3,"none","maic_index",0.1,5,1000,0.163108539300727,-0.0487716832652626,0.645,0.645,0.0151394915437805
24,"unanchored",4,0.5,0.3,"none","maic_index",0.3,1,1000,0.163108539300727,-0.0487716832652626,0.015,0.015,0.00384574957450301
24,"unanchored",4,0.5,0.3,"none","maic_index",0.3,2,1000,0.163108539300727,-0.0487716832652626,0.06,0.06,0.00751375115747492
24,"unanchored",4,0.5,0.3,"none","maic_index",0.3,5,1000,0.163108539300727,-0.0487716832652626,0.197,0.197,0.0125836937879681
24,"unanchored",4,0.5,0.3,"none","maic_means",-0.3,1,1000,0.154212218132894,0.07588610275166,0.001,0.000999999999999999,0.00100000000000001
24,"unanchored",4,0.5,0.3,"none","maic_means",-0.3,2,1000,0.154212218132894,0.07588610275166,0,0,0
24,"unanchored",4,0.5,0.3,"none","maic_means",-0.3,5,1000,0.154212218132894,0.07588610275166,0,0,0
24,"unanchored",4,0.5,0.3,"none","maic_means",-0.1,1,1000,0.154212218132894,0.07588610275166,0.09,0.0900000000000001,0.00905439020486644
24,"unanchored",4,0.5,0.3,"none","maic_means",-0.1,2,1000,0.154212218132894,0.07588610275166,0.03,0.0600000000000001,0.0107942816581985
24,"unanchored",4,0.5,0.3,"none","maic_means",-0.1,5,1000,0.154212218132894,0.07588610275166,0.003,0.015,0.00865158077173474
24,"unanchored",4,0.5,0.3,"none","maic_means",0.1,1,1000,0.154212218132894,0.07588610275166,0.41,0.41,0.0155609171369217
24,"unanchored",4,0.5,0.3,"none","maic_means",0.1,2,1000,0.154212218132894,0.07588610275166,0.612,0.612,0.0154173179799111
24,"unanchored",4,0.5,0.3,"none","maic_means",0.1,5,1000,0.154212218132894,0.07588610275166,0.816,0.816,0.0122594573409386
24,"unanchored",4,0.5,0.3,"none","maic_means",0.3,1,1000,0.154212218132894,0.07588610275166,0.05,0.05,0.0068954729748979
24,"unanchored",4,0.5,0.3,"none","maic_means",0.3,2,1000,0.154212218132894,0.07588610275166,0.128,0.128,0.0105701337611087
24,"unanchored",4,0.5,0.3,"none","maic_means",0.3,5,1000,0.154212218132894,0.07588610275166,0.303,0.303,0.0145396837105353
24,"unanchored",4,0.5,0.3,"none","maic_meanvar",-0.3,1,1000,0.199149502835264,-0.0377244258527596,0.08,0.08,0.00858333697775365
24,"unanchored",4,0.5,0.3,"none","maic_meanvar",-0.3,2,1000,0.199149502835264,-0.0377244258527596,0.021,0.0420000000000001,0.00907294430261301
24,"unanchored",4,0.5,0.3,"none","maic_meanvar",-0.3,5,1000,0.199149502835264,-0.0377244258527596,0.003,0.0150000000000001,0.00865158077173474
24,"unanchored",4,0.5,0.3,"none","maic_meanvar",-0.1,1,1000,0.199149502835264,-0.0377244258527596,0.394,0.394,0.0154597219574934
24,"unanchored",4,0.5,0.3,"none","maic_meanvar",-0.1,2,1000,0.199149502835264,-0.0377244258527596,0.183,0.366,0.0244671747989557
24,"unanchored",4,0.5,0.3,"none","maic_meanvar",-0.1,5,1000,0.199149502835264,-0.0377244258527596,0.051,0.255,0.0348021003128576
24,"unanchored",4,0.5,0.3,"none","maic_meanvar",0.1,1,1000,0.199149502835264,-0.0377244258527596,0.223,0.223,0.0131698308434257
24,"unanchored",4,0.5,0.3,"none","maic_meanvar",0.1,2,1000,0.199149502835264,-0.0377244258527596,0.425,0.425,0.0156403203170401
24,"unanchored",4,0.5,0.3,"none","maic_meanvar",0.1,5,1000,0.199149502835264,-0.0377244258527596,0.706,0.706,0.0144142905400082
24,"unanchored",4,0.5,0.3,"none","maic_meanvar",0.3,1,1000,0.199149502835264,-0.0377244258527596,0.052,0.052,0.00702462421381715
24,"unanchored",4,0.5,0.3,"none","maic_meanvar",0.3,2,1000,0.199149502835264,-0.0377244258527596,0.13,0.13,0.0106401697924994
24,"unanchored",4,0.5,0.3,"none","maic_meanvar",0.3,5,1000,0.199149502835264,-0.0377244258527596,0.312,0.312,0.014658474370509
24,"unanchored",4,0.5,0.3,"none","unadjusted",-0.3,1,1000,0.862754344906442,0.851658364422372,0,0,0
24,"unanchored",4,0.5,0.3,"none","unadjusted",-0.3,2,1000,0.862754344906442,0.851658364422372,0,0,0
24,"unanchored",4,0.5,0.3,"none","unadjusted",-0.3,5,1000,0.862754344906442,0.851658364422372,0,0,0
24,"unanchored",4,0.5,0.3,"none","unadjusted",-0.1,1,1000,0.862754344906442,0.851658364422372,0,0,0
24,"unanchored",4,0.5,0.3,"none","unadjusted",-0.1,2,1000,0.862754344906442,0.851658364422372,0,0,0
24,"unanchored",4,0.5,0.3,"none","unadjusted",-0.1,5,1000,0.862754344906442,0.851658364422372,0,0,0
24,"unanchored",4,0.5,0.3,"none","unadjusted",0.1,1,1000,0.862754344906442,0.851658364422372,1,1,0
24,"unanchored",4,0.5,0.3,"none","unadjusted",0.1,2,1000,0.862754344906442,0.851658364422372,1,1,0
24,"unanchored",4,0.5,0.3,"none","unadjusted",0.1,5,1000,0.862754344906442,0.851658364422372,1,1,0
24,"unanchored",4,0.5,0.3,"none","unadjusted",0.3,1,1000,0.862754344906442,0.851658364422372,1,1,0
24,"unanchored",4,0.5,0.3,"none","unadjusted",0.3,2,1000,0.862754344906442,0.851658364422372,1,1,0
24,"unanchored",4,0.5,0.3,"none","unadjusted",0.3,5,1000,0.862754344906442,0.851658364422372,1,1,0
25,"anchored",0.25,1,0.3,"none","gcomp",-0.3,1,1000,0.209990616587174,0.00610378369856379,0.075,0.0749999999999999,0.00833333333333336
25,"anchored",0.25,1,0.3,"none","gcomp",-0.3,2,1000,0.209990616587174,0.00610378369856379,0.026,0.0520000000000002,0.0100696274706365
25,"anchored",0.25,1,0.3,"none","gcomp",-0.3,5,1000,0.209990616587174,0.00610378369856379,0.01,0.0499999999999997,0.0157400046933839
