"cell","em","align","shift","nA_ratio","method","contrast","bias","mcse","coverage","cov_mcse","width","emp_sd"
9,0.3,"opposite",0.8,0.5,"split_trial","AC",0.0161423683380891,0.00616611168665299,0.919,0.00862780389206894,0.700297275008563,0.194989572368059
9,0.3,"opposite",0.8,0.5,"stacked_trial","BC",0.0158916709000538,0.00521478778923668,0.931,0.00801492358042171,0.61422517410192,0.16490606928422
10,0.6,"opposite",0.8,0.5,"drop","AB",-0.00488488444712318,0.0053313186319812,0.95,0.00689202437604511,0.648815956506086,0.168591098091536
10,0.6,"opposite",0.8,0.5,"fixed_trial","AC",0.00640301930315188,0.00560853094576275,0.951,0.00682634602111555,0.703907114994744,0.177357321161486
10,0.6,"opposite",0.8,0.5,"stacked","AC",-0.000387132484920519,0.00292177354096999,0.944,0.00727076337120113,0.351115675690949,0.0923945919668048
10,0.6,"opposite",0.8,0.5,"split_trial","AC",0.00640301930315188,0.00560853094576275,0.942,0.00739161687318817,0.680345984050439,0.177357321161486
10,0.6,"opposite",0.8,0.5,"split","AC",0.000816089354520714,0.00298299002907866,0.922,0.00848033018225116,0.331345304571979,0.0943304272946047
10,0.6,"opposite",0.8,0.5,"split","AB",0.0038888448461851,0.00446524478848906,0.92,0.00857904423581089,0.488116220799366,0.141203438418222
10,0.6,"opposite",0.8,0.5,"fixed","AC",0.00077186695660631,0.00291869896411632,0.942,0.00739161687318817,0.352887658679414,0.0922973653098165
10,0.6,"opposite",0.8,0.5,"fixed_trial","AB",0.00543688563715126,0.00694258456233333,0.947,0.00708456067798138,0.863884779834204,0.219543800652965
10,0.6,"opposite",0.8,0.5,"fixed","BC",0.00258169101211409,0.00324899996349467,0.955,0.00655553201502365,0.402282105812448,0.102742400024471
10,0.6,"opposite",0.8,0.5,"stacked","AB",0.00242084141428495,0.00428495464750502,0.935,0.0077958322198467,0.502005995289669,0.135502163566398
10,0.6,"opposite",0.8,0.5,"drop","BC",-0.000756346532611384,0.00397466872273305,0.963,0.00596917079668525,0.497235328488081,0.125690061084687
10,0.6,"opposite",0.8,0.5,"drop","AC",-0.00564123097973454,0.0034907767246487,0.934,0.00785136930732467,0.416484818093856,0.110388052529923
10,0.6,"opposite",0.8,0.5,"stacked_trial","AB",0.00543688563715126,0.00694258456233333,0.936,0.0077397674383666,0.828326866826611,0.219543800652965
10,0.6,"opposite",0.8,0.5,"fixed","AB",-0.00180982405550785,0.00426970808544208,0.942,0.00739161687318817,0.510800190546436,0.135020024940338
10,0.6,"opposite",0.8,0.5,"split_trial","AB",0.00543688563715126,0.00694258456233333,0.936,0.0077397674383666,0.828326866826611,0.219543800652965
10,0.6,"opposite",0.8,0.5,"stacked","BC",-0.00280797389920554,0.00324970261972046,0.943,0.00733150734842434,0.384995467181511,0.102764619965327
10,0.6,"opposite",0.8,0.5,"stacked_trial","AC",0.00640301930315188,0.00560853094576275,0.942,0.00739161687318817,0.680345984050439,0.177357321161486
10,0.6,"opposite",0.8,0.5,"split","BC",-0.00307275549166444,0.00345582339324152,0.96,0.00619677335393187,0.433411993285077,0.109282731139349
10,0.6,"opposite",0.8,0.5,"stacked_trial","BC",0.000966133666000515,0.00534807170418172,0.933,0.00790638982089803,0.630629857244876,0.169120876751125
10,0.6,"opposite",0.8,0.5,"split_trial","BC",0.000966133666000515,0.00534807170418172,0.996,0.00199599599197994,1.07316767905867,0.169120876751125
10,0.6,"opposite",0.8,0.5,"fixed_trial","BC",0.000966133666000515,0.00534807170418172,0.958,0.00634318531969546,0.725973530158363,0.169120876751125
11,0,"same",0.3,1,"split_trial","AB",0.00228422964859573,0.00380283598028944,0.934,0.00785136930732467,0.459514259959933,0.120256232657538
11,0,"same",0.3,1,"fixed_trial","AB",0.00228422964859573,0.00380283598028944,0.935,0.0077958322198467,0.460563433510626,0.120256232657538
11,0,"same",0.3,1,"drop","AB",0.00234693238705898,0.00491254704750168,0.95,0.00689202437604511,0.620936919559431,0.155348377828407
11,0,"same",0.3,1,"split","AB",0.0016257717275186,0.00316530797776675,0.915,0.00881901355027874,0.35018326348377,0.100095827056445
11,0,"same",0.3,1,"drop","AC",0.00119130102454859,0.00352947438486828,0.953,0.00669260786241059,0.438445112127307,0.111611779994055
11,0,"same",0.3,1,"fixed","AB",0.00241567096688871,0.00307484215599401,0.934,0.00785136930732467,0.369277220993829,0.0972350465844383
11,0,"same",0.3,1,"fixed_trial","BC",-0.00395384780192941,0.00373536284413454,0.954,0.00662449998113065,0.460812759290706,0.118122544746297
11,0,"same",0.3,1,"stacked","BC",-0.00251711645170971,0.00253239432436434,0.948,0.00702111102319284,0.306318161197037,0.0800813399867456
11,0,"same",0.3,1,"drop","BC",-0.00115563136251039,0.00344400592161975,0.961,0.00612200947402077,0.439421934597505,0.108909029874258
11,0,"same",0.3,1,"stacked_trial","AC",-0.00166961815333368,0.00366862104894015,0.964,0.00589101010014412,0.460386154939273,0.116011983866869
11,0,"same",0.3,1,"stacked_trial","AB",0.00228422964859573,0.00380283598028944,0.934,0.00785136930732467,0.459514259959933,0.120256232657538
11,0,"same",0.3,1,"fixed","BC",-0.00250467473470742,0.00253140411242428,0.948,0.00702111102319284,0.306610164782579,0.0800500267357765
11,0,"same",0.3,1,"stacked","AB",0.00242864405032539,0.00307738633960858,0.932,0.00796090447122687,0.368742617100905,0.0973155007345157
11,0,"same",0.3,1,"split_trial","BC",-0.00395384780192941,0.00373536284413454,0.994,0.00244213021765835,0.650641868805765,0.118122544746297
11,0,"same",0.3,1,"stacked","AC",-8.84724013843072e-05,0.00247256555241189,0.952,0.00675988165576884,0.306193885192972,0.0781893880969402
11,0,"same",0.3,1,"split","BC",-0.0017014273093106,0.00263335625162267,0.966,0.00573096850453743,0.345011032011088,0.0832740364577112
11,0,"same",0.3,1,"split","AC",-7.56555817919897e-05,0.00250867787937076,0.929,0.00812151463706124,0.283715726104003,0.0793313601449275
11,0,"same",0.3,1,"fixed_trial","AC",-0.00166961815333368,0.00366862104894015,0.966,0.00573096850453743,0.461379637605252,0.116011983866869
11,0,"same",0.3,1,"fixed","AC",-8.90037678187018e-05,0.00247197112535404,0.953,0.00669260786241059,0.30651493383391,0.0781705906628835
11,0,"same",0.3,1,"split_trial","AC",-0.00166961815333368,0.00366862104894015,0.964,0.00589101010014412,0.460386154939273,0.116011983866869
11,0,"same",0.3,1,"stacked_trial","BC",-0.00395384780192941,0.00373536284413454,0.953,0.00669260786241059,0.459906812522732,0.118122544746297
12,0.3,"same",0.3,1,"drop","AB",0.000935835925677102,0.00537869376777943,0.956,0.00648567652600714,0.687346041039735,0.170089231427358
12,0.3,"same",0.3,1,"fixed_trial","AC",0.00547049262620246,0.00405862314782417,0.944,0.00727076337120113,0.494895442899516,0.128344933114066
12,0.3,"same",0.3,1,"stacked","AC",0.0036725408812417,0.00265423990159987,0.947,0.00708456067798138,0.325498139483077,0.0839344354555678
12,0.3,"same",0.3,1,"split_trial","AC",0.00547049262620246,0.00405862314782417,0.944,0.00727076337120113,0.490943392034218,0.128344933114066
12,0.3,"same",0.3,1,"split","AC",0.00382523494818178,0.00268159328879573,0.92,0.00857904423581089,0.305340375893123,0.0847994255081618
12,0.3,"same",0.3,1,"split","AB",0.00237110527918775,0.00324194293997244,0.932,0.00796090447122687,0.381306350374691,0.102519237346154
12,0.3,"same",0.3,1,"fixed","AC",0.00343658826484443,0.00265143378787493,0.947,0.00708456067798138,0.326960551720524,0.0838456983481253
12,0.3,"same",0.3,1,"fixed_trial","AB",0.0028905139357751,0.00390436310019251,0.957,0.00641490451994416,0.495648986925495,0.123466802089245
12,0.3,"same",0.3,1,"fixed","BC",0.00155289544478976,0.00263525679628124,0.968,0.00556560868189635,0.348949941143261,0.0833341369568704
12,0.3,"same",0.3,1,"stacked","AB",0.00215367229602472,0.00313958629133765,0.956,0.00648567652600714,0.399064461005263,0.0992824359126795
12,0.3,"same",0.3,1,"drop","BC",0.00177066900221817,0.00380754931006054,0.968,0.00556560868189635,0.500798723830645,0.12040528123194
12,0.3,"same",0.3,1,"drop","AC",0.0027065049278953,0.00374634007929845,0.959,0.00627048642451286,0.470483545658012,0.118469675401589
12,0.3,"same",0.3,1,"stacked_trial","AB",0.0028905139357751,0.00390436310019251,0.957,0.00641490451994416,0.491920334697201,0.123466802089245
12,0.3,"same",0.3,1,"fixed","AB",0.00188369282005463,0.00313701787124169,0.957,0.00641490451994416,0.401138826382871,0.0992012153377657
12,0.3,"same",0.3,1,"split_trial","AB",0.0028905139357751,0.00390436310019251,0.957,0.00641490451994416,0.491920334697201,0.123466802089245
12,0.3,"same",0.3,1,"stacked","BC",0.00151886858521695,0.00263670123176348,0.968,0.00556560868189635,0.348492168201322,0.0833798140174411
12,0.3,"same",0.3,1,"stacked_trial","AC",0.00547049262620246,0.00405862314782417,0.944,0.00727076337120113,0.490943392034218,0.128344933114066
12,0.3,"same",0.3,1,"split","BC",0.001454129668994,0.00272104757763675,0.977,0.00474035863622153,0.383488800891937,0.0860470796701596
12,0.3,"same",0.3,1,"stacked_trial","BC",0.00257997869042733,0.00418475237509872,0.955,0.00655553201502365,0.527869496993347,0.132333489491113
12,0.3,"same",0.3,1,"split_trial","BC",0.00257997869042733,0.00418475237509872,0.992,0.00281709069786544,0.695212557874355,0.132333489491113
12,0.3,"same",0.3,1,"fixed_trial","BC",0.00257997869042733,0.00418475237509872,0.957,0.00641490451994416,0.529222156984119,0.132333489491113
13,0.6,"same",0.3,1,"split_trial","AB",-0.00227927642831733,0.00440221529926169,0.941,0.00745110730026082,0.536412144325177,0.139210270961067
13,0.6,"same",0.3,1,"fixed_trial","AB",-0.00227927642831733,0.00440221529926169,0.945,0.00720936890441875,0.547365477712406,0.139210270961067
13,0.6,"same",0.3,1,"drop","AB",-0.00184507195622821,0.00592602088823735,0.961,0.00612200947402077,0.777579407165561,0.187397234685642
13,0.6,"same",0.3,1,"split","AB",-0.00157032024881567,0.00363998848307407,0.939,0.00756828910652864,0.423150951838846,0.115106542632953
13,0.6,"same",0.3,1,"drop","AC",-0.00451459455683496,0.00407260339745289,0.956,0.00648567652600714,0.514927649054391,0.128787027424911
13,0.6,"same",0.3,1,"fixed","AB",-0.00261939589322764,0.00357085314222873,0.958,0.00634318531969546,0.445957263650758,0.11292029119412
13,0.6,"same",0.3,1,"fixed_trial","BC",0.00164822681777346,0.00506862412827388,0.947,0.00708456067798138,0.621673522341357,0.160283968486309
13,0.6,"same",0.3,1,"stacked","BC",-0.00117247500625971,0.00321618343416128,0.951,0.00682634602111555,0.404231022823523,0.101704650248518
13,0.6,"same",0.3,1,"drop","BC",-0.00266952260060674,0.00458773766077726,0.956,0.00648567652600714,0.582322744643263,0.145077003153891
13,0.6,"same",0.3,1,"stacked_trial","AC",-0.000631049610543868,0.00432332038280877,0.952,0.00675988165576884,0.536007878291386,0.136715394643068
13,0.6,"same",0.3,1,"stacked_trial","AB",-0.00227927642831733,0.00440221529926169,0.941,0.00745110730026082,0.536412144325177,0.139210270961067
13,0.6,"same",0.3,1,"fixed","BC",-0.000999591969370841,0.00321573776075341,0.952,0.00675988165576884,0.405130627771069,0.101690556817904
13,0.6,"same",0.3,1,"stacked","AB",-0.00189991065557902,0.00357753228802082,0.955,0.00655553201502365,0.439469139261717,0.113131504329393
13,0.6,"same",0.3,1,"split_trial","BC",0.00164822681777346,0.00506862412827388,0.981,0.00431729081716764,0.758602030154038,0.160283968486309
13,0.6,"same",0.3,1,"stacked","AC",-0.00307238566183873,0.0029040252915954,0.945,0.00720936890441875,0.35289989229242,0.091833343041761
13,0.6,"same",0.3,1,"split","BC",-0.00161827996497608,0.00328959608910435,0.961,0.00612200947402077,0.43396142950588,0.10402616223552
13,0.6,"same",0.3,1,"split","AC",-0.00318860021379175,0.00292459582782179,0.93,0.00806845710157772,0.335713829282849,0.092483840513425
13,0.6,"same",0.3,1,"fixed_trial","AC",-0.000631049610543868,0.00432332038280877,0.955,0.00655553201502365,0.546935586293497,0.136715394643068
13,0.6,"same",0.3,1,"fixed","AC",-0.00361898786259849,0.00290025160587654,0.945,0.00720936890441875,0.35727144962892,0.0917140086213086
13,0.6,"same",0.3,1,"split_trial","AC",-0.000631049610543868,0.00432332038280877,0.952,0.00675988165576884,0.536007878291386,0.136715394643068
13,0.6,"same",0.3,1,"stacked_trial","BC",0.00164822681777346,0.00506862412827388,0.945,0.00720936890441875,0.619796455458006,0.160283968486309
14,0.3,"opposite",0.3,1,"drop","AB",-0.00467537577640015,0.00498594006649313,0.956,0.00648567652600714,0.617971513198625,0.157669268872097
14,0.3,"opposite",0.3,1,"fixed_trial","AC",0.00104034826227425,0.00358403265219705,0.957,0.00641490451994416,0.440449442489043,0.113337063893568
14,0.3,"opposite",0.3,1,"stacked","AC",-0.000830557149501532,0.00238213624257573,0.959,0.00627048642451286,0.295549014024265,0.0753297622337468
14,0.3,"opposite",0.3,1,"split_trial","AC",0.00104034826227425,0.00358403265219705,0.955,0.00655553201502365,0.43658690635837,0.113337063893568
14,0.3,"opposite",0.3,1,"split","AC",-0.000371548818516481,0.00241619902314469,0.936,0.0077397674383666,0.275343330929738,0.0764069219341112
14,0.3,"opposite",0.3,1,"split","AB",-0.00069503819124159,0.00320170816323944,0.933,0.00790638982089803,0.365615400451594,0.101246901989908
14,0.3,"opposite",0.3,1,"fixed","AC",-0.000663147597971751,0.00238021622184246,0.959,0.00627048642451286,0.296238894661449,0.0752690458470278
14,0.3,"opposite",0.3,1,"fixed_trial","AB",0.00121888361824853,0.00380475360212351,0.964,0.00589101010014412,0.497724344439989,0.120316873184403
14,0.3,"opposite",0.3,1,"fixed","BC",0.00038020246787152,0.00255805376742422,0.951,0.00682634602111555,0.32124465555699,0.0808927628223516
14,0.3,"opposite",0.3,1,"stacked","AB",-0.000800540196986796,0.00307591562522771,0.954,0.00662449998113065,0.385048947028726,0.0972689926622045
14,0.3,"opposite",0.3,1,"drop","BC",0.00182607414912495,0.00369037919474145,0.958,0.00634318531969546,0.453760439295782,0.116700036850811
14,0.3,"opposite",0.3,1,"drop","AC",-0.00284930162727522,0.00333390919335574,0.941,0.00745110730026082,0.419233153359545,0.105427465631788
14,0.3,"opposite",0.3,1,"stacked_trial","AB",0.00121888361824853,0.00380475360212351,0.964,0.00589101010014412,0.493751817785811,0.120316873184403
14,0.3,"opposite",0.3,1,"fixed","AB",-0.00104335006584323,0.0030757345595158,0.956,0.00648567652600714,0.386752799109098,0.0972632668616464
14,0.3,"opposite",0.3,1,"split_trial","AB",0.00121888361824853,0.00380475360212351,0.964,0.00589101010014412,0.493751817785811,0.120316873184403
14,0.3,"opposite",0.3,1,"stacked","BC",-3.00169525146949e-05,0.00255878535954889,0.944,0.00727076337120113,0.317579316522742,0.0809158977966737
14,0.3,"opposite",0.3,1,"stacked_trial","AC",0.00104034826227425,0.00358403265219705,0.955,0.00655553201502365,0.43658690635837,0.113337063893568
14,0.3,"opposite",0.3,1,"split","BC",0.000323489372725138,0.00271303726402459,0.959,0.00627048642451286,0.356780303860651,0.0857937713122931
14,0.3,"opposite",0.3,1,"stacked_trial","BC",-0.000178535355974229,0.00368294373005913,0.95,0.00689202437604511,0.466244738864176,0.116464906812232
14,0.3,"opposite",0.3,1,"split_trial","BC",-0.000178535355974229,0.00368294373005913,0.992,0.00281709069786544,0.659266234239457,0.116464906812232
14,0.3,"opposite",0.3,1,"fixed_trial","BC",-0.000178535355974229,0.00368294373005913,0.952,0.00675988165576884,0.478719499736905,0.116464906812232
15,0.6,"opposite",0.3,1,"split_trial","AB",-0.00261315090874373,0.00427182471370739,0.951,0.00682634602111555,0.535324612720554,0.135086958603121
15,0.6,"opposite",0.3,1,"fixed_trial","AB",-0.00261315090874373,0.00427182471370739,0.954,0.00662449998113065,0.546444296262042,0.135086958603121
15,0.6,"opposite",0.3,1,"drop","AB",-0.00576511562214906,0.00533268101085842,0.946,0.00714730718522718,0.649694007079931,0.168634180294417
15,0.6,"opposite",0.3,1,"split","AB",-0.00301916952455238,0.00343695250910308,0.928,0.00817410545564467,0.392879963559762,0.108685981385963
15,0.6,"opposite",0.3,1,"drop","AC",0.000829491045578039,0.00337943628617247,0.952,0.00675988165576884,0.416758490323327,0.106867158717256
15,0.6,"opposite",0.3,1,"fixed","AB",-0.00427250384634134,0.00331856488688281,0.951,0.00682634602111555,0.416820011770809,0.104942236056087
15,0.6,"opposite",0.3,1,"fixed_trial","BC",0.00826673615023038,0.0037615518582814,0.976,0.00483983470792134,0.525783963434179,0.118950714090081
15,0.6,"opposite",0.3,1,"stacked","BC",0.00675498629536686,0.00277179279625143,0.944,0.00727076337120113,0.341452600131231,0.0876517843820153
15,0.6,"opposite",0.3,1,"drop","BC",0.0065946066677272,0.00404759273820807,0.948,0.00702111102319284,0.498124127291418,0.127996120934951
15,0.6,"opposite",0.3,1,"stacked_trial","AC",0.00565358524148653,0.00328303677264432,0.955,0.00655553201502365,0.423424925725848,0.103818738436444
15,0.6,"opposite",0.3,1,"stacked_trial","AB",-0.00261315090874373,0.00427182471370739,0.951,0.00682634602111555,0.535324612720554,0.135086958603121
15,0.6,"opposite",0.3,1,"fixed","BC",0.00731981006975103,0.00278991509097432,0.953,0.00669260786241059,0.354572995020633,0.0882248616595472
15,0.6,"opposite",0.3,1,"stacked","AB",-0.00384323312310645,0.00331229911973454,0.948,0.00702111102319284,0.412360308369497,0.104744095101319
15,0.6,"opposite",0.3,1,"split_trial","BC",0.00826673615023038,0.0037615518582814,0.994,0.00244213021765835,0.682735176552422,0.118950714090081
15,0.6,"opposite",0.3,1,"stacked","AC",0.00291175317226029,0.00228973555968467,0.956,0.00648567652600714,0.293142292299003,0.0724077960808397
15,0.6,"opposite",0.3,1,"split","BC",0.00608072804507687,0.00296502464443742,0.959,0.00627048642451286,0.385912035107492,0.0937623119495316
15,0.6,"opposite",0.3,1,"split","AC",0.00306155852052437,0.00233050461708831,0.943,0.00733150734842434,0.274850589753783,0.0736970268753764
15,0.6,"opposite",0.3,1,"fixed_trial","AC",0.00565358524148653,0.00328303677264432,0.959,0.00627048642451286,0.43670026698755,0.103818738436444
15,0.6,"opposite",0.3,1,"fixed","AC",0.00304730622340956,0.00229418060729411,0.959,0.00627048642451286,0.295684988448745,0.072548360828377
15,0.6,"opposite",0.3,1,"split_trial","AC",0.00565358524148653,0.00328303677264432,0.955,0.00655553201502365,0.423424925725848,0.103818738436444
15,0.6,"opposite",0.3,1,"stacked_trial","BC",0.00826673615023038,0.0037615518582814,0.953,0.00669260786241059,0.482240994551192,0.118950714090081
16,0,"same",0.8,1,"drop","AB",-3.51874740224931e-05,0.00500070872523727,0.951,0.00682634602111555,0.619246411156519,0.158136294868269
16,0,"same",0.8,1,"fixed_trial","AC",-0.00349582628367767,0.00511434764228934,0.95,0.00689202437604511,0.613736487741858,0.161729872955464
16,0,"same",0.8,1,"stacked","AC",-0.00546355200144027,0.00286938563053788,0.932,0.00796090447122687,0.341024150944546,0.090737940778581
16,0,"same",0.8,1,"split_trial","AC",-0.00349582628367767,0.00511434764228934,0.943,0.00733150734842434,0.605053987672968,0.161729872955464
16,0,"same",0.8,1,"split","AC",-0.00574636018139759,0.00292201527105905,0.9,0.00948683298050514,0.31886134872546,0.0924022361434089
16,0,"same",0.8,1,"split","AB",-0.00320721051565517,0.00373286602692857,0.922,0.00848033018225116,0.410668500982101,0.118043588453577
16,0,"same",0.8,1,"fixed","AC",-0.00549502339473956,0.00285382199250391,0.937,0.00768316341099159,0.342428571033536,0.0902457753299233
16,0,"same",0.8,1,"fixed_trial","AB",-0.00296923190080075,0.0050397290778183,0.945,0.00720936890441875,0.616423608868014,0.159370226760858
16,0,"same",0.8,1,"fixed","BC",-0.00315476629554878,0.00275658641925276,0.952,0.00675988165576884,0.34255478138976,0.0871709165192653
16,0,"same",0.8,1,"stacked","AB",-0.00225849871734717,0.00357705748200233,0.944,0.00727076337120113,0.429596112633478,0.113116489644741
16,0,"same",0.8,1,"drop","BC",-0.00401213626098575,0.00351200891829495,0.951,0.00682634602111555,0.437628255128764,0.111059473446362
16,0,"same",0.8,1,"drop","AC",-0.00404732373500825,0.00359152687874884,0.936,0.0077397674383666,0.43783281636801,0.113574052145617
16,0,"same",0.8,1,"stacked_trial","AB",-0.00296923190080075,0.0050397290778183,0.938,0.00762600813007697,0.607693675600989,0.159370226760858
16,0,"same",0.8,1,"fixed","AB",-0.00234025709919079,0.00355039283945876,0.946,0.00714730718522718,0.432174085896501,0.112273279610422
16,0,"same",0.8,1,"split_trial","AB",-0.00296923190080075,0.0050397290778183,0.938,0.00762600813007697,0.607693675600989,0.159370226760858
16,0,"same",0.8,1,"stacked","BC",-0.0032050532840931,0.00276941691181982,0.95,0.00689202437604511,0.341075872932858,0.0875766523194033
16,0,"same",0.8,1,"stacked_trial","AC",-0.00349582628367767,0.00511434764228934,0.943,0.00733150734842434,0.605053987672968,0.161729872955464
16,0,"same",0.8,1,"split","BC",-0.00253914966574242,0.00288860925997734,0.958,0.00634318531969546,0.370452214820505,0.0913458453178187
16,0,"same",0.8,1,"stacked_trial","BC",-0.000526594382876918,0.00487840618934316,0.937,0.00768316341099159,0.606232559028085,0.15426874909787
16,0,"same",0.8,1,"split_trial","BC",-0.000526594382876918,0.00487840618934316,0.992,0.00281709069786544,0.859311555894228,0.15426874909787
16,0,"same",0.8,1,"fixed_trial","BC",-0.000526594382876918,0.00487840618934316,0.943,0.00733150734842434,0.615393445678246,0.15426874909787
17,0.3,"same",0.8,1,"split_trial","AB",-0.000831514917596977,0.00565349234407493,0.937,0.00768316341099159,0.660934778250885,0.178779125416011
17,0.3,"same",0.8,1,"fixed_trial","AB",-0.000831514917596977,0.00565349234407493,0.942,0.00739161687318817,0.677013927798113,0.178779125416011
17,0.3,"same",0.8,1,"drop","AB",-0.000232057329767392,0.00548830649575992,0.955,0.00655553201502365,0.688965979164215,0.173555490236986
17,0.3,"same",0.8,1,"split","AB",-0.00120459333446922,0.00403646738857412,0.92,0.00857904423581089,0.453657119844258,0.127644306488861
17,0.3,"same",0.8,1,"drop","AC",-0.0028336536086459,0.00380930548824685,0.946,0.00714730718522718,0.470935238295541,0.120460816462398
17,0.3,"same",0.8,1,"fixed","AB",-0.00253217901230534,0.00393449964853632,0.944,0.00727076337120113,0.476391212641771,0.124419803425067
17,0.3,"same",0.8,1,"fixed_trial","BC",0.00257028710629165,0.00631973500895737,0.938,0.00762600813007697,0.73376145923023,0.199847568370099
17,0.3,"same",0.8,1,"stacked","BC",-0.00206523612622159,0.00337089618746413,0.938,0.00762600813007697,0.393173842613838,0.106597097083646
17,0.3,"same",0.8,1,"drop","BC",-0.00260159627887851,0.00401469865573551,0.954,0.00662449998113065,0.502577458144967,0.126955918713404
17,0.3,"same",0.8,1,"stacked_trial","AC",0.00173877218869467,0.00566086110281857,0.932,0.00796090447122687,0.661349352766278,0.179012146027593
17,0.3,"same",0.8,1,"stacked_trial","AB",-0.000831514917596977,0.00565349234407493,0.937,0.00768316341099159,0.660934778250885,0.178779125416011
17,0.3,"same",0.8,1,"fixed","BC",-0.00144016203110785,0.00334154080679251,0.94,0.00750999334220744,0.395234718812501,0.10566879843861
17,0.3,"same",0.8,1,"stacked","AB",1.63007586750546e-06,0.00397355881927839,0.935,0.0077958322198467,0.471160558408728,0.125654962855691
17,0.3,"same",0.8,1,"split_trial","BC",0.00257028710629165,0.00631973500895737,0.974,0.00503229569878401,0.937412002310188,0.199847568370099
17,0.3,"same",0.8,1,"stacked","AC",-0.00206360605035408,0.00311277557241785,0.931,0.00801492358042171,0.365462896052255,0.098434606537748
17,0.3,"same",0.8,1,"split","BC",-0.00159932770622473,0.0033557017305938,0.953,0.00669260786241059,0.418344119634721,0.106116606168451
17,0.3,"same",0.8,1,"split","AC",-0.00280392104069396,0.00314746968360273,0.905,0.00927227048785787,0.346089660377569,0.0995317306651415
17,0.3,"same",0.8,1,"fixed_trial","AC",0.00173877218869467,0.00566086110281857,0.937,0.00768316341099159,0.677052755710004,0.179012146027593
17,0.3,"same",0.8,1,"fixed","AC",-0.0039723410434132,0.00309225771452936,0.936,0.0077397674383666,0.368457295683187,0.0977857749013952
17,0.3,"same",0.8,1,"split_trial","AC",0.00173877218869467,0.00566086110281857,0.932,0.00796090447122687,0.661349352766278,0.179012146027593
17,0.3,"same",0.8,1,"stacked_trial","BC",0.00257028710629165,0.00631973500895737,0.923,0.00843036179532053,0.719332805987014,0.199847568370099
18,0.6,"same",0.8,1,"drop","AB",0.000334684483257357,0.00619969352183963,0.952,0.00675988165576884,0.778397124028411,0.196051523240041
18,0.6,"same",0.8,1,"fixed_trial","AC",-0.00284418194894816,0.00619434839590146,0.94,0.00750999334220744,0.756035142193788,0.19588249551659
18,0.6,"same",0.8,1,"stacked","AC",-0.00252368647523618,0.00334995526216856,0.93,0.00806845710157772,0.397310789606582,0.105934886881191
18,0.6,"same",0.8,1,"split_trial","AC",-0.00284418194894816,0.00619434839590146,0.926,0.00827792244467173,0.728322267430116,0.19588249551659
18,0.6,"same",0.8,1,"split","AC",-0.00432335792171728,0.00337008175852677,0.922,0.00848033018225116,0.381316218145565,0.106571342579302
18,0.6,"same",0.8,1,"split","AB",-0.00760836090410689,0.00447289006571254,0.919,0.00862780389206894,0.507487084907276,0.141445203311918
18,0.6,"same",0.8,1,"fixed","AC",-0.00634269560172085,0.00330891205096264,0.939,0.00756828910652864,0.403450144526875,0.104636986582211
18,0.6,"same",0.8,1,"fixed_trial","AB",-0.00936726907653875,0.00618803086338887,0.937,0.00768316341099159,0.756500149358105,0.195682717597271
18,0.6,"same",0.8,1,"fixed","BC",0.00353354238385305,0.00376077020188195,0.945,0.00720936890441875,0.458571645742618,0.118925995944382
18,0.6,"same",0.8,1,"stacked","AB",-0.00449854808892339,0.00440957165159964,0.93,0.00806845710157772,0.522739131937945,0.139442899247653
18,0.6,"same",0.8,1,"drop","BC",-0.000318408978449378,0.00467624600002177,0.955,0.00655553201502365,0.582181033341347,0.147875882593206
18,0.6,"same",0.8,1,"drop","AC",1.62755048079768e-05,0.00410111754594266,0.95,0.00689202437604511,0.51630077165813,0.129688723972591
18,0.6,"same",0.8,1,"stacked_trial","AB",-0.00936726907653875,0.00618803086338887,0.927,0.00822623850857729,0.728177621726813,0.195682717597271
18,0.6,"same",0.8,1,"fixed","AB",-0.00987623798557389,0.00433447613430344,0.941,0.00745110730026082,0.533256613377926,0.137068170480408
18,0.6,"same",0.8,1,"split_trial","AB",-0.00936726907653875,0.00618803086338887,0.927,0.00822623850857729,0.728177621726813,0.195682717597271
18,0.6,"same",0.8,1,"stacked","BC",0.00197486161368721,0.00378919347202993,0.939,0.00756828910652864,0.455858044051075,0.119824818666561
18,0.6,"same",0.8,1,"stacked_trial","AC",-0.00284418194894816,0.00619434839590146,0.926,0.00827792244467173,0.728322267430116,0.19588249551659
18,0.6,"same",0.8,1,"split","BC",0.0032850029823896,0.00380582514765815,0.951,0.00682634602111555,0.476648818033448,0.120350758429464
18,0.6,"same",0.8,1,"stacked_trial","BC",0.0065230871275906,0.0073036560807088,0.925,0.00832916562447884,0.85648611866246,0.230961884615784
18,0.6,"same",0.8,1,"split_trial","BC",0.0065230871275906,0.0073036560807088,0.975,0.00493710441453288,1.03296677882972,0.230961884615784
18,0.6,"same",0.8,1,"fixed_trial","BC",0.0065230871275906,0.0073036560807088,0.932,0.00796090447122687,0.875987508223226,0.230961884615784
19,0.3,"opposite",0.8,1,"split_trial","AB",-0.0109839821536236,0.00559569535935559,0.945,0.00720936890441875,0.665808969545303,0.17695142427998
19,0.3,"opposite",0.8,1,"fixed_trial","AB",-0.0109839821536236,0.00559569535935559,0.952,0.00675988165576884,0.680751643500884,0.17695142427998
