"cell","method","n_ok","n_fail","bias","bias_mcse","emp_se","mod_se","coverage","cov_mcse","width","realized_pred","arm_C_bias","arm_B_bias","rho0","drho","cv_t","cv_lam","n_arm","gamma","arm","predicted","pred_arm_C","pred_arm_B"
61,"borrowed",1000,0,0.000408298823381931,0.00376661731590251,0.119110897924819,0.0985088389808551,0.9,0.00948683298050514,0.386147553122663,-0.000705549615508469,-0.000875087815168929,-0.00330402331600874,0,0,1,0.4,250,0.2,"main",0,0,0
61,"weighted",1000,0,0.000930939421458105,0.00316238928998269,0.10000353004468,0.098312658299538,0.939,0.00756828910652864,0.385378538982975,-0.000705549615508469,-0.000875087815168929,-0.00330402331600874,0,0,1,0.4,250,0.2,"main",0,0,0
61,"sensitivity",1000,0,-0.000123777293167921,0.00357164254964791,0.112945254448584,NA,1,0,0.962482868938156,-0.000705549615508469,-0.000875087815168929,-0.00330402331600874,0,0,1,0.4,250,0.2,"main",0,0,0
62,"borrowed",1000,0,0.00107621398838744,0.00345044448829762,0.109112635229947,0.0931111596834774,0.904,0.00931579304192617,0.364989039076747,-0.054156282938191,-0.0869948845038763,-0.137590635715576,-0.2,0,1,0.4,250,0.2,"main",-0.0533860091391142,-0.0833816089390511,-0.136767618078165
62,"unweighted",1000,0,-0.0514397572693626,0.00354685455670482,0.112161389285341,0.103828707968916,0.891,0.00985489725973843,0.407001056360806,-0.054156282938191,-0.0869948845038763,-0.137590635715576,-0.2,0,1,0.4,250,0.2,"main",-0.0533860091391142,-0.0833816089390511,-0.136767618078165
62,"weighted",1000,0,0.00312566672292079,0.00298930162167728,0.0945300173773517,0.093222026053748,0.943,0.00733150734842434,0.365423627262401,-0.054156282938191,-0.0869948845038763,-0.137590635715576,-0.2,0,1,0.4,250,0.2,"main",-0.0533860091391142,-0.0833816089390511,-0.136767618078165
62,"sensitivity",1000,0,-0.0514397572693626,0.00354685455670482,0.112161389285341,NA,1,0,0.988627669579958,-0.054156282938191,-0.0869948845038763,-0.137590635715576,-0.2,0,1,0.4,250,0.2,"main",-0.0533860091391142,-0.0833816089390511,-0.136767618078165
63,"weighted",1000,0,-0.00574880946299877,0.00307851345675852,0.0973511433083519,0.0941342769894137,0.95,0.00689202437604511,0.368999585219937,-0.12119791447454,-0.174501313549613,-0.301792054637847,-0.4,0,1,0.4,250,0.2,"main",-0.120896234327316,-0.174353387144778,-0.295249621472094
63,"borrowed",1000,0,-0.00683541012534905,0.0034705545989411,0.109748572766261,0.0940449644657575,0.914,0.00886588969026797,0.368649486560468,-0.12119791447454,-0.174501313549613,-0.301792054637847,-0.4,0,1,0.4,250,0.2,"main",-0.120896234327316,-0.174353387144778,-0.295249621472094
63,"sensitivity",1000,0,-0.126197956691838,0.00382193916247195,0.120860328320077,NA,1,0,1.00796097071684,-0.12119791447454,-0.174501313549613,-0.301792054637847,-0.4,0,1,0.4,250,0.2,"main",-0.120896234327316,-0.174353387144778,-0.295249621472094
63,"unweighted",1000,0,-0.126197956691838,0.00382193916247195,0.120860328320077,0.110604934123915,0.777,0.0131632442809514,0.433563374790598,-0.12119791447454,-0.174501313549613,-0.301792054637847,-0.4,0,1,0.4,250,0.2,"main",-0.120896234327316,-0.174353387144778,-0.295249621472094
64,"sensitivity",1000,0,-0.212041195002629,0.00401018450711273,0.126813168799959,NA,1,0,1.05822056889584,-0.206163549453327,-0.276871641056676,-0.486778096225782,-0.6,0,1,0.4,250,0.2,"main",-0.209229876933578,-0.27443684570176,-0.483666722635338
64,"borrowed",1000,0,-0.00068477386705198,0.00345151849747969,0.109146598382379,0.107570092698982,0.945,0.00720936890441875,0.421667015007279,-0.206163549453327,-0.276871641056676,-0.486778096225782,-0.6,0,1,0.4,250,0.2,"main",-0.209229876933578,-0.27443684570176,-0.483666722635338
64,"unweighted",1000,0,-0.212041195002629,0.00401018450711273,0.126813168799959,0.119012715470746,0.559,0.0157009235397157,0.466521272049951,-0.206163549453327,-0.276871641056676,-0.486778096225782,-0.6,0,1,0.4,250,0.2,"main",-0.209229876933578,-0.27443684570176,-0.483666722635338
64,"weighted",1000,0,-0.00127851369390991,0.00341096528980756,0.107864193355682,0.10788380621095,0.953,0.00669260786241059,0.422896749377121,-0.206163549453327,-0.276871641056676,-0.486778096225782,-0.6,0,1,0.4,250,0.2,"main",-0.209229876933578,-0.27443684570176,-0.483666722635338
65,"unweighted",1000,0,0.116853727666289,0.00346463378015911,0.109561340036619,0.0954305028341431,0.749,0.0137112727345057,0.374080697162936,0.119545152563593,-0.00284859361608941,0.115391786856172,0,0.2,1,0.4,250,0.2,"main",0.12029287910071,0,0.12029287910071
65,"sensitivity",1000,0,0.116853727666289,0.00346463378015911,0.109561340036619,NA,0.992,0.00281709069786544,0.951362708955693,0.119545152563593,-0.00284859361608941,0.115391786856172,0,0.2,1,0.4,250,0.2,"main",0.12029287910071,0,0.12029287910071
65,"borrowed",1000,0,-0.00285058207116002,0.00381048333072643,0.120498063112002,0.10254333485562,0.898,0.00957057991973318,0.40196248634329,0.119545152563593,-0.00284859361608941,0.115391786856172,0,0.2,1,0.4,250,0.2,"main",0.12029287910071,0,0.12029287910071
65,"weighted",1000,0,-0.0028406320565651,0.00333435975847772,0.105441713751985,0.102584348224549,0.944,0.00727076337120113,0.402123255795263,0.119545152563593,-0.00284859361608941,0.115391786856172,0,0.2,1,0.4,250,0.2,"main",0.12029287910071,0,0.12029287910071
66,"borrowed",1000,0,-0.00160544992612821,0.00349427414342634,0.110498650622611,0.0958048120574145,0.906,0.00922843432007835,0.375547962356322,0.0813385965146598,-0.0878780013363389,-0.0033435218227146,-0.2,0.2,1,0.4,250,0.2,"main",0.0833816089390511,-0.0833816089390511,0
66,"unweighted",1000,0,0.082578446300653,0.00345076796296549,0.109122864397105,0.100150817235858,0.842,0.0115341232870123,0.392583989609069,0.0813385965146598,-0.0878780013363389,-0.0033435218227146,-0.2,0.2,1,0.4,250,0.2,"main",0.0833816089390511,-0.0833816089390511,0
66,"weighted",1000,0,0.00179855422384289,0.00301445778883075,0.0953255252314006,0.0957271625627731,0.95,0.00689202437604511,0.375243581930492,0.0813385965146598,-0.0878780013363389,-0.0033435218227146,-0.2,0.2,1,0.4,250,0.2,"main",0.0833816089390511,-0.0833816089390511,0
66,"sensitivity",1000,0,0.082578446300653,0.00345076796296549,0.109122864397105,NA,0.998,0.00141279864099595,0.974889852271843,0.0813385965146598,-0.0878780013363389,-0.0033435218227146,-0.2,0.2,1,0.4,250,0.2,"main",0.0833816089390511,-0.0833816089390511,0
67,"unweighted",1000,0,0.0333528892225055,0.00360619827272327,0.114038002359706,0.105849882070492,0.926,0.00827792244467173,0.414923913251953,0.0374785989282632,-0.176022614904678,-0.138571443815489,-0.4,0.2,1,0.4,250,0.2,"main",0.0375857690666125,-0.174353387144778,-0.136767618078165
67,"weighted",1000,0,-0.00105236320939329,0.00289179364934369,0.0914465445513634,0.0927228617390472,0.954,0.00662449998113065,0.363466939104039,0.0374785989282632,-0.176022614904678,-0.138571443815489,-0.4,0.2,1,0.4,250,0.2,"main",0.0375857690666125,-0.174353387144778,-0.136767618078165
67,"sensitivity",1000,0,0.0333528892225055,0.00360619827272327,0.114038002359706,NA,1,0,1.00227693758052,0.0374785989282632,-0.176022614904678,-0.138571443815489,-0.4,0.2,1,0.4,250,0.2,"main",0.0375857690666125,-0.174353387144778,-0.136767618078165
67,"borrowed",1000,0,-0.00188900480802285,0.00339860523031695,0.107473333955627,0.0927113770239321,0.908,0.00913980306133562,0.363421919848042,0.0374785989282632,-0.176022614904678,-0.138571443815489,-0.4,0.2,1,0.4,250,0.2,"main",0.0375857690666125,-0.174353387144778,-0.136767618078165
68,"weighted",1000,0,0.00407235394395365,0.00306467530675079,0.0969135425820768,0.097385994553448,0.955,0.00655553201502365,0.381746083846744,-0.0209116357930304,-0.273491607314031,-0.29125916732907,-0.6,0.2,1,0.4,250,0.2,"main",-0.0208127757703333,-0.27443684570176,-0.295249621472094
68,"sensitivity",1000,0,-0.0205126718721813,0.00396073056117467,0.125249297715488,NA,1,0,1.03537680214355,-0.0209116357930304,-0.273491607314031,-0.29125916732907,-0.6,0.2,1,0.4,250,0.2,"main",-0.0208127757703333,-0.27443684570176,-0.295249621472094
68,"borrowed",1000,0,0.0033312192826398,0.00335597724632476,0.106125318740862,0.0973001370305284,0.931,0.00801492358042171,0.381409528541295,-0.0209116357930304,-0.273491607314031,-0.29125916732907,-0.6,0.2,1,0.4,250,0.2,"main",-0.0208127757703333,-0.27443684570176,-0.295249621472094
68,"unweighted",1000,0,-0.0205126718721813,0.00396073056117467,0.125249297715488,0.112757633474451,0.925,0.00832916562447884,0.442001801183785,-0.0209116357930304,-0.273491607314031,-0.29125916732907,-0.6,0.2,1,0.4,250,0.2,"main",-0.0208127757703333,-0.27443684570176,-0.295249621472094
69,"sensitivity",1000,0,0.22570659960691,0.00367326299963242,0.116158775236607,NA,0.893,0.00977501918156686,0.947438139731034,0.226269127214822,-0.00257078742696065,0.223108287431051,0,0.4,1,0.4,250,0.2,"main",0.227656743850562,0,0.227656743850562
69,"borrowed",1000,0,-0.0007800885330641,0.0040999157173583,0.129650718815754,0.106892217095598,0.895,0.00969407035254026,0.419009791470019,0.226269127214822,-0.00257078742696065,0.223108287431051,0,0.4,1,0.4,250,0.2,"main",0.227656743850562,0,0.227656743850562
69,"weighted",1000,0,-0.00144530283495781,0.00351669150072148,0.111207549704355,0.106801616063762,0.937,0.00768316341099159,0.418654641951295,0.226269127214822,-0.00257078742696065,0.223108287431051,0,0.4,1,0.4,250,0.2,"main",0.227656743850562,0,0.227656743850562
69,"unweighted",1000,0,0.22570659960691,0.00367326299963242,0.116158775236607,0.0930474835968339,0.359,0.0151696736945789,0.364739433403752,0.226269127214822,-0.00257078742696065,0.223108287431051,0,0.4,1,0.4,250,0.2,"main",0.227656743850562,0,0.227656743850562
70,"borrowed",1000,0,-0.00109092843119581,0.00361475533708688,0.114308600494442,0.0997612348912275,0.913,0.00891240708226459,0.391056854880093,0.199659586113522,-0.0854122219570493,0.116228932504858,-0.2,0.4,1,0.4,250,0.2,"main",0.203674488039761,-0.0833816089390511,0.12029287910071
70,"unweighted",1000,0,0.202903939513522,0.0034060572342464,0.107708987011123,0.0972990711499146,0.448,0.0157256478403912,0.381405350366065,0.199659586113522,-0.0854122219570493,0.116228932504858,-0.2,0.4,1,0.4,250,0.2,"main",0.203674488039761,-0.0833816089390511,0.12029287910071
70,"sensitivity",1000,0,0.202903939513522,0.0034060572342464,0.107708987011123,NA,0.944,0.00727076337120113,0.963001295647962,0.199659586113522,-0.0854122219570493,0.116228932504858,-0.2,0.4,1,0.4,250,0.2,"main",0.203674488039761,-0.0833816089390511,0.12029287910071
70,"weighted",1000,0,0.00314766316981876,0.00311760735053437,0.0985874007777157,0.0996715114527802,0.954,0.00662449998113065,0.390705145464241,0.199659586113522,-0.0854122219570493,0.116228932504858,-0.2,0.4,1,0.4,250,0.2,"main",0.203674488039761,-0.0833816089390511,0.12029287910071
71,"unweighted",1000,0,0.176610255487729,0.00358426300919869,0.113344348421569,0.102300164955308,0.586,0.0155757503832079,0.40100927784982,0.171870625523538,-0.179040024321629,-0.00268803319064125,-0.4,0.4,1,0.4,250,0.2,"main",0.174353387144778,-0.174353387144778,0
71,"weighted",1000,0,0.00501305397054212,0.00298987068414824,0.0945480127127434,0.0953424930175209,0.956,0.00648567652600714,0.373735705021205,0.171870625523538,-0.179040024321629,-0.00268803319064125,-0.4,0.4,1,0.4,250,0.2,"main",0.174353387144778,-0.174353387144778,0
71,"borrowed",1000,0,0.00260355651111076,0.00350757610758835,0.11091929566367,0.0953311461010639,0.903,0.00935900635751467,0.373691225926022,0.171870625523538,-0.179040024321629,-0.00268803319064125,-0.4,0.4,1,0.4,250,0.2,"main",0.174353387144778,-0.174353387144778,0
71,"sensitivity",1000,0,0.176610255487729,0.00358426300919869,0.113344348421569,NA,0.974,0.00503229569878401,0.983768352167024,0.171870625523538,-0.179040024321629,-0.00268803319064125,-0.4,0.4,1,0.4,250,0.2,"main",0.174353387144778,-0.174353387144778,0
72,"weighted",1000,0,0.000328178759253202,0.00303736546738359,0.0960499296327403,0.0960406592598989,0.946,0.00714730718522718,0.37647246640177,0.138448968562765,-0.274291799082946,-0.136751206121767,-0.6,0.4,1,0.4,250,0.2,"main",0.137669227623595,-0.27443684570176,-0.136767618078165
72,"sensitivity",1000,0,0.138070174958729,0.00365777743294446,0.115669078620683,NA,0.991,0.00298646948753876,1.0029685491056,0.138448968562765,-0.274291799082946,-0.136751206121767,-0.6,0.4,1,0.4,250,0.2,"main",0.137669227623595,-0.27443684570176,-0.136767618078165
72,"borrowed",1000,0,-0.000599442221221128,0.0033749142820989,0.106724160392646,0.0959771503335943,0.926,0.00827792244467173,0.376223515985262,0.138448968562765,-0.274291799082946,-0.136751206121767,-0.6,0.4,1,0.4,250,0.2,"main",0.137669227623595,-0.27443684570176,-0.136767618078165
72,"unweighted",1000,0,0.138070174958729,0.00365777743294446,0.115669078620683,0.107886459294902,0.738,0.0139052508067996,0.42290714927511,0.138448968562765,-0.274291799082946,-0.136751206121767,-0.6,0.4,1,0.4,250,0.2,"main",0.137669227623595,-0.27443684570176,-0.136767618078165
73,"sensitivity",1000,0,0.00257853761522588,0.00292734874890344,0.0925708955217919,NA,0.999,0.000999499874937461,0.609325066529188,-3.68504859284326e-05,-0.00419360267465707,-0.00158425016890662,0,0,0.3,0.8,250,0.2,"main",0,0,0
73,"weighted",1000,0,0.00319480886445379,0.00282076071118197,0.0892002858165142,0.0839633447593844,0.942,0.00739161687318817,0.329130263499826,-3.68504859284326e-05,-0.00419360267465707,-0.00158425016890662,0,0,0.3,0.8,250,0.2,"main",0,0,0
73,"unweighted",1000,0,0.00257853761522588,0.00292734874890344,0.0925708955217919,0.0840899774293453,0.927,0.00822623850857729,0.329626654444605,-3.68504859284326e-05,-0.00419360267465707,-0.00158425016890662,0,0,0.3,0.8,250,0.2,"main",0,0,0
73,"borrowed",1000,0,0.00213026024880414,0.00303252744429198,0.0958969379093203,0.084127529895356,0.922,0.00848033018225116,0.329773857406429,-3.68504859284326e-05,-0.00419360267465707,-0.00158425016890662,0,0,0.3,0.8,250,0.2,"main",0,0,0
74,"unweighted",1000,0,-0.0167127566936585,0.00288777573581154,0.0913194869693312,0.0865509681331765,0.938,0.00762600813007697,0.3392735607362,-0.0197525406980845,-0.0541703303536091,-0.0709561434146653,-0.2,0,0.3,0.8,250,0.2,"main",-0.0205782535184219,-0.0491902441907718,-0.0697684977091937
74,"weighted",1000,0,0.00390385445475296,0.0026907845882803,0.0850900799184418,0.0825496363961233,0.948,0.00702111102319284,0.323588628546557,-0.0197525406980845,-0.0541703303536091,-0.0709561434146653,-0.2,0,0.3,0.8,250,0.2,"main",-0.0205782535184219,-0.0491902441907718,-0.0697684977091937
74,"borrowed",1000,0,0.00367947615913341,0.00284144618910286,0.0898544180637054,0.0827345389509418,0.934,0.00785136930732467,0.324313433242744,-0.0197525406980845,-0.0541703303536091,-0.0709561434146653,-0.2,0,0.3,0.8,250,0.2,"main",-0.0205782535184219,-0.0491902441907718,-0.0697684977091937
74,"sensitivity",1000,0,-0.0167127566936585,0.00288777573581154,0.0913194869693312,NA,0.999,0.000999499874937461,0.619486633545781,-0.0197525406980845,-0.0541703303536091,-0.0709561434146653,-0.2,0,0.3,0.8,250,0.2,"main",-0.0205782535184219,-0.0491902441907718,-0.0697684977091937
75,"borrowed",1000,0,0.00239044060279631,0.00259425997857235,0.0820377037490823,0.0814689842721132,0.946,0.00714730718522718,0.319352550060804,-0.0420696340162474,-0.105607638973315,-0.14562625042576,-0.4,0,0.3,0.8,250,0.2,"main",-0.0438462527915635,-0.100925918589961,-0.144772171381524
75,"unweighted",1000,0,-0.0406040079782899,0.00285509505899228,0.0902860332270839,0.0889934550031774,0.926,0.00827792244467173,0.348847933332027,-0.0420696340162474,-0.105607638973315,-0.14562625042576,-0.4,0,0.3,0.8,250,0.2,"main",-0.0438462527915635,-0.100925918589961,-0.144772171381524
75,"sensitivity",1000,0,-0.0406040079782899,0.00285509505899228,0.0902860332270839,NA,1,0,0.627329373409104,-0.0420696340162474,-0.105607638973315,-0.14562625042576,-0.4,0,0.3,0.8,250,0.2,"main",-0.0438462527915635,-0.100925918589961,-0.144772171381524
75,"weighted",1000,0,0.00248157498620563,0.00255194411624358,0.0806995586879522,0.0813994372057332,0.946,0.00714730718522718,0.319079930570134,-0.0420696340162474,-0.105607638973315,-0.14562625042576,-0.4,0,0.3,0.8,250,0.2,"main",-0.0438462527915635,-0.100925918589961,-0.144772171381524
76,"sensitivity",1000,0,-0.0766876482010484,0.00294292769033488,0.0930635449063692,NA,1,0,0.639733708559808,-0.070737367388159,-0.153920604117664,-0.228875255840357,-0.6,0,0.3,0.8,250,0.2,"main",-0.0703759763242648,-0.155484902840395,-0.22586087916466
76,"unweighted",1000,0,-0.0766876482010484,0.00294292769033488,0.0930635449063692,0.0918819736365003,0.86,0.0109726933794762,0.360170718311998,-0.070737367388159,-0.153920604117664,-0.228875255840357,-0.6,0,0.3,0.8,250,0.2,"main",-0.0703759763242648,-0.155484902840395,-0.22586087916466
76,"weighted",1000,0,-0.00394570694852647,0.00258632931023852,0.0817869139960595,0.0808850479487884,0.943,0.00733150734842434,0.317063561734841,-0.070737367388159,-0.153920604117664,-0.228875255840357,-0.6,0,0.3,0.8,250,0.2,"main",-0.0703759763242648,-0.155484902840395,-0.22586087916466
76,"borrowed",1000,0,-0.00460311253976994,0.00257571078895633,0.0814511268697128,0.0808937961990903,0.951,0.00682634602111555,0.31709785424588,-0.070737367388159,-0.153920604117664,-0.228875255840357,-0.6,0,0.3,0.8,250,0.2,"main",-0.0703759763242648,-0.155484902840395,-0.22586087916466
77,"sensitivity",1000,0,0.0608406700245193,0.00300427013527842,0.0950033633390197,NA,0.984,0.00396787096564392,0.604668837266568,0.0645236557689477,-0.00149055285582256,0.0602587426856583,0,0.2,0.3,0.8,250,0.2,"main",0.0652167009358879,0,0.0652167009358879
77,"weighted",1000,0,-0.00315513915677826,0.00292259988110415,0.0924207231362642,0.0847316424983893,0.923,0.00843036179532053,0.332141935295533,0.0645236557689477,-0.00149055285582256,0.0602587426856583,0,0.2,0.3,0.8,250,0.2,"main",0.0652167009358879,0,0.0652167009358879
77,"borrowed",1000,0,-0.00378337537230718,0.0031349228843194,0.0991349660343387,0.0848639447753372,0.91,0.00904986187739901,0.332660550691314,0.0645236557689477,-0.00149055285582256,0.0602587426856583,0,0.2,0.3,0.8,250,0.2,"main",0.0652167009358879,0,0.0652167009358879
77,"unweighted",1000,0,0.0608406700245193,0.00300427013527842,0.0950033633390197,0.0827374897538446,0.855,0.0111344061359374,0.324325000177574,0.0645236557689477,-0.00149055285582256,0.0602587426856583,0,0.2,0.3,0.8,250,0.2,"main",0.0652167009358879,0,0.0652167009358879
78,"weighted",1000,0,0.00030760243057026,0.00269003768663016,0.0850664608144159,0.0831563977506706,0.954,0.00662449998113065,0.325967089350804,0.0471558566070938,-0.0515811475588775,-0.00450005286224997,-0.2,0.2,0.3,0.8,250,0.2,"main",0.0491902441907718,-0.0491902441907718,0
78,"borrowed",1000,0,-0.0024494119501774,0.00283453799392287,0.0896359617508079,0.0833431474151844,0.939,0.00756828910652864,0.326699134583948,0.0471558566070938,-0.0515811475588775,-0.00450005286224997,-0.2,0.2,0.3,0.8,250,0.2,"main",0.0491902441907718,-0.0491902441907718,0
78,"sensitivity",1000,0,0.0468751717250126,0.00281371412580399,0.0889774532213016,NA,0.992,0.00281709069786544,0.612814384482979,0.0471558566070938,-0.0515811475588775,-0.00450005286224997,-0.2,0.2,0.3,0.8,250,0.2,"main",0.0491902441907718,-0.0491902441907718,0
78,"unweighted",1000,0,0.0468751717250126,0.00281371412580399,0.0889774532213016,0.0849960610041103,0.901,0.00944452222190196,0.333178436791651,0.0471558566070938,-0.0515811475588775,-0.00450005286224997,-0.2,0.2,0.3,0.8,250,0.2,"main",0.0491902441907718,-0.0491902441907718,0
79,"borrowed",1000,0,0.00364134826083404,0.00272579734109967,0.0861972803790587,0.0819478130389832,0.933,0.00790638982089803,0.321229524336458,0.0314283896102905,-0.104911372057116,-0.0681836021697841,-0.4,0.2,0.3,0.8,250,0.2,"main",0.0311574208807668,-0.100925918589961,-0.0697684977091937
79,"unweighted",1000,0,0.0360323720822648,0.00286171117427914,0.0904952531627714,0.0873353169275306,0.921,0.00852988862764339,0.342348151512703,0.0314283896102905,-0.104911372057116,-0.0681836021697841,-0.4,0.2,0.3,0.8,250,0.2,"main",0.0311574208807668,-0.100925918589961,-0.0697684977091937
79,"sensitivity",1000,0,0.0360323720822648,0.00286171117427914,0.0904952531627714,NA,0.999,0.000999499874937461,0.621467468274686,0.0314283896102905,-0.104911372057116,-0.0681836021697841,-0.4,0.2,0.3,0.8,250,0.2,"main",0.0311574208807668,-0.100925918589961,-0.0697684977091937
79,"weighted",1000,0,0.00544853996445906,0.00256790700952126,0.0812043496959888,0.0818345684568837,0.947,0.00708456067798138,0.320785613731739,0.0314283896102905,-0.104911372057116,-0.0681836021697841,-0.4,0.2,0.3,0.8,250,0.2,"main",0.0311574208807668,-0.100925918589961,-0.0697684977091937
80,"unweighted",1000,0,0.00857465714434428,0.00290985695592947,0.0920177564602132,0.0902744525608757,0.946,0.00714730718522718,0.353869351486772,0.0116744214121746,-0.1565758723581,-0.144331337483611,-0.6,0.2,0.3,0.8,250,0.2,"main",0.010712731458871,-0.155484902840395,-0.144772171381524
80,"weighted",1000,0,-0.00121637292258728,0.00254415713626043,0.0804533127595433,0.0810212750504501,0.952,0.00675988165576884,0.317597562160792,0.0116744214121746,-0.1565758723581,-0.144331337483611,-0.6,0.2,0.3,0.8,250,0.2,"main",0.010712731458871,-0.155484902840395,-0.144772171381524
80,"borrowed",1000,0,-0.00106914794249063,0.00259813481615176,0.0821602368722239,0.0811225532201344,0.944,0.00727076337120113,0.317994565290794,0.0116744214121746,-0.1565758723581,-0.144331337483611,-0.6,0.2,0.3,0.8,250,0.2,"main",0.010712731458871,-0.155484902840395,-0.144772171381524
80,"sensitivity",1000,0,0.00857465714434428,0.00290985695592947,0.0920177564602132,NA,0.999,0.000999499874937461,0.636563180151552,0.0116744214121746,-0.1565758723581,-0.144331337483611,-0.6,0.2,0.3,0.8,250,0.2,"main",0.010712731458871,-0.155484902840395,-0.144772171381524
81,"weighted",1000,0,-0.00161707563519177,0.00283935919386447,0.0897884214795132,0.0857059358052425,0.939,0.00756828910652864,0.335961094879154,0.12538565998868,-0.00386837510099713,0.122592248823203,0,0.4,0.3,0.8,250,0.2,"main",0.126439334983572,0,0.126439334983572
81,"sensitivity",1000,0,0.124355632197085,0.00297024204394568,0.093927300608623,NA,0.936,0.0077397674383666,0.600454880281262,0.12538565998868,-0.00386837510099713,0.122592248823203,0,0.4,0.3,0.8,250,0.2,"main",0.126439334983572,0,0.126439334983572
81,"borrowed",1000,0,-0.0032935000879503,0.00312751653491791,0.0989007567017812,0.0857896109530369,0.912,0.00895857131466843,0.33628909543131,0.12538565998868,-0.00386837510099713,0.122592248823203,0,0.4,0.3,0.8,250,0.2,"main",0.126439334983572,0,0.126439334983572
81,"unweighted",1000,0,0.124355632197085,0.00297024204394568,0.093927300608623,0.0816021004535556,0.656,0.0150221170279026,0.319874355903577,0.12538565998868,-0.00386837510099713,0.122592248823203,0,0.4,0.3,0.8,250,0.2,"main",0.126439334983572,0,0.126439334983572
82,"sensitivity",1000,0,0.113370878000572,0.00284406418335837,0.0899372063111919,NA,0.965,0.00581162627841812,0.607561953597046,0.115069127394202,-0.0528450094054107,0.0609894548399706,-0.2,0.4,0.3,0.8,250,0.2,"main",0.11440694512666,-0.0491902441907718,0.0652167009358879
82,"weighted",1000,0,-0.00169868862772776,0.0026878189590039,0.0849962984863505,0.0837830139933537,0.941,0.00745110730026082,0.328423379886377,0.115069127394202,-0.0528450094054107,0.0609894548399706,-0.2,0.4,0.3,0.8,250,0.2,"main",0.11440694512666,-0.0491902441907718,0.0652167009358879
82,"unweighted",1000,0,0.113370878000572,0.00284406418335837,0.0899372063111919,0.0834918140895699,0.702,0.0144636095080032,0.327281897238942,0.115069127394202,-0.0528450094054107,0.0609894548399706,-0.2,0.4,0.3,0.8,250,0.2,"main",0.11440694512666,-0.0491902441907718,0.0652167009358879
82,"borrowed",1000,0,-0.00125084441729918,0.00288205716867104,0.0911386499981655,0.0839377472000938,0.931,0.00801492358042171,0.329029922911223,0.115069127394202,-0.0528450094054107,0.0609894548399706,-0.2,0.4,0.3,0.8,250,0.2,"main",0.11440694512666,-0.0491902441907718,0.0652167009358879
83,"unweighted",1000,0,0.0983616478114687,0.00300434735992581,0.0950058053967925,0.0859689336790725,0.767,0.0133682833602524,0.336992027600589,0.100961173700206,-0.10436331029904,-0.00375767886048162,-0.4,0.4,0.3,0.8,250,0.2,"main",0.100925918589961,-0.100925918589961,0
83,"weighted",1000,0,-0.00173062413909882,0.00279177083218804,0.0882835453493791,0.0825749971835781,0.935,0.0077958322198467,0.323688041006619,0.100961173700206,-0.10436331029904,-0.00375767886048162,-0.4,0.4,0.3,0.8,250,0.2,"main",0.100925918589961,-0.100925918589961,0
83,"borrowed",1000,0,-0.000944483785370249,0.00293820789952091,0.0929142920158524,0.0826841817235543,0.905,0.00927227048785787,0.324116036538663,0.100961173700206,-0.10436331029904,-0.00375767886048162,-0.4,0.4,0.3,0.8,250,0.2,"main",0.100925918589961,-0.100925918589961,0
83,"sensitivity",1000,0,0.0983616478114687,0.00300434735992581,0.0950058053967925,NA,0.971,0.00530650544143696,0.618060455550433,0.100961173700206,-0.10436331029904,-0.00375767886048162,-0.4,0.4,0.3,0.8,250,0.2,"main",0.100925918589961,-0.100925918589961,0
84,"borrowed",1000,0,-0.00336500604871832,0.00281724012156144,0.0890889549974379,0.0816722751888285,0.927,0.00822623850857729,0.320149435811096,0.0849996953369687,-0.157776242115452,-0.0746318156305396,-0.6,0.4,0.3,0.8,250,0.2,"main",0.0857164051312013,-0.155484902840395,-0.0697684977091937
84,"unweighted",1000,0,0.0818078060680173,0.0030124581291024,0.0952622904385315,0.0886360145497511,0.823,0.0120694241784768,0.347446792501361,0.0849996953369687,-0.157776242115452,-0.0746318156305396,-0.6,0.4,0.3,0.8,250,0.2,"main",0.0857164051312013,-0.155484902840395,-0.0697684977091937
84,"sensitivity",1000,0,0.0818078060680173,0.0030124581291024,0.0952622904385315,NA,0.986,0.00371537346709587,0.627771210468488,0.0849996953369687,-0.157776242115452,-0.0746318156305396,-0.6,0.4,0.3,0.8,250,0.2,"main",0.0857164051312013,-0.155484902840395,-0.0697684977091937
84,"weighted",1000,0,-0.00181404130689797,0.00269333141510087,0.0851706176540317,0.0815471489591774,0.944,0.00727076337120113,0.319658950003821,0.0849996953369687,-0.157776242115452,-0.0746318156305396,-0.6,0.4,0.3,0.8,250,0.2,"main",0.0857164051312013,-0.155484902840395,-0.0697684977091937
85,"sensitivity",1000,0,-0.00312097492013748,0.00326112144492913,0.103125714923954,NA,0.999,0.000999499874937461,0.968250853710965,-0.00110620890193027,-0.00180370591233203,-0.00440930294934783,0,0,0.6,0.8,250,0.2,"main",0,0,0
85,"borrowed",1000,0,-0.00293950417742479,0.00347982198141198,0.11004163313182,0.0841307035795894,0.868,0.0107040179372047,0.32978629802002,-0.00110620890193027,-0.00180370591233203,-0.00440930294934783,0,0,0.6,0.8,250,0.2,"main",0,0,0
85,"weighted",1000,0,-0.00162665727849812,0.00287207695081488,0.090823047798464,0.0840687366849359,0.94,0.00750999334220744,0.329543392256511,-0.00110620890193027,-0.00180370591233203,-0.00440930294934783,0,0,0.6,0.8,250,0.2,"main",0,0,0
