"cell","ratio","skew","floor_mass","m","method","n","truth_mean","truth_near","truth_tail","bias_mean","mcse_mean","rmse_mean","bias_near","mcse_near","rmse_near","bias_tail","mcse_tail","rmse_tail"
18,2,"none",0.1,1,"tobit",1000,6.31005429011504,0.1665175,0.287205,-0.0488727516895532,0.0339767947538786,1.07501474642126,-0.000197527717167776,0.00109343727695225,0.0345607941278722,-0.0032875045996425,0.00108265116256476,0.0343768685711145
18,2,"none",0.1,1,"normal_pooled",1000,6.31005429011504,0.1665175,0.287205,-0.194478457606058,0.0328670180437683,1.05687393036593,0.0580380365171165,0.0010197344468617,0.0663869879308918,-0.0836130773491767,0.00125089959017387,0.0924896304388327
18,2,"none",0.1,1,"normal_arm_sd",1000,6.31005429011504,0.1665175,0.287205,-0.194478457606058,0.0328670180437683,1.05687393036593,0.0312458882981935,0.0011253992035062,0.047345141032933,0.00311164573384205,0.00111948529396838,0.035520084674181
19,1,"moderate",0.1,1,"normal_arm_sd",1000,5.98025830344571,0.259335,0.210965,0.0158983104731151,0.0220617350170755,0.697485618552519,-0.0136851806923051,0.000892307121269176,0.0313480455092507,0.0197069967291787,0.000987800495881158,0.0369207230417723
19,1,"moderate",0.1,1,"logistic_responder",1000,5.98025830344571,0.259335,0.210965,0.0158983104731151,0.0220617350170755,0.697485618552519,0.00039917091954039,0.00126058010904617,0.0398451061804902,-0.00503203009676116,0.00156282176680787,0.0496516947326913
19,1,"moderate",0.1,1,"tobit",1000,5.98025830344571,0.259335,0.210965,-0.0280971175451603,0.0230794050050189,0.73001077010182,-0.0277316106941214,0.000834179741441888,0.0382648953596025,0.0140118427879771,0.00103862468461364,0.0356930558031708
19,1,"moderate",0.1,1,"normal_pooled",1000,5.98025830344571,0.259335,0.210965,0.0158983104731151,0.0220617350170755,0.697485618552519,-0.0131906109124448,0.000934477037395087,0.0323475857264308,0.0181019005267654,0.000881000088680785,0.0332124042758155
20,2,"moderate",0.1,1,"normal_pooled",1000,6.13008058083546,0.157245,0.2435375,-0.189336888620257,0.0348438909716805,1.1174663747517,0.0491028906483009,0.000980336833620999,0.0580619765170433,-0.0545712750545672,0.00122683144920913,0.0669450098995065
20,2,"moderate",0.1,1,"normal_arm_sd",1000,6.13008058083546,0.157245,0.2435375,-0.189336888620257,0.0348438909716805,1.1174663747517,0.0136840152785407,0.00106262495760518,0.0362669946765407,0.0402654467458567,0.00122981514644284,0.0559664100221662
20,2,"moderate",0.1,1,"logistic_responder",1000,6.13008058083546,0.157245,0.2435375,-0.189336888620257,0.0348438909716805,1.1174663747517,0.000111834357351447,0.00141413425458439,0.0446966265082998,-0.0052705619797191,0.00164149243361045,0.0521496091622251
