"margin","link","gamma","r","n","label","mean","sd","truth_family","truth","error","rmse"
"normal","identity",0.3,0.6,4096,"identity:0.3",-0.5,5.86313890346493e-17,"clayton",-0.5,0,5.86313890346493e-17
"normal","identity",0.3,0.6,4096,"identity:0.3",-0.5,5.86313890346493e-17,"t3",-0.5,0,5.86313890346493e-17
"normal","log",0.15,0.6,1024,"log:0.15",0.0618106482578634,0.0379376091404217,"t3",0.144504822340553,-0.0790322962997237,0.0909812541928808
"normal","log",0.15,0.6,1024,"log:0.15",0.0618106482578634,0.0379376091404217,"gauss",0.0654725260408291,0,0.0381139283751857
"normal","log",0.15,0.6,1024,"log:0.15",0.0618106482578634,0.0379376091404217,"clayton",-0.0848982891693126,0.150370815210142,0.15153473036998
"normal","log",0.15,0.6,1024,"log:0.15",0.0618106482578634,0.0379376091404217,"gumbel",0.209766425809287,-0.144293899768458,0.152742182445249
"normal","log",0.15,0.6,4096,"log:0.15",0.0684249006978847,0.0206072391706376,"t3",0.144504822340553,-0.0790322962997237,0.078821398004542
"normal","log",0.15,0.6,4096,"log:0.15",0.0684249006978847,0.0206072391706376,"gauss",0.0654725260408291,0,0.0208176565047914
"normal","log",0.15,0.6,4096,"log:0.15",0.0684249006978847,0.0206072391706376,"clayton",-0.0848982891693126,0.150370815210142,0.154701838571132
"normal","log",0.15,0.6,4096,"log:0.15",0.0684249006978847,0.0206072391706376,"gumbel",0.209766425809287,-0.144293899768458,0.142835867439005
"normal","log",0.15,0.6,64,"log:0.15",0.0386192235486804,0.138830580780638,"t3",0.144504822340553,-0.0790322962997237,0.174601518296384
"normal","log",0.15,0.6,64,"log:0.15",0.0386192235486804,0.138830580780638,"gauss",0.0654725260408291,0,0.141403783593736
"normal","log",0.15,0.6,64,"log:0.15",0.0386192235486804,0.138830580780638,"clayton",-0.0848982891693126,0.150370815210142,0.18582385774687
"normal","log",0.15,0.6,64,"log:0.15",0.0386192235486804,0.138830580780638,"gumbel",0.209766425809287,-0.144293899768458,0.220375350258422
"normal","log",0.15,0.6,256,"log:0.15",0.0528229408930431,0.0782938168272243,"t3",0.144504822340553,-0.0790322962997237,0.120563216360257
"normal","log",0.15,0.6,256,"log:0.15",0.0528229408930431,0.0782938168272243,"gauss",0.0654725260408291,0,0.0793091026161943
"normal","log",0.15,0.6,256,"log:0.15",0.0528229408930431,0.0782938168272243,"clayton",-0.0848982891693126,0.150370815210142,0.158420513076001
"normal","log",0.15,0.6,256,"log:0.15",0.0528229408930431,0.0782938168272243,"gumbel",0.209766425809287,-0.144293899768458,0.175388651887829
"normal","log",0.3,0.6,64,"log:0.3",0.678504161860146,0.306524586304156,"gumbel",1.13108103802845,-0.354991070178234,0.546610602578467
"normal","log",0.3,0.6,64,"log:0.3",0.678504161860146,0.306524586304156,"clayton",0.405887588624545,0.370202379225669,0.410215940708861
"normal","log",0.3,0.6,64,"log:0.3",0.678504161860146,0.306524586304156,"gauss",0.776089967850214,0,0.32168355808102
"normal","log",0.3,0.6,64,"log:0.3",0.678504161860146,0.306524586304156,"t3",0.998326509180923,-0.222236541330709,0.442993968192238
"normal","log",0.3,0.6,256,"log:0.3",0.729157318267469,0.194813804243657,"gumbel",1.13108103802845,-0.354991070178234,0.446648737634385
"normal","log",0.3,0.6,256,"log:0.3",0.729157318267469,0.194813804243657,"clayton",0.405887588624545,0.370202379225669,0.377433088675722
"normal","log",0.3,0.6,256,"log:0.3",0.729157318267469,0.194813804243657,"gauss",0.776089967850214,0,0.200387354692712
"normal","log",0.3,0.6,256,"log:0.3",0.729157318267469,0.194813804243657,"t3",0.998326509180923,-0.222236541330709,0.332271683507472
"normal","log",0.3,0.6,1024,"log:0.3",0.759644190995598,0.107940331674866,"gumbel",1.13108103802845,-0.354991070178234,0.386802852284967
"normal","log",0.3,0.6,1024,"log:0.3",0.759644190995598,0.107940331674866,"clayton",0.405887588624545,0.370202379225669,0.369857876654251
"normal","log",0.3,0.6,1024,"log:0.3",0.759644190995598,0.107940331674866,"gauss",0.776089967850214,0,0.10918598251805
"normal","log",0.3,0.6,1024,"log:0.3",0.759644190995598,0.107940331674866,"t3",0.998326509180923,-0.222236541330709,0.261954889659271
"normal","log",0.3,0.6,4096,"log:0.3",0.783527278814586,0.0663486411397552,"gumbel",1.13108103802845,-0.354991070178234,0.353830125518985
"normal","log",0.3,0.6,4096,"log:0.3",0.783527278814586,0.0663486411397552,"clayton",0.405887588624545,0.370202379225669,0.383423887868143
"normal","log",0.3,0.6,4096,"log:0.3",0.783527278814586,0.0663486411397552,"gauss",0.776089967850214,0,0.0667641803325165
"normal","log",0.3,0.6,4096,"log:0.3",0.783527278814586,0.0663486411397552,"t3",0.998326509180923,-0.222236541330709,0.224812925667237
"normal","logit",0.15,0.6,64,"logit:0.15",-0.257130464192877,0.0103400482150839,"gauss",-0.257547082801909,0,0.0103484379572789
"normal","logit",0.15,0.6,64,"logit:0.15",-0.257130464192877,0.0103400482150839,"clayton",-0.254670672973224,-0.00287640982868476,0.0106286015041746
"normal","logit",0.15,0.6,64,"logit:0.15",-0.257130464192877,0.0103400482150839,"gumbel",-0.262316224206597,0.00476914140468826,0.0115675712234746
"normal","logit",0.15,0.6,64,"logit:0.15",-0.257130464192877,0.0103400482150839,"t3",-0.264640664000533,0.00709358119862408,0.0127796595510669
"normal","logit",0.15,0.6,256,"logit:0.15",-0.257323665224584,0.00355124538718708,"gauss",-0.257547082801909,0,0.00355826632138114
"normal","logit",0.15,0.6,256,"logit:0.15",-0.257323665224584,0.00355124538718708,"clayton",-0.254670672973224,-0.00287640982868476,0.0044327995314241
"normal","logit",0.15,0.6,256,"logit:0.15",-0.257323665224584,0.00355124538718708,"gumbel",-0.262316224206597,0.00476914140468826,0.00612674375087585
"normal","logit",0.15,0.6,256,"logit:0.15",-0.257323665224584,0.00355124538718708,"t3",-0.264640664000533,0.00709358119862408,0.00813325364705027
"normal","logit",0.15,0.6,1024,"logit:0.15",-0.257534320411712,0.000992813719111273,"gauss",-0.257547082801909,0,0.000992895744506491
"normal","logit",0.15,0.6,1024,"logit:0.15",-0.257534320411712,0.000992813719111273,"clayton",-0.254670672973224,-0.00287640982868476,0.00303086715855618
"normal","logit",0.15,0.6,1024,"logit:0.15",-0.257534320411712,0.000992813719111273,"gumbel",-0.262316224206597,0.00476914140468826,0.00488387991093059
"normal","logit",0.15,0.6,1024,"logit:0.15",-0.257534320411712,0.000992813719111273,"t3",-0.264640664000533,0.00709358119862408,0.00717536049848598
"normal","logit",0.15,0.6,4096,"logit:0.15",-0.257560273503095,0.000313677294375151,"gauss",-0.257547082801909,0,0.000313954518368972
"normal","logit",0.15,0.6,4096,"logit:0.15",-0.257560273503095,0.000313677294375151,"clayton",-0.254670672973224,-0.00287640982868476,0.00290657610725015
"normal","logit",0.15,0.6,4096,"logit:0.15",-0.257560273503095,0.000313677294375151,"gumbel",-0.262316224206597,0.00476914140468826,0.00476628372415528
"normal","logit",0.15,0.6,4096,"logit:0.15",-0.257560273503095,0.000313677294375151,"t3",-0.264640664000533,0.00709358119862408,0.0070873353978217
"normal","logit",0.3,0.6,1024,"logit:0.3",-0.14280414285476,0.00137203382096645,"clayton",-0.12315881924813,-0.0195071235178162,0.0196931769000101
"normal","logit",0.3,0.6,1024,"logit:0.3",-0.14280414285476,0.00137203382096645,"t3",-0.153857684409133,0.0111917416431866,0.01113836871809
"normal","logit",0.3,0.6,1024,"logit:0.3",-0.14280414285476,0.00137203382096645,"gumbel",-0.158118976755212,0.0154530339892661,0.0153761703360853
"normal","logit",0.3,0.6,1024,"logit:0.3",-0.14280414285476,0.00137203382096645,"gauss",-0.142665942765946,0,0.00137897645753073
"normal","logit",0.3,0.6,4096,"logit:0.3",-0.142771228423053,0.000445149932447355,"clayton",-0.12315881924813,-0.0195071235178162,0.019617460388821
"normal","logit",0.3,0.6,4096,"logit:0.3",-0.142771228423053,0.000445149932447355,"t3",-0.153857684409133,0.0111917416431866,0.0110953893484477
"normal","logit",0.3,0.6,4096,"logit:0.3",-0.142771228423053,0.000445149932447355,"gumbel",-0.158118976755212,0.0154530339892661,0.0153542025950437
"normal","logit",0.3,0.6,4096,"logit:0.3",-0.142771228423053,0.000445149932447355,"gauss",-0.142665942765946,0,0.000457431450547884
"normal","logit",0.3,0.6,64,"logit:0.3",-0.141951747460705,0.0140508941406397,"clayton",-0.12315881924813,-0.0195071235178162,0.0234649052193794
"normal","logit",0.3,0.6,64,"logit:0.3",-0.141951747460705,0.0140508941406397,"t3",-0.153857684409133,0.0111917416431866,0.01841681190574
"normal","logit",0.3,0.6,64,"logit:0.3",-0.141951747460705,0.0140508941406397,"gumbel",-0.158118976755212,0.0154530339892661,0.0214197789253911
"normal","logit",0.3,0.6,64,"logit:0.3",-0.141951747460705,0.0140508941406397,"gauss",-0.142665942765946,0,0.0140690334097795
"normal","logit",0.3,0.6,256,"logit:0.3",-0.142379150311566,0.00517449242899007,"clayton",-0.12315881924813,-0.0195071235178162,0.019904685329986
"normal","logit",0.3,0.6,256,"logit:0.3",-0.142379150311566,0.00517449242899007,"t3",-0.153857684409133,0.0111917416431866,0.0125909537735107
"normal","logit",0.3,0.6,256,"logit:0.3",-0.142379150311566,0.00517449242899007,"gumbel",-0.158118976755212,0.0154530339892661,0.0165685698952497
"normal","logit",0.3,0.6,256,"logit:0.3",-0.142379150311566,0.00517449242899007,"gauss",-0.142665942765946,0,0.00518243396576983
