"margin","r","link","gamma","truth_family","recon","truth","error","mcse","env_lo","env_hi","contained"
"beta",0.3,"logit",0.15,"gumbel","sclayton",-0.307152379707994,0.00339130922214337,0.000262302194972444,-0.307152379707994,-0.28870229600543,TRUE
"beta",0.3,"logit",0.15,"clayton","sgumbel",-0.28870229600543,-0.00367644185313143,0.000179190172612942,-0.307152379707994,-0.28870229600543,TRUE
"beta",0.3,"logit",0.15,"t3","clayton",-0.304288611594595,0.0155863155891655,0.000105331207638069,-0.307152379707994,-0.28870229600543,TRUE
"beta",0.3,"logit",0.15,"clayton","gauss_uncal",-0.28870229600543,-0.00626423230878109,0.000245157785439887,-0.307152379707994,-0.28870229600543,TRUE
"beta",0.3,"logit",0.15,"gumbel","clayton",-0.307152379707994,0.0184500837025648,0.000197576943673901,-0.307152379707994,-0.28870229600543,TRUE
"beta",0.3,"logit",0.15,"clayton","sclayton",-0.28870229600543,-0.0150587744804215,0.000222852846968028,-0.307152379707994,-0.28870229600543,TRUE
"beta",0.3,"logit",0.15,"gauss","gauss",-0.294202286029612,0,9.90173882272756e-05,-0.307152379707994,-0.28870229600543,TRUE
"beta",0.3,"logit",0.3,"clayton","gauss",-0.179466515958866,-0.0180536200900751,0.000162310153646566,-0.223569904325887,-0.179466515958866,TRUE
"beta",0.3,"logit",0.3,"gauss","gumbel",-0.197520136048942,-0.0260497682769458,0.000314274920444301,-0.223569904325887,-0.179466515958866,TRUE
"beta",0.3,"logit",0.3,"gauss","clayton",-0.197520136048942,0.0180536200900751,0.000162310153646566,-0.223569904325887,-0.179466515958866,TRUE
"beta",0.3,"logit",0.3,"gauss","sgumbel",-0.197520136048942,0.00926099062990152,0.000184628578942852,-0.223569904325887,-0.179466515958866,TRUE
"beta",0.3,"logit",0.3,"clayton","gumbel",-0.179466515958866,-0.044103388367021,0.000307324193782755,-0.223569904325887,-0.179466515958866,TRUE
"beta",0.3,"logit",0.3,"gauss","sclayton",-0.197520136048942,-0.022017074662169,0.000361868604275393,-0.223569904325887,-0.179466515958866,TRUE
"beta",0.3,"logit",0.3,"gauss","gauss",-0.197520136048942,0,0.000175114681031668,-0.223569904325887,-0.179466515958866,TRUE
