"cell","gu","p_t","delta","bstar","dir","q","width","n","excluded","flip","fr_grid","ff_grid","fr_prob","ff_prob","fr_none","ff_none","qba_mc_disagree"
11,0.5,0.7,-0.1,0.188320960547489,"symmetric",0.1,0.15,2000,0.105,0.4145,0.0060313630880579,0.353543979504697,0,0.766865926558497,1,0,0.01
12,1,0.7,-0.1,0.372194219158153,"symmetric",0.1,0.15,2000,0.106,0.6525,0.00689655172413793,0.559712230215827,0,0.837410071942446,1,0,0.004
13,0.5,0.3,0.1,0,"symmetric",0.1,0.15,2000,0.099,0,NA,0.505,NA,0.869,1,0,0.012
14,1,0.3,0.1,0,"symmetric",0.1,0.15,2000,0.087,0,NA,0.501,NA,0.882,1,0,0.013
15,0.5,0.5,0.1,0.0948723917686763,"symmetric",0.1,0.15,2000,0.1095,0.165,0.0151515151515152,0.437125748502994,0,0.849700598802395,1,0,0.0125
16,1,0.5,0.1,0.186853393580291,"symmetric",0.1,0.15,2000,0.0995,0.2545,0.0117878192534381,0.450704225352113,0,0.831656606304494,1,0,0.0155
17,0.5,0.7,0.1,0.188320960547489,"symmetric",0.1,0.15,2000,0.0995,0.2415,0.010351966873706,0.438365194462755,0,0.825313117996045,1,0,0.0095
18,1,0.7,0.1,0.372194219158153,"symmetric",0.1,0.15,2000,0.106,0.282,0.0124113475177305,0.464484679665738,0,0.834261838440111,1,0,0.0045
1,0.5,0.3,-0.3,0,"understated",0.1,0.15,2000,0.0935,0,NA,0.239,NA,0.6025,1,0,0.0225
2,1,0.3,-0.3,0,"understated",0.1,0.15,2000,0.1015,0,NA,0.2505,NA,0.6195,1,0,0.024
3,0.5,0.5,-0.3,0.0948723917686763,"understated",0.1,0.15,2000,0.1045,0.1035,0.0193236714975845,0.295593976575572,0,0.713887339654211,1,0,0.019
4,1,0.5,-0.3,0.186853393580291,"understated",0.1,0.15,2000,0.1005,0.256,0.005859375,0.168682795698925,0,0.665322580645161,1,0,0.02
5,0.5,0.7,-0.3,0.188320960547489,"understated",0.1,0.15,2000,0.098,0.235,0.0170212765957447,0.152287581699346,0,0.662091503267974,1,0,0.0205
6,1,0.7,-0.3,0.372194219158153,"understated",0.1,0.15,2000,0.104,0.6615,0.00453514739229025,0.0974889217134417,0,0.301329394387001,1,0,0.0095
7,0.5,0.3,-0.1,0,"understated",0.1,0.15,2000,0.1015,0,NA,0.501,NA,0.8665,1,0,0.0165
8,1,0.3,-0.1,0,"understated",0.1,0.15,2000,0.105,0,NA,0.527,NA,0.8695,1,0,0.0105
9,0.5,0.5,-0.1,0.0948723917686763,"understated",0.1,0.15,2000,0.095,0.203,0.041871921182266,0.483688833124216,0,0.898368883312422,1,0,0.0115
10,1,0.5,-0.1,0.186853393580291,"understated",0.1,0.15,2000,0.1025,0.432,0.0196759259259259,0.32306338028169,0,0.874119718309859,1,0,0.0105
11,0.5,0.7,-0.1,0.188320960547489,"understated",0.1,0.15,2000,0.088,0.4145,0.0289505428226779,0.296327924850555,0,0.881298035866781,1,0,0.0095
12,1,0.7,-0.1,0.372194219158153,"understated",0.1,0.15,2000,0.102,0.6525,0.0130268199233716,0.385611510791367,0,0.828776978417266,1,0,0.0085
13,0.5,0.3,0.1,0,"understated",0.1,0.15,2000,0.0985,0,NA,0.507,NA,0.8595,1,0,0.013
14,1,0.3,0.1,0,"understated",0.1,0.15,2000,0.095,0,NA,0.5185,NA,0.876,1,0,0.0115
15,0.5,0.5,0.1,0.0948723917686763,"understated",0.1,0.15,2000,0.1065,0.165,0.0424242424242424,0.313173652694611,0,0.764670658682635,1,0,0.02
16,1,0.5,0.1,0.186853393580291,"understated",0.1,0.15,2000,0.0975,0.2545,0.0530451866404715,0.272971160295104,0,0.761904761904762,1,0,0.016
17,0.5,0.7,0.1,0.188320960547489,"understated",0.1,0.15,2000,0.088,0.2415,0.0248447204968944,0.273566249176005,0,0.752801582069875,1,0,0.0175
18,1,0.7,0.1,0.372194219158153,"understated",0.1,0.15,2000,0.093,0.282,0.0159574468085106,0.243036211699164,0,0.722841225626741,1,0,0.0185
1,0.5,0.3,-0.3,0,"symmetric",0.3,0.15,2000,0.293,0,NA,0.2655,NA,0.5745,1,0,0.0215
2,1,0.3,-0.3,0,"symmetric",0.3,0.15,2000,0.3105,0,NA,0.284,NA,0.596,1,0,0.021
3,0.5,0.5,-0.3,0.0948723917686763,"symmetric",0.3,0.15,2000,0.3055,0.1035,0.0676328502415459,0.244283324037925,0,0.556609035136643,1,0,0.021
4,1,0.5,-0.3,0.186853393580291,"symmetric",0.3,0.15,2000,0.301,0.256,0.03125,0.175403225806452,0.001953125,0.483198924731183,1,0,0.0185
5,0.5,0.7,-0.3,0.188320960547489,"symmetric",0.3,0.15,2000,0.299,0.235,0.0382978723404255,0.16797385620915,0,0.473856209150327,1,0,0.014
6,1,0.7,-0.3,0.372194219158153,"symmetric",0.3,0.15,2000,0.2945,0.6615,0.0143613000755858,0.132939438700148,0.000755857898715042,0.290989660265879,1,0,0.005
7,0.5,0.3,-0.1,0,"symmetric",0.3,0.15,2000,0.284,0,NA,0.486,NA,0.817,1,0,0.012
8,1,0.3,-0.1,0,"symmetric",0.3,0.15,2000,0.294,0,NA,0.495,NA,0.8155,1,0,0.0125
9,0.5,0.5,-0.1,0.0948723917686763,"symmetric",0.3,0.15,2000,0.2965,0.203,0.083743842364532,0.419071518193225,0.00492610837438424,0.772898368883312,1,0,0.016
10,1,0.5,-0.1,0.186853393580291,"symmetric",0.3,0.15,2000,0.3075,0.432,0.0497685185185185,0.397887323943662,0.00231481481481481,0.756161971830986,1,0,0.0075
11,0.5,0.7,-0.1,0.188320960547489,"symmetric",0.3,0.15,2000,0.313,0.4145,0.0579010856453559,0.390264730999146,0.00241254523522316,0.730145175064048,1,0,0.0105
12,1,0.7,-0.1,0.372194219158153,"symmetric",0.3,0.15,2000,0.309,0.6525,0.0375478927203065,0.515107913669065,0.0053639846743295,0.78705035971223,1,0,0.005
13,0.5,0.3,0.1,0,"symmetric",0.3,0.15,2000,0.282,0,NA,0.4835,NA,0.813,1,0,0.0145
14,1,0.3,0.1,0,"symmetric",0.3,0.15,2000,0.2885,0,NA,0.498,NA,0.829,1,0,0.015
15,0.5,0.5,0.1,0.0948723917686763,"symmetric",0.3,0.15,2000,0.2915,0.165,0.0787878787878788,0.437724550898204,0.00303030303030303,0.788622754491018,1,0,0.0085
16,1,0.5,0.1,0.186853393580291,"symmetric",0.3,0.15,2000,0.296,0.2545,0.0844793713163065,0.434607645875252,0.00589390962671906,0.786049631120054,1,0,0.0105
17,0.5,0.7,0.1,0.188320960547489,"symmetric",0.3,0.15,2000,0.284,0.2415,0.0703933747412008,0.460118655240606,0,0.774555042847726,1,0,0.0095
18,1,0.7,0.1,0.372194219158153,"symmetric",0.3,0.15,2000,0.3075,0.282,0.0514184397163121,0.450557103064067,0.00177304964539007,0.763927576601671,1,0,0.0065
1,0.5,0.3,-0.3,0,"understated",0.3,0.15,2000,0.31,0,NA,0.275,NA,0.5955,1,0,0.024
2,1,0.3,-0.3,0,"understated",0.3,0.15,2000,0.2995,0,NA,0.281,NA,0.605,1,0,0.022
3,0.5,0.5,-0.3,0.0948723917686763,"understated",0.3,0.15,2000,0.2855,0.1035,0.173913043478261,0.363078639152259,0,0.771332961517011,1,0,0.017
4,1,0.5,-0.3,0.186853393580291,"understated",0.3,0.15,2000,0.31,0.256,0.0859375,0.266801075268817,0.005859375,0.745967741935484,1,0,0.0135
5,0.5,0.7,-0.3,0.188320960547489,"understated",0.3,0.15,2000,0.297,0.235,0.112765957446809,0.255555555555556,0.0106382978723404,0.730718954248366,1,0,0.018
6,1,0.7,-0.3,0.372194219158153,"understated",0.3,0.15,2000,0.315,0.6615,0.0377928949357521,0.107828655834564,0,0.446085672082718,1,0,0.0085
7,0.5,0.3,-0.1,0,"understated",0.3,0.15,2000,0.3085,0,NA,0.4925,NA,0.821,1,0,0.014
8,1,0.3,-0.1,0,"understated",0.3,0.15,2000,0.268,0,NA,0.501,NA,0.8465,1,0,0.007
9,0.5,0.5,-0.1,0.0948723917686763,"understated",0.3,0.15,2000,0.3015,0.203,0.184729064039409,0.501254705144291,0.00985221674876847,0.864491844416562,1,0,0.01
10,1,0.5,-0.1,0.186853393580291,"understated",0.3,0.15,2000,0.298,0.432,0.116898148148148,0.346830985915493,0.0127314814814815,0.850352112676056,1,0,0.0065
11,0.5,0.7,-0.1,0.188320960547489,"understated",0.3,0.15,2000,0.3145,0.4145,0.102533172496984,0.36464560204953,0.00482509047044632,0.85397096498719,1,0,0.011
12,1,0.7,-0.1,0.372194219158153,"understated",0.3,0.15,2000,0.298,0.6525,0.0720306513409962,0.279136690647482,0.00383141762452107,0.768345323741007,1,0,0.009
13,0.5,0.3,0.1,0,"understated",0.3,0.15,2000,0.3055,0,NA,0.4715,NA,0.8075,1,0,0.0145
14,1,0.3,0.1,0,"understated",0.3,0.15,2000,0.312,0,NA,0.5045,NA,0.8295,1,0,0.0085
15,0.5,0.5,0.1,0.0948723917686763,"understated",0.3,0.15,2000,0.3135,0.165,0.190909090909091,0.247904191616766,0.00606060606060606,0.661676646706587,1,0,0.017
16,1,0.5,0.1,0.186853393580291,"understated",0.3,0.15,2000,0.302,0.2545,0.111984282907662,0.187122736418511,0.00589390962671906,0.660630449362844,1,0,0.0185
17,0.5,0.7,0.1,0.188320960547489,"understated",0.3,0.15,2000,0.297,0.2415,0.140786749482402,0.210283454185893,0.0082815734989648,0.655899802241266,1,0,0.0185
18,1,0.7,0.1,0.372194219158153,"understated",0.3,0.15,2000,0.299,0.282,0.120567375886525,0.170612813370474,0.00886524822695036,0.621866295264624,1,0,0.0195
1,0.5,0.3,-0.3,0,"zero",-1,0.3,2000,0,0,NA,0.538,NA,0.773,1,0,0.018
2,1,0.3,-0.3,0,"zero",-1,0.3,2000,0,0,NA,0.569,NA,0.797,1,0,0.0205
3,0.5,0.5,-0.3,0.0948723917686763,"zero",-1,0.3,2000,0,0.1035,0,0.706079196876743,0,0.895147796988288,1,0,0.0145
4,1,0.5,-0.3,0.186853393580291,"zero",-1,0.3,2000,0,0.256,0,0.841397849462366,0,0.952956989247312,1,0,0.0055
5,0.5,0.7,-0.3,0.188320960547489,"zero",-1,0.3,2000,0,0.235,0,0.820915032679739,0,0.950326797385621,1,0,0.0045
6,1,0.7,-0.3,0.372194219158153,"zero",-1,0.3,2000,1,0.6615,0.102040816326531,0.794682422451994,0,0.884785819793205,1,0,0.004
7,0.5,0.3,-0.1,0,"zero",-1,0.3,2000,0,0,NA,0.862,NA,0.963,1,0,0.008
8,1,0.3,-0.1,0,"zero",-1,0.3,2000,0,0,NA,0.871,NA,0.9635,1,0,0.0075
9,0.5,0.5,-0.1,0.0948723917686763,"zero",-1,0.3,2000,0,0.203,0,0.885194479297365,0,0.966750313676286,1,0,0.0045
10,1,0.5,-0.1,0.186853393580291,"zero",-1,0.3,2000,0,0.432,0,0.761443661971831,0,0.931338028169014,1,0,0.0055
11,0.5,0.7,-0.1,0.188320960547489,"zero",-1,0.3,2000,0,0.4145,0,0.782237403928266,0,0.95730145175064,1,0,0.0035
12,1,0.7,-0.1,0.372194219158153,"zero",-1,0.3,2000,1,0.6525,0.25823754789272,0.141007194244604,0,0.349640287769784,1,0,0.028
13,0.5,0.3,0.1,0,"zero",-1,0.3,2000,0,0,NA,0.8655,NA,0.958,1,0,0.005
14,1,0.3,0.1,0,"zero",-1,0.3,2000,0,0,NA,0.878,NA,0.963,1,0,0.006
15,0.5,0.5,0.1,0.0948723917686763,"zero",-1,0.3,2000,0,0.165,0,0.673053892215569,0,0.879041916167665,1,0,0.01
16,1,0.5,0.1,0.186853393580291,"zero",-1,0.3,2000,0,0.2545,0,0.422535211267606,0,0.71830985915493,1,0,0.023
17,0.5,0.7,0.1,0.188320960547489,"zero",-1,0.3,2000,0,0.2415,0,0.425181278839815,0,0.699406723796968,1,0,0.0215
18,1,0.7,0.1,0.372194219158153,"zero",-1,0.3,2000,1,0.282,0.429078014184397,0.00417827298050139,0,0.106545961002786,1,0,0.0325
1,0.5,0.3,-0.3,0,"symmetric",0,0.3,2000,0,0,NA,0.538,NA,0.773,1,0,0.0205
2,1,0.3,-0.3,0,"symmetric",0,0.3,2000,0,0,NA,0.569,NA,0.797,1,0,0.0255
3,0.5,0.5,-0.3,0.0948723917686763,"symmetric",0,0.3,2000,0,0.1035,0,0.495817066369214,0,0.746235359732292,1,0,0.0185
4,1,0.5,-0.3,0.186853393580291,"symmetric",0,0.3,2000,0,0.256,0,0.410618279569892,0,0.713709677419355,1,0,0.022
5,0.5,0.7,-0.3,0.188320960547489,"symmetric",0,0.3,2000,0,0.235,0,0.396732026143791,0,0.712418300653595,1,0,0.0225
6,1,0.7,-0.3,0.372194219158153,"symmetric",0,0.3,2000,0,0.6615,0,0.165435745937962,0,0.332348596750369,1,0,0.02
7,0.5,0.3,-0.1,0,"symmetric",0,0.3,2000,0,0,NA,0.862,NA,0.963,1,0,0.0045
8,1,0.3,-0.1,0,"symmetric",0,0.3,2000,0,0,NA,0.871,NA,0.9635,1,0,0.0055
9,0.5,0.5,-0.1,0.0948723917686763,"symmetric",0,0.3,2000,0,0.203,0,0.816813048933501,0,0.95357590966123,1,0,0.008
10,1,0.5,-0.1,0.186853393580291,"symmetric",0,0.3,2000,0,0.432,0,0.804577464788732,0,0.948943661971831,1,0,0.0075
11,0.5,0.7,-0.1,0.188320960547489,"symmetric",0,0.3,2000,0,0.4145,0,0.760888129803587,0,0.935098206660974,1,0,0.0085
12,1,0.7,-0.1,0.372194219158153,"symmetric",0,0.3,2000,0,0.6525,0,0.828776978417266,0,0.913669064748201,1,0,0.005
13,0.5,0.3,0.1,0,"symmetric",0,0.3,2000,0,0,NA,0.8655,NA,0.958,1,0,0.0065
14,1,0.3,0.1,0,"symmetric",0,0.3,2000,0,0,NA,0.878,NA,0.963,1,0,0.0065
15,0.5,0.5,0.1,0.0948723917686763,"symmetric",0,0.3,2000,0,0.165,0,0.846107784431138,0,0.953293413173653,1,0,0.0055
16,1,0.5,0.1,0.186853393580291,"symmetric",0,0.3,2000,0,0.2545,0,0.835010060362173,0,0.959087860496311,1,0,0.0055
17,0.5,0.7,0.1,0.188320960547489,"symmetric",0,0.3,2000,0,0.2415,0,0.821357943309163,0,0.941331575477917,1,0,0.0055
18,1,0.7,0.1,0.372194219158153,"symmetric",0,0.3,2000,0,0.282,0,0.822423398328691,0,0.937325905292479,1,0,0.0055
1,0.5,0.3,-0.3,0,"understated",0,0.3,2000,0,0,NA,0.538,NA,0.773,1,0,0.0245
2,1,0.3,-0.3,0,"understated",0,0.3,2000,0,0,NA,0.569,NA,0.797,1,0,0.02
3,0.5,0.5,-0.3,0.0948723917686763,"understated",0,0.3,2000,0,0.1035,0,0.495817066369214,0,0.746235359732292,1,0,0.022
4,1,0.5,-0.3,0.186853393580291,"understated",0,0.3,2000,0,0.256,0,0.410618279569892,0,0.713709677419355,1,0,0.018
5,0.5,0.7,-0.3,0.188320960547489,"understated",0,0.3,2000,0,0.235,0,0.396732026143791,0,0.712418300653595,1,0,0.021
6,1,0.7,-0.3,0.372194219158153,"understated",0,0.3,2000,0,0.6615,0,0.165435745937962,0,0.332348596750369,1,0,0.0205
7,0.5,0.3,-0.1,0,"understated",0,0.3,2000,0,0,NA,0.862,NA,0.963,1,0,0.006
8,1,0.3,-0.1,0,"understated",0,0.3,2000,0,0,NA,0.871,NA,0.9635,1,0,0.004
9,0.5,0.5,-0.1,0.0948723917686763,"understated",0,0.3,2000,0,0.203,0,0.816813048933501,0,0.95357590966123,1,0,0.0045
10,1,0.5,-0.1,0.186853393580291,"understated",0,0.3,2000,0,0.432,0,0.804577464788732,0,0.948943661971831,1,0,0.006
11,0.5,0.7,-0.1,0.188320960547489,"understated",0,0.3,2000,0,0.4145,0,0.760888129803587,0,0.935098206660974,1,0,0.0045
12,1,0.7,-0.1,0.372194219158153,"understated",0,0.3,2000,0,0.6525,0,0.828776978417266,0,0.913669064748201,1,0,0.0055
13,0.5,0.3,0.1,0,"understated",0,0.3,2000,0,0,NA,0.8655,NA,0.958,1,0,0.0055
14,1,0.3,0.1,0,"understated",0,0.3,2000,0,0,NA,0.878,NA,0.963,1,0,0.0045
15,0.5,0.5,0.1,0.0948723917686763,"understated",0,0.3,2000,0,0.165,0,0.846107784431138,0,0.953293413173653,1,0,0.0055
16,1,0.5,0.1,0.186853393580291,"understated",0,0.3,2000,0,0.2545,0,0.835010060362173,0,0.959087860496311,1,0,0.007
17,0.5,0.7,0.1,0.188320960547489,"understated",0,0.3,2000,0,0.2415,0,0.821357943309163,0,0.941331575477917,1,0,0.0075
18,1,0.7,0.1,0.372194219158153,"understated",0,0.3,2000,0,0.282,0,0.822423398328691,0,0.937325905292479,1,0,0.005
1,0.5,0.3,-0.3,0,"symmetric",0.1,0.3,2000,0.1115,0,NA,0.5,NA,0.684,1,0,0.0165
2,1,0.3,-0.3,0,"symmetric",0.1,0.3,2000,0.1185,0,NA,0.5475,NA,0.7225,1,0,0.015
3,0.5,0.5,-0.3,0.0948723917686763,"symmetric",0.1,0.3,2000,0.1045,0.1035,0.0241545893719807,0.486335750139431,0,0.682097044060234,1,0,0.018
4,1,0.5,-0.3,0.186853393580291,"symmetric",0.1,0.3,2000,0.0935,0.256,0.0078125,0.434139784946237,0.001953125,0.61760752688172,1,0,0.0115
5,0.5,0.7,-0.3,0.188320960547489,"symmetric",0.1,0.3,2000,0.0945,0.235,0.0106382978723404,0.426143790849673,0.00212765957446809,0.625490196078431,1,0,0.0125
6,1,0.7,-0.3,0.372194219158153,"symmetric",0.1,0.3,2000,0.0995,0.6615,0.00680272108843537,0.286558345642541,0.00151171579743008,0.453471196454948,1,0,0.0055
7,0.5,0.3,-0.1,0,"symmetric",0.1,0.3,2000,0.1055,0,NA,0.744,NA,0.88,1,0,0.014
8,1,0.3,-0.1,0,"symmetric",0.1,0.3,2000,0.1015,0,NA,0.728,NA,0.861,1,0,0.013
9,0.5,0.5,-0.1,0.0948723917686763,"symmetric",0.1,0.3,2000,0.108,0.203,0.0344827586206897,0.710790464240903,0.00738916256157635,0.842534504391468,1,0,0.0075
10,1,0.5,-0.1,0.186853393580291,"symmetric",0.1,0.3,2000,0.121,0.432,0.0219907407407407,0.680457746478873,0.00115740740740741,0.831866197183099,1,0,0.006
11,0.5,0.7,-0.1,0.188320960547489,"symmetric",0.1,0.3,2000,0.104,0.4145,0.0253317249698432,0.663535439795047,0.00241254523522316,0.824935952177626,1,0,0.005
12,1,0.7,-0.1,0.372194219158153,"symmetric",0.1,0.3,2000,0.102,0.6525,0.0183908045977011,0.749640287769784,0.00229885057471264,0.856115107913669,1,0,0.008
13,0.5,0.3,0.1,0,"symmetric",0.1,0.3,2000,0.108,0,NA,0.7275,NA,0.857,1,0,0.0145
14,1,0.3,0.1,0,"symmetric",0.1,0.3,2000,0.1035,0,NA,0.746,NA,0.8675,1,0,0.01
15,0.5,0.5,0.1,0.0948723917686763,"symmetric",0.1,0.3,2000,0.0995,0.165,0.0515151515151515,0.710778443113772,0.00909090909090909,0.852095808383234,1,0,0.0105
16,1,0.5,0.1,0.186853393580291,"symmetric",0.1,0.3,2000,0.1055,0.2545,0.0255402750491159,0.69550637156271,0.00589390962671906,0.837022132796781,1,0,0.01
17,0.5,0.7,0.1,0.188320960547489,"symmetric",0.1,0.3,2000,0.095,0.2415,0.0124223602484472,0.714568226763349,0,0.864864864864865,1,0,0.0125
18,1,0.7,0.1,0.372194219158153,"symmetric",0.1,0.3,2000,0.0945,0.282,0.0106382978723404,0.694986072423398,0,0.848189415041783,1,0,0.01
1,0.5,0.3,-0.3,0,"understated",0.1,0.3,2000,0.094,0,NA,0.521,NA,0.6855,1,0,0.0165
2,1,0.3,-0.3,0,"understated",0.1,0.3,2000,0.1045,0,NA,0.5385,NA,0.705,1,0,0.017
3,0.5,0.5,-0.3,0.0948723917686763,"understated",0.1,0.3,2000,0.1025,0.1035,0.072463768115942,0.745119910764083,0.00966183574879227,0.896820970440602,1,0,0.013
4,1,0.5,-0.3,0.186853393580291,"understated",0.1,0.3,2000,0.102,0.256,0.04296875,0.717741935483871,0.0078125,0.883064516129032,1,0,0.007
5,0.5,0.7,-0.3,0.188320960547489,"understated",0.1,0.3,2000,0.0995,0.235,0.0212765957446809,0.688235294117647,0.00425531914893617,0.881045751633987,1,0,0.012
6,1,0.7,-0.3,0.372194219158153,"understated",0.1,0.3,2000,0.0995,0.6615,0.0120937263794407,0.398818316100443,0.00151171579743008,0.710487444608567,1,0,0.0115
7,0.5,0.3,-0.1,0,"understated",0.1,0.3,2000,0.1075,0,NA,0.74,NA,0.8695,1,0,0.0095
8,1,0.3,-0.1,0,"understated",0.1,0.3,2000,0.097,0,NA,0.7375,NA,0.88,1,0,0.012
9,0.5,0.5,-0.1,0.0948723917686763,"understated",0.1,0.3,2000,0.1,0.203,0.041871921182266,0.824968632371393,0.00492610837438424,0.935382685069009,1,0,0.008
10,1,0.5,-0.1,0.186853393580291,"understated",0.1,0.3,2000,0.1005,0.432,0.0497685185185185,0.757042253521127,0.00694444444444444,0.919014084507042,1,0,0.011
11,0.5,0.7,-0.1,0.188320960547489,"understated",0.1,0.3,2000,0.098,0.4145,0.0361881785283474,0.76601195559351,0.0060313630880579,0.92399658411614,1,0,0.0065
12,1,0.7,-0.1,0.372194219158153,"understated",0.1,0.3,2000,0.103,0.6525,0.0275862068965517,0.651798561151079,0.00613026819923372,0.880575539568345,1,0,0.004
13,0.5,0.3,0.1,0,"understated",0.1,0.3,2000,0.1015,0,NA,0.736,NA,0.8615,1,0,0.0105
14,1,0.3,0.1,0,"understated",0.1,0.3,2000,0.103,0,NA,0.7505,NA,0.8735,1,0,0.012
15,0.5,0.5,0.1,0.0948723917686763,"understated",0.1,0.3,2000,0.096,0.165,0.0696969696969697,0.558083832335329,0.0212121212121212,0.766467065868264,1,0,0.0165
16,1,0.5,0.1,0.186853393580291,"understated",0.1,0.3,2000,0.11,0.2545,0.0510805500982318,0.529845741113347,0.0157170923379175,0.734406438631791,1,0,0.016
17,0.5,0.7,0.1,0.188320960547489,"understated",0.1,0.3,2000,0.1085,0.2415,0.062111801242236,0.512854317732367,0.0165631469979296,0.727092946605142,1,0,0.0145
18,1,0.7,0.1,0.372194219158153,"understated",0.1,0.3,2000,0.099,0.282,0.049645390070922,0.49025069637883,0.0177304964539007,0.722841225626741,1,0,0.0175
1,0.5,0.3,-0.3,0,"symmetric",0.3,0.3,2000,0.3015,0,NA,0.518,NA,0.652,1,0,0.0115
2,1,0.3,-0.3,0,"symmetric",0.3,0.3,2000,0.311,0,NA,0.5315,NA,0.6465,1,0,0.0135
3,0.5,0.5,-0.3,0.0948723917686763,"symmetric",0.3,0.3,2000,0.3035,0.1035,0.120772946859903,0.476296709425544,0.0483091787439614,0.616285554935862,1,0,0.015
4,1,0.5,-0.3,0.186853393580291,"symmetric",0.3,0.3,2000,0.299,0.256,0.080078125,0.455645161290323,0.0390625,0.590725806451613,1,0,0.013
5,0.5,0.7,-0.3,0.188320960547489,"symmetric",0.3,0.3,2000,0.294,0.235,0.0851063829787234,0.435947712418301,0.0297872340425532,0.573856209150327,1,0,0.012
6,1,0.7,-0.3,0.372194219158153,"symmetric",0.3,0.3,2000,0.309,0.6615,0.0415721844293273,0.324963072378139,0.0196523053665911,0.466765140324963,1,0,0.0055
7,0.5,0.3,-0.1,0,"symmetric",0.3,0.3,2000,0.3065,0,NA,0.677,NA,0.803,1,0,0.0115
8,1,0.3,-0.1,0,"symmetric",0.3,0.3,2000,0.316,0,NA,0.701,NA,0.7965,1,0,0.0095
9,0.5,0.5,-0.1,0.0948723917686763,"symmetric",0.3,0.3,2000,0.289,0.203,0.105911330049261,0.641781681304893,0.061576354679803,0.767252195734002,1,0,0.012
10,1,0.5,-0.1,0.186853393580291,"symmetric",0.3,0.3,2000,0.298,0.432,0.100694444444444,0.625,0.0474537037037037,0.751760563380282,1,0,0.007
11,0.5,0.7,-0.1,0.188320960547489,"symmetric",0.3,0.3,2000,0.304,0.4145,0.102533172496984,0.595217762596072,0.0554885404101327,0.725875320239112,1,0,0.0085
12,1,0.7,-0.1,0.372194219158153,"symmetric",0.3,0.3,2000,0.295,0.6525,0.0628352490421456,0.700719424460432,0.032183908045977,0.820143884892086,1,0,0.004
13,0.5,0.3,0.1,0,"symmetric",0.3,0.3,2000,0.302,0,NA,0.683,NA,0.782,1,0,0.0115
14,1,0.3,0.1,0,"symmetric",0.3,0.3,2000,0.2985,0,NA,0.678,NA,0.785,1,0,0.011
15,0.5,0.5,0.1,0.0948723917686763,"symmetric",0.3,0.3,2000,0.2895,0.165,0.0939393939393939,0.662874251497006,0.0484848484848485,0.783832335329341,1,0,0.008
16,1,0.5,0.1,0.186853393580291,"symmetric",0.3,0.3,2000,0.3035,0.2545,0.0982318271119843,0.667337357478203,0.0451866404715128,0.7719651240778,1,0,0.007
17,0.5,0.7,0.1,0.188320960547489,"symmetric",0.3,0.3,2000,0.296,0.2415,0.0993788819875776,0.66381015161503,0.0455486542443064,0.781806196440343,1,0,0.0085
18,1,0.7,0.1,0.372194219158153,"symmetric",0.3,0.3,2000,0.3015,0.282,0.117021276595745,0.635793871866295,0.0585106382978723,0.750696378830084,1,0,0.0095
1,0.5,0.3,-0.3,0,"understated",0.3,0.3,2000,0.3075,0,NA,0.515,NA,0.66,1,0,0.0155
2,1,0.3,-0.3,0,"understated",0.3,0.3,2000,0.3205,0,NA,0.5415,NA,0.662,1,0,0.009
3,0.5,0.5,-0.3,0.0948723917686763,"understated",0.3,0.3,2000,0.3005,0.1035,0.260869565217391,0.800334634690463,0.120772946859903,0.917456776352482,1,0,0.0135
4,1,0.5,-0.3,0.186853393580291,"understated",0.3,0.3,2000,0.3005,0.256,0.173828125,0.758064516129032,0.0859375,0.896505376344086,1,0,0.0105
5,0.5,0.7,-0.3,0.188320960547489,"understated",0.3,0.3,2000,0.3015,0.235,0.159574468085106,0.781045751633987,0.0851063829787234,0.90718954248366,1,0,0.01
6,1,0.7,-0.3,0.372194219158153,"understated",0.3,0.3,2000,0.2955,0.6615,0.0937263794406652,0.540620384047267,0.0423280423280423,0.778434268833087,1,0,0.015
7,0.5,0.3,-0.1,0,"understated",0.3,0.3,2000,0.289,0,NA,0.686,NA,0.802,1,0,0.011
8,1,0.3,-0.1,0,"understated",0.3,0.3,2000,0.3105,0,NA,0.6985,NA,0.796,1,0,0.014
9,0.5,0.5,-0.1,0.0948723917686763,"understated",0.3,0.3,2000,0.2855,0.203,0.221674876847291,0.769134253450439,0.105911330049261,0.875784190715182,1,0,0.0115
10,1,0.5,-0.1,0.186853393580291,"understated",0.3,0.3,2000,0.295,0.432,0.185185185185185,0.675176056338028,0.0914351851851852,0.806338028169014,1,0,0.015
11,0.5,0.7,-0.1,0.188320960547489,"understated",0.3,0.3,2000,0.308,0.4145,0.200241254523522,0.715627668659266,0.0952955367913148,0.849701110162254,1,0,0.0065
12,1,0.7,-0.1,0.372194219158153,"understated",0.3,0.3,2000,0.3045,0.6525,0.128735632183908,0.516546762589928,0.0697318007662835,0.710791366906475,1,0,0.007
13,0.5,0.3,0.1,0,"understated",0.3,0.3,2000,0.2935,0,NA,0.6595,NA,0.78,1,0,0.0095
14,1,0.3,0.1,0,"understated",0.3,0.3,2000,0.2985,0,NA,0.6725,NA,0.796,1,0,0.008
15,0.5,0.5,0.1,0.0948723917686763,"understated",0.3,0.3,2000,0.281,0.165,0.218181818181818,0.44251497005988,0.121212121212121,0.626946107784431,1,0,0.0185
16,1,0.5,0.1,0.186853393580291,"understated",0.3,0.3,2000,0.285,0.2545,0.208251473477407,0.403755868544601,0.100196463654224,0.591549295774648,1,0,0.017
