"cell","res","table","cens","ctrl","method","estimand","n_rep","err_bias","err_mcse","err_rmse","sd_theta","ratio_var","ratio_mcse","ratio_mse","recon_cov90","pop_cov","width_vs_oracle","inflation","materiality"
12,"coarse",0,"clustered","none","variants","rmst24",300,0.173616799527039,0.00117705806932497,0.1748057416731,0.519304052394889,33.795356191199,2.95239668436819,0.459687478443922,0.696666666666667,0.936666666666667,1.01027854575819,0.0253643877173426,0.336615400682785
12,"coarse",0,"clustered","none","draws","rmst24",300,0.000384365113378286,0.000310174601085555,0.00537717520681618,0.519304052394889,2.16219116248828,0.186153842048224,2.15833787717647,0.966666666666667,0.966666666666667,1.02243313191546,0.00010599362896424,0.0103545797149437
12,"coarse",0,"clustered","none","oracle","rmst24",300,0,0,0,0.519304052394889,NA,NA,NA,NA,0.96,1,NA,0
12,"coarse",0,"clustered","none","single","s12",300,0.00170744812039544,0.000205514527862349,0.0039425891507263,0.0300486285637177,NA,NA,NA,NA,0.96,1.03158113168015,NA,0.13120695816004
12,"coarse",0,"clustered","none","variants","s12",300,0.00703843311596182,0.000261302701305975,0.00836391009869774,0.0300486285637177,2.74842479197648,0.298481651504956,0.804774485028696,0.733333333333333,0.953333333333333,1.03050613282341,0.0292974441307092,0.278345818044979
12,"coarse",0,"clustered","none","draws","s12",300,0.000118670435086268,0.000137650323875799,0.00238315307091973,0.0300486285637177,1.91041029754504,0.181372779892071,1.91204673803972,0.98,0.963333333333333,1.03903204444397,0.00537394067959784,0.0793098781818371
12,"coarse",0,"clustered","none","oracle","s48",300,0,0,0,0.0287150579659398,NA,NA,NA,NA,0.946666666666667,1,NA,0
12,"coarse",0,"clustered","none","single","s48",300,-0.00258737538975921,0.00035661405896379,0.00668725757958148,0.0287150579659398,NA,NA,NA,NA,0.936666666666667,0.954841354217028,NA,0.23288330420623
12,"coarse",0,"clustered","none","variants","s48",300,0.00254483269819296,0.000885241020581716,0.015517345815359,0.0287150579659398,1.37622660567821,0.111337933743259,1.34369093420551,0.883333333333333,0.936666666666667,1.05695201626099,0.22713498078833,0.540390544701836
12,"coarse",0,"clustered","none","draws","s48",300,0.00098642498738941,0.000356256469387854,0.00623872720817117,0.0287150579659398,0.404687725021037,0.0403968263638968,0.395890256267714,0.653333333333333,0.95,0.976187447476389,0.00975398984058118,0.217263263600972
13,"fine",1,"spread","null","draws","s48",161,0.000132962265282509,0.000237152439733544,0.00300271272542689,0.023121260098531,NA,NA,NA,NA,0.950310559006211,1.01026064834662,NA,0.129868039744844
13,"fine",1,"spread","null","oracle","s12",161,0,0,0,0.0304085841100443,NA,NA,NA,NA,0.944099378881988,1,NA,0
13,"fine",1,"spread","null","single","rmst24",161,-0.00436825899973086,0.000777492790159865,0.0107610823288748,0.540043123126649,NA,NA,NA,NA,0.93167701863354,1.00063451673176,NA,0.0199263389682145
13,"fine",1,"spread","null","variants","rmst24",161,0.176069651991909,0.00205721141892443,0.177982193952363,0.540043123126649,NA,NA,NA,NA,0.93167701863354,1.02888555692636,NA,0.329570336757391
13,"fine",1,"spread","null","draws","rmst24",161,-0.00845917965216684,0.000564021321129515,0.0110660258673935,0.540043123126649,NA,NA,NA,NA,0.925465838509317,1.00083841590592,NA,0.0204910041319022
13,"fine",1,"spread","null","oracle","s48",161,0,0,0,0.023121260098531,NA,NA,NA,NA,0.950310559006211,1,NA,0
13,"fine",1,"spread","null","single","s12",161,-0.000323701269339752,0.00011696218827973,0.0015144659354774,0.0304085841100443,NA,NA,NA,NA,0.944099378881988,1.00180937092029,NA,0.0498038951763346
13,"fine",1,"spread","null","variants","s12",161,0.00664119980147014,0.000238505379686211,0.00729432007697285,0.0304085841100443,NA,NA,NA,NA,0.950310559006211,1.02504064501803,NA,0.239877004814685
13,"fine",1,"spread","null","draws","s12",161,-0.000431842610504788,8.39999642106822e-05,0.00114692941292432,0.0304085841100443,NA,NA,NA,NA,0.944099378881988,1.00212726513495,NA,0.0377172909062043
13,"fine",1,"spread","null","oracle","rmst24",161,0,0,0,0.540043123126649,NA,NA,NA,NA,0.93167701863354,1,NA,0
13,"fine",1,"spread","null","single","s48",161,-0.0004869656251047,0.000241381127709427,0.00309184594220307,0.023121260098531,NA,NA,NA,NA,0.950310559006211,1.00717284172789,NA,0.133723072575941
13,"fine",1,"spread","null","variants","s48",161,0.0101650668553205,0.000354981076052454,0.011112625003571,0.023121260098531,NA,NA,NA,NA,0.981366459627329,1.11417085769608,NA,0.480623675189618
