"G","M_T","truth","err_min","err_max","cov_min","cov_max"
0.05,0.5,-0.1,0.0668072012688581,0.289549870976959,0.918518406354629,0.950004209703559
0.1,0.5,-0.05,0.0668072012688581,0.390755647499357,0.819952342551769,0.950004209703559
0.2,0.5,0.05,0.327360423009288,0.951391417285663,0.452488139542119,0.950004209703559
0.05,1,-0.05,0.0668072012688581,0.401293674317076,0.829934197321424,0.950004209703559
0.1,1,0.05,0.361836804915881,0.933462019155851,0.484009088265478,0.950004209703559
0.2,1,0.25,0.0385499358717709,0.968284287355694,0.0206751616048804,0.950004209703559
