"n_arm","ess","ess_pct","cv_w","smd_matched_max"
150,0.706216800544093,0.706216800544093,0.706216800544093,1.34213401078087e-14
400,0.739623449262526,0.739623449262526,0.739623449262526,1.40295085241466e-14
