"fpr","tpr","diagnostic","target"
0.786906526605583,0.90733089422221,"ess","transport error"
0.794074991871749,0.911927036968342,"ess","transport error"
0.801485767639905,0.915701514718594,"ess","transport error"
0.808679938957089,0.919598680103565,"ess","transport error"
0.815784990802219,0.923590182992525,"ess","transport error"
0.822977536134245,0.927584129858275,"ess","transport error"
0.830067760543318,0.931481784038603,"ess","transport error"
0.837429834184697,0.935299275780312,"ess","transport error"
0.84454727448815,0.93952149007799,"ess","transport error"
0.851877486563281,0.943352668089706,"ess","transport error"
0.859157757665802,0.947162339105694,"ess","transport error"
0.866493234835721,0.951131357408213,"ess","transport error"
0.873967772450301,0.954738178350859,"ess","transport error"
0.881281531104222,0.958691555201938,"ess","transport error"
0.888641475479325,0.962368762676056,"ess","transport error"
0.895980785328538,0.966320673141064,"ess","transport error"
0.901651651900441,0.968386811117026,"ess","transport error"
0.9070423180918,0.970478506107394,"ess","transport error"
0.912557421922551,0.972284604953192,"ess","transport error"
0.918070534751073,0.974069057147446,"ess","transport error"
0.923587601931245,0.975818944527136,"ess","transport error"
0.929113075565279,0.977747940491382,"ess","transport error"
0.934572624903242,0.979445456939916,"ess","transport error"
0.939937795204929,0.98127075846047,"ess","transport error"
0.945512380227308,0.983011219072555,"ess","transport error"
0.950819949728358,0.984892732059216,"ess","transport error"
0.956154425412328,0.986691498974653,"ess","transport error"
0.961672211565528,0.988216191350372,"ess","transport error"
0.967042469984025,0.990121794965366,"ess","transport error"
0.972550660612587,0.991645789062004,"ess","transport error"
0.978109345269934,0.993449094791473,"ess","transport error"
0.983606640691847,0.995268460939831,"ess","transport error"
0.988961966593619,0.996911511619963,"ess","transport error"
0.994418363511386,0.998480893856936,"ess","transport error"
1,1,"ess","transport error"
0,0,"ess_pct","transport error"
0,3.68476500235191e-06,"ess_pct","transport error"
0.000964979861328093,0.00394212792604161,"ess_pct","transport error"
0.00198192751761435,0.0077199563724444,"ess_pct","transport error"
0.00298222323684782,0.0114593117778964,"ess_pct","transport error"
0.00404175397051938,0.014944053633955,"ess_pct","transport error"
0.00510497066817454,0.0184253472696249,"ess_pct","transport error"
0.00611343235554793,0.0220505038950789,"ess_pct","transport error"
0.00717657325725314,0.0256515295535386,"ess_pct","transport error"
0.00821913452032789,0.0292829306949666,"ess_pct","transport error"
0.00936396121401911,0.0327606543653349,"ess_pct","transport error"
0.0105026245875104,0.0360840886659884,"ess_pct","transport error"
0.0116347912081723,0.039522032356678,"ess_pct","transport error"
0.0128253778580181,0.0428955079988093,"ess_pct","transport error"
0.0140038200414209,0.0463880377344283,"ess_pct","transport error"
0.0152297532181986,0.0495996625655523,"ess_pct","transport error"
0.0164581232067043,0.0527796798706589,"ess_pct","transport error"
0.0176994127288721,0.0562652760644477,"ess_pct","transport error"
0.0188897810297076,0.0596527340441544,"ess_pct","transport error"
0.0201089406514863,0.0630322003278222,"ess_pct","transport error"
0.021336739208587,0.0663333525353918,"ess_pct","transport error"
0.0225928942534202,0.069721821595019,"ess_pct","transport error"
0.0237996266144919,0.0731324008321053,"ess_pct","transport error"
0.0250477223684499,0.0764293908444275,"ess_pct","transport error"
0.0263238218473746,0.079898417279728,"ess_pct","transport error"
0.0275421272320026,0.083273847881706,"ess_pct","transport error"
0.0289083115905894,0.0865187057589628,"ess_pct","transport error"
0.0302673428525958,0.0900229173281554,"ess_pct","transport error"
0.0316710903499574,0.0934524587160395,"ess_pct","transport error"
