"pt","flag_none","flag_all","ess","ess30","ess_pct","cv_w","max_w","smd_matched","smd_pre","maha","smd_unmatched","bias_hat"
0.1,0,0.420699452505853,0.0856895859563111,0.0750510455243368,0.280648050467405,0.280648050467405,0.0952320522292236,0,0.340629858752409,0.241571802696361,0.197425385599709,0.0655121189133626
0.2,0,0.348286884069085,0.0830196360931453,0.0727988510259504,0.258981764092282,0.258981764092282,0.0922889632241343,0,0.297226684139449,0.224171185084264,0.17497929375592,0.0613107933982592
0.3,0,0.255185010364669,0.0795868434119323,0.069903172385168,0.23112511018141,0.23112511018141,0.0885049916461624,0,0.241422602494215,0.20179896244014,0.146120032813906,0.0559090891645547
0.4,0,0.13104917875878,0.0750097865036482,0.0660422675307913,0.193982904966915,0.193982904966915,0.0834596962088664,0,0.16701716030057,0.171969332247975,0.107641018224553,0.0487068168529488
0.5,0,-0.0427409854894638,0.0686019068320504,0.0606370007346641,0.14198381766662,0.14198381766662,0.0763962825966521,0,0.0628495412294666,0.130207849978944,0.0537703977994603,0.0386236356167005
