"shift","subset","comparison","n","mean_abs_error_diff","se","lo","hi","mean_sq_error_diff","se_sq","lo_sq","hi_sq","w_abs_diff","w_abs_lo","w_abs_hi","w_sq_diff","w_sq_lo","w_sq_hi"
0,"all","check_then_relax minus always_common",1600,-0.000862531569734416,0.00039807279889335,-0.00164273992494462,-8.23232145242106e-05,-7.75124905067429e-05,7.37363187919348e-05,-0.000222033020831459,6.70080398179728e-05,-5.05430288387755e-05,-0.000686697741732395,0.000585611684054844,3.08220601214629e-05,-0.000112265986588487,0.000173910106831413
0,"all","check_then_relax minus always_relaxed",1600,-0.00335447645069322,0.000617662370083487,-0.00456507246021153,-0.00214388044117491,-0.000528077283312762,0.000113216781924381,-0.000749978100080399,-0.000306176466545124,-0.00516581608350458,-0.00675607584464749,-0.00357555632236167,-0.000825976018716656,-0.00120015410274477,-0.000451797934688545
0.5,"all","check_then_relax minus always_common",1600,-0.00763425089202462,0.000870848046574367,-0.0093410817127807,-0.00592742007126854,-0.00126988502511365,0.000168887995958722,-0.00160089941722489,-0.000938870633002412,-0.00186538512841813,-0.00298827341849178,-0.000742496838344479,-0.000296396709391576,-0.000521760477489323,-7.10329412938285e-05
0.5,"all","check_then_relax minus always_relaxed",1600,-0.00684328732763769,0.00114504759192613,-0.0090875393860996,-0.00459903526917578,-0.00103715732399571,0.000214115519930249,-0.00145681603490028,-0.00061749861309114,-0.0144366145384216,-0.0169364904775467,-0.0119367385992965,-0.00215347708491944,-0.00265977822121379,-0.00164717594862508
1,"all","check_then_relax minus always_common",1600,-0.0172884785913987,0.0015290485808488,-0.0202853587641134,-0.0142915984186839,-0.00467754928117972,0.000452519366317791,-0.00556447094846541,-0.00379062761389404,-0.005045258315157,-0.006856879486329,-0.00323363714398499,-0.00128829897265034,-0.00186919394492906,-0.000707404000371615
1,"all","check_then_relax minus always_relaxed",1600,-0.0108659066849995,0.00201689048254243,-0.0148189394227253,-0.00691287394727375,-0.00227019520018998,0.000548583019602538,-0.00334539816962225,-0.00119499223075771,-0.0288230426966461,-0.0327866952840007,-0.0248593901092914,-0.00621335328140927,-0.00722119390991503,-0.00520551265290352
1.5,"all","check_then_relax minus always_common",1600,-0.0272196355894444,0.00217819184013768,-0.031488813181208,-0.0229504579976808,-0.0103607164512483,0.000871240579172106,-0.0120683166217648,-0.00865311628073186,-0.00877082134619294,-0.0111865869203427,-0.00635505577204315,-0.00318118837023828,-0.0041939712155048,-0.00216840552497175
1.5,"all","check_then_relax minus always_relaxed",1600,-0.0129388015448748,0.00284543045422942,-0.0185157427996681,-0.0073618602900815,-0.00280370220002313,0.00104142591647056,-0.00484485950497244,-0.00076254489507382,-0.0407276529591559,-0.0459722357108697,-0.035483070207442,-0.0111711355505142,-0.0129204203809594,-0.009421850720069
