"rule","shift","n","n_cells","k","risk_unweighted","risk_deployed","hi95","se_deployed","hi95_unweighted_wilson","k_sys","risk_sys_unweighted","risk_sys_deployed","hi95_sys","se_sys_deployed","hi95_sys_unweighted_wilson","threshold","passes","passes_systematic_only"
"flag_dic5",1,1307,32,991,0.758224942616679,0.67503023230248,0.697055319678493,0.0133902993068185,0.777158930698152,918,0.702371843917368,0.563448371120193,0.563448371120188,0,0.722738738962682,0.1,FALSE,FALSE
