"strategy","shift","drift","n_studies","spread","tau_re","bias","rmse","p_material","reversal","n"
"check_then_relax",0,1.2,6,0.25,0.15,-0.00702410862094092,0.0506970687594237,0.54,0.4,50
"check_then_relax",0,1.2,6,0.6,0,-0.000466102402994934,0.0653174667687658,0.64,0.38,50
"check_then_relax",0,1.2,6,0.6,0.15,0.0044960206948919,0.0731318732199753,0.56,0.46,50
"check_then_relax",0,1.2,12,0.25,0,0.00851358066585546,0.0355677301321776,0.26,0.44,50
"check_then_relax",0,1.2,12,0.25,0.15,0.00423571452340689,0.039697947381717,0.36,0.3,50
"check_then_relax",0,1.2,12,0.6,0,-0.00465278788249118,0.0359304262580405,0.5,0.34,50
"check_then_relax",0,1.2,12,0.6,0.15,0.00746750988560905,0.0350477800837967,0.46,0.5,50
"check_then_relax",0.5,0,6,0.25,0,-0.00887626134050739,0.0451944108859203,0.46,NA,50
"check_then_relax",0.5,0,6,0.25,0.15,0.0109951151978534,0.0500249790638698,0.58,NA,50
"check_then_relax",0.5,0,6,0.6,0,0.00175774850257766,0.0466534077073735,0.52,NA,50
"check_then_relax",0.5,0,6,0.6,0.15,0.0029859749228223,0.0498491860237052,0.58,NA,50
"check_then_relax",0.5,0,12,0.25,0,0.00553418047705793,0.0367370361230155,0.32,NA,50
"check_then_relax",0.5,0,12,0.25,0.15,0.000202562251019809,0.0367178361686534,0.28,NA,50
"check_then_relax",0.5,0,12,0.6,0,-0.00421575620269121,0.0317187365215615,0.38,NA,50
"check_then_relax",0.5,0,12,0.6,0.15,0.00370118720650614,0.0344188659919757,0.34,NA,50
"check_then_relax",0.5,0.3,6,0.25,0,0.0232983732953689,0.0425744949455496,0.5,0.42,50
"check_then_relax",0.5,0.3,6,0.25,0.15,0.0147277701237872,0.0590128119402977,0.6,0.42,50
"check_then_relax",0.5,0.3,6,0.6,0,0.0313927501531002,0.0512779709580156,0.7,0.58,50
"check_then_relax",0.5,0.3,6,0.6,0.15,0.0204390724827148,0.0588135562101799,0.64,0.44,50
"check_then_relax",0.5,0.3,12,0.25,0,0.0259748731082966,0.0367745104128784,0.46,0.44,50
"check_then_relax",0.5,0.3,12,0.25,0.15,0.0190182987373848,0.0448441115266111,0.5,0.4,50
"check_then_relax",0.5,0.3,12,0.6,0,0.0230747783781886,0.0430765399100905,0.52,0.42,50
"check_then_relax",0.5,0.3,12,0.6,0.15,0.0232028296138783,0.041906372020499,0.56,0.42,50
"check_then_relax",0.5,0.6,6,0.25,0,0.0556720821592617,0.0701193197129435,0.72,0.38,50
"check_then_relax",0.5,0.6,6,0.25,0.15,0.041430509508012,0.0831572085299292,0.7,0.3,50
"check_then_relax",0.5,0.6,6,0.6,0,0.0400838261320081,0.0778707395247936,0.72,0.4,50
"check_then_relax",0.5,0.6,6,0.6,0.15,0.0568386207169141,0.0898669149270743,0.74,0.54,50
"check_then_relax",0.5,0.6,12,0.25,0,0.0532618259147058,0.0660577657243039,0.8,0.48,50
"check_then_relax",0.5,0.6,12,0.25,0.15,0.0326715618429816,0.0726908875814593,0.74,0.36,50
"check_then_relax",0.5,0.6,12,0.6,0,0.0378631558476276,0.0606359538983757,0.6,0.32,50
"check_then_relax",0.5,0.6,12,0.6,0.15,0.0448239388082628,0.0735529003501106,0.78,0.46,50
"check_then_relax",0.5,1.2,6,0.25,0,0.0980953530692763,0.116008218821006,0.96,0.36,50
"check_then_relax",0.5,1.2,6,0.25,0.15,0.0678904947986707,0.10452698199372,0.88,0.3,50
"check_then_relax",0.5,1.2,6,0.6,0,0.0566559353491444,0.0999402239362461,0.72,0.28,50
"check_then_relax",0.5,1.2,6,0.6,0.15,0.0582330393883883,0.100802102013083,0.76,0.2,50
"check_then_relax",0.5,1.2,12,0.25,0,0.071240408602269,0.0982220566123033,0.74,0.28,50
"check_then_relax",0.5,1.2,12,0.25,0.15,0.0529480267083352,0.100843117704861,0.74,0.18,50
"check_then_relax",0.5,1.2,12,0.6,0,0.0114314316955082,0.0650650859148503,0.6,0.12,50
"check_then_relax",0.5,1.2,12,0.6,0.15,0.0244021215030692,0.0648837785837624,0.54,0.08,50
"check_then_relax",1,0,6,0.25,0,-0.00876599812272652,0.0446113736858505,0.46,NA,50
"check_then_relax",1,0,6,0.25,0.15,0.0127579048343823,0.0565088764000218,0.58,NA,50
"check_then_relax",1,0,6,0.6,0,0.00166225006729663,0.0461116404452556,0.52,NA,50
"check_then_relax",1,0,6,0.6,0.15,0.00273076178025421,0.0501379996378999,0.58,NA,50
"check_then_relax",1,0,12,0.25,0,0.00761913710662216,0.0474828871527841,0.32,NA,50
"check_then_relax",1,0,12,0.25,0.15,0.00175251883009862,0.0532896136079743,0.3,NA,50
"check_then_relax",1,0,12,0.6,0,-0.00442483732064632,0.0319743475563112,0.38,NA,50
"check_then_relax",1,0,12,0.6,0.15,0.00490605910651489,0.0385227246583258,0.34,NA,50
"check_then_relax",1,0.3,6,0.25,0,0.0513057977450502,0.062265121713323,0.74,0.42,50
"check_then_relax",1,0.3,6,0.25,0.15,0.0346418371792865,0.0891035120287209,0.76,0.42,50
"check_then_relax",1,0.3,6,0.6,0,0.0559825210824768,0.0736842704399479,0.78,0.58,50
"check_then_relax",1,0.3,6,0.6,0.15,0.043193514580802,0.0794035467017699,0.74,0.42,50
"check_then_relax",1,0.3,12,0.25,0,0.053750717563036,0.0596259065834438,0.82,0.44,50
"check_then_relax",1,0.3,12,0.25,0.15,0.0406594639159427,0.0759625141013373,0.7,0.4,50
"check_then_relax",1,0.3,12,0.6,0,0.0459357013300447,0.0680315707026808,0.86,0.42,50
"check_then_relax",1,0.3,12,0.6,0.15,0.0456793952005438,0.0644350590117719,0.82,0.42,50
"check_then_relax",1,0.6,6,0.25,0,0.110597293893354,0.118116292880246,0.98,0.38,50
"check_then_relax",1,0.6,6,0.25,0.15,0.0851253136228098,0.134770026978563,0.98,0.3,50
"check_then_relax",1,0.6,6,0.6,0,0.0818270861548062,0.123950500783855,0.98,0.4,50
"check_then_relax",1,0.6,6,0.6,0.15,0.100099897060909,0.127682723439705,1,0.5,50
"check_then_relax",1,0.6,12,0.25,0,0.102641121058946,0.117076537652958,0.98,0.48,50
"check_then_relax",1,0.6,12,0.25,0.15,0.0650634247064822,0.12898874702577,1,0.36,50
"check_then_relax",1,0.6,12,0.6,0,0.074536490698856,0.103590178906604,0.84,0.32,50
"check_then_relax",1,0.6,12,0.6,0.15,0.077180562403086,0.117112789523039,0.84,0.46,50
"check_then_relax",1,1.2,6,0.25,0,0.195658140733501,0.214873741690451,0.98,0.36,50
"check_then_relax",1,1.2,6,0.25,0.15,0.145248608021609,0.198374746572738,0.98,0.3,50
"check_then_relax",1,1.2,6,0.6,0,0.114155172796736,0.170638079611565,0.88,0.22,50
"check_then_relax",1,1.2,6,0.6,0.15,0.11248426573585,0.169724590960001,0.84,0.18,50
"check_then_relax",1,1.2,12,0.25,0,0.133992245473889,0.178782049473466,0.84,0.26,50
"check_then_relax",1,1.2,12,0.25,0.15,0.103872861491463,0.182333766943976,0.86,0.18,50
"check_then_relax",1,1.2,12,0.6,0,0.0290259127988209,0.109241493649852,0.72,0.12,50
"check_then_relax",1,1.2,12,0.6,0.15,0.0428181663712632,0.112296414986362,0.7,0.06,50
"check_then_relax",1.5,0,6,0.25,0,-0.00854226218203787,0.0433996654446894,0.46,NA,50
"check_then_relax",1.5,0,6,0.25,0.15,0.0137236373364576,0.0616689265933246,0.58,NA,50
"check_then_relax",1.5,0,6,0.6,0,0.00150127111630767,0.0449619681746989,0.5,NA,50
"check_then_relax",1.5,0,6,0.6,0.15,0.00245371930933748,0.0501832781013931,0.58,NA,50
"check_then_relax",1.5,0,12,0.25,0,0.00917796381266473,0.0568524207004436,0.3,NA,50
"check_then_relax",1.5,0,12,0.25,0.15,0.00286910865232868,0.068750254251614,0.3,NA,50
"check_then_relax",1.5,0,12,0.6,0,-0.00458974689987581,0.0320509401930636,0.36,NA,50
"check_then_relax",1.5,0,12,0.6,0.15,0.00601295259201875,0.0432062950248606,0.34,NA,50
"check_then_relax",1.5,0.3,6,0.25,0,0.0788367787163049,0.0860431034759517,0.9,0.42,50
"check_then_relax",1.5,0.3,6,0.25,0.15,0.0555340027654728,0.117509818831219,0.88,0.42,50
"check_then_relax",1.5,0.3,6,0.6,0,0.0801876272368226,0.0991845668795455,0.92,0.58,50
"check_then_relax",1.5,0.3,6,0.6,0.15,0.0658995641881714,0.103405452578767,0.86,0.44,50
"check_then_relax",1.5,0.3,12,0.25,0,0.0810636495803161,0.0848919543007386,0.96,0.44,50
"check_then_relax",1.5,0.3,12,0.25,0.15,0.0626277417791888,0.10780237105344,0.94,0.4,50
"check_then_relax",1.5,0.3,12,0.6,0,0.0685147244707852,0.095002168402351,0.98,0.42,50
"check_then_relax",1.5,0.3,12,0.6,0.15,0.0678653460486027,0.0894515072590668,0.96,0.42,50
"check_then_relax",1.5,0.6,6,0.25,0,0.164206517674221,0.168794777340303,1,0.38,50
"check_then_relax",1.5,0.6,6,0.25,0.15,0.130295765310825,0.18476074692055,1,0.3,50
"check_then_relax",1.5,0.6,6,0.6,0,0.123420013934019,0.171704742714039,1,0.4,50
"check_then_relax",1.5,0.6,6,0.6,0.15,0.142297154470964,0.172421265928292,0.94,0.48,50
"check_then_relax",1.5,0.6,12,0.25,0,0.151127014906364,0.168385574465204,1,0.48,50
"check_then_relax",1.5,0.6,12,0.25,0.15,0.0994371806117736,0.181471363869558,1,0.34,50
"check_then_relax",1.5,0.6,12,0.6,0,0.110740709283391,0.148351019793003,0.9,0.32,50
"check_then_relax",1.5,0.6,12,0.6,0.15,0.109079137719027,0.161345793118291,0.92,0.46,50
"check_then_relax",1.5,1.2,6,0.25,0,0.290051312354999,0.312314422474268,1,0.34,50
"check_then_relax",1.5,1.2,6,0.25,0.15,0.22372809223533,0.289233045642178,0.98,0.3,50
"check_then_relax",1.5,1.2,6,0.6,0,0.171417751219277,0.244333662918874,0.92,0.22,50
"check_then_relax",1.5,1.2,6,0.6,0.15,0.167279947699944,0.243049475555309,0.86,0.18,50
"check_then_relax",1.5,1.2,12,0.25,0,0.195824928727343,0.256905648743894,0.84,0.24,50
"check_then_relax",1.5,1.2,12,0.25,0.15,0.156580578535493,0.259810660117676,0.88,0.18,50
"check_then_relax",1.5,1.2,12,0.6,0,0.04834050937934,0.152921985003143,0.82,0.12,50
"check_then_relax",1.5,1.2,12,0.6,0.15,0.0632407745705331,0.158101217306099,0.8,0.04,50
