"strategy","shift","drift","n_studies","spread","tau_re","bias","rmse","p_material","reversal","n"
"check_then_relax",0,0,6,0.6,0,0.00177203406763861,0.0465142213950909,0.52,NA,50
"check_then_relax",0,0,6,0.6,0.15,0.00322245474935461,0.0493517226303717,0.58,NA,50
"check_then_relax",0,0,12,0.25,0,0.00305584735782904,0.029146887796677,0.32,NA,50
"check_then_relax",0,0,12,0.25,0.15,-0.0016223509437941,0.0266824168952229,0.26,NA,50
"check_then_relax",0,0,12,0.6,0,-0.0039700203149293,0.0312987002826885,0.34,NA,50
"check_then_relax",0,0,12,0.6,0.15,0.00244202911814846,0.031537308969729,0.34,NA,50
"check_then_relax",0,0.3,6,0.25,0,-0.00455567522375981,0.0358139396647557,0.44,0.42,50
"check_then_relax",0,0.3,6,0.25,0.15,-0.00391481781247059,0.040103991902195,0.44,0.44,50
"check_then_relax",0,0.3,6,0.6,0,0.0068165614412398,0.0398609729969857,0.46,0.6,50
"check_then_relax",0,0.3,6,0.6,0.15,-0.00201100411134689,0.0493025150702853,0.44,0.44,50
"check_then_relax",0,0.3,12,0.25,0,-0.00172867121680767,0.0259089907153154,0.2,0.44,50
"check_then_relax",0,0.3,12,0.25,0.15,-0.00207466105433208,0.0318073754039076,0.42,0.44,50
"check_then_relax",0,0.3,12,0.6,0,0.000326395778206273,0.0292509649158239,0.28,0.44,50
"check_then_relax",0,0.3,12,0.6,0.15,0.000743471560102545,0.0308454551310434,0.28,0.46,50
"check_then_relax",0,0.6,6,0.25,0,0.000530019471412034,0.0423893671201078,0.44,0.38,50
"check_then_relax",0,0.6,6,0.25,0.15,-0.000240020853891916,0.0494732197356679,0.52,0.32,50
"check_then_relax",0,0.6,6,0.6,0,-0.00105260974636803,0.0482906797613095,0.52,0.46,50
"check_then_relax",0,0.6,6,0.6,0.15,0.013379265177514,0.0748330465759886,0.64,0.56,50
"check_then_relax",0,0.6,12,0.25,0,0.00392470215468733,0.0288150661274541,0.28,0.48,50
"check_then_relax",0,0.6,12,0.25,0.15,0.0024533978048171,0.0323045089852115,0.36,0.44,50
"check_then_relax",0,0.6,12,0.6,0,0.0012911644840817,0.0349710259466417,0.32,0.44,50
"check_then_relax",0,0.6,12,0.6,0.15,0.0124581811898035,0.0401203725688664,0.42,0.6,50
"check_then_relax",0,1.2,6,0.25,0,-0.000313417662402025,0.0518366189813523,0.68,0.4,50
