"rule","shift","drift","n_studies","spread","tau_re","n","risk"
"flag_margin",1,0,6,0.25,0,13,0.384615384615385
"flag_margin",1,0,6,0.25,0.15,20,0.65
"flag_margin",1,0,6,0.6,0,35,0.542857142857143
"flag_margin",1,0,6,0.6,0.15,29,0.551724137931034
"flag_margin",1,0,12,0.25,0,32,0.3125
"flag_margin",1,0,12,0.25,0.15,30,0.233333333333333
"flag_margin",1,0,12,0.6,0,39,0.41025641025641
"flag_margin",1,0,12,0.6,0.15,39,0.282051282051282
"flag_margin",1,0.3,6,0.25,0,18,0.555555555555556
"flag_margin",1,0.3,6,0.25,0.15,19,0.736842105263158
"flag_margin",1,0.3,6,0.6,0,30,0.8
"flag_margin",1,0.3,6,0.6,0.15,28,0.785714285714286
"flag_margin",1,0.3,12,0.25,0,31,0.741935483870968
"flag_margin",1,0.3,12,0.25,0.15,29,0.655172413793103
"flag_margin",1,0.3,12,0.6,0,40,0.875
"flag_margin",1,0.3,12,0.6,0.15,32,0.84375
"flag_margin",1,0.6,6,0.25,0,17,1
"flag_margin",1,0.6,6,0.25,0.15,11,1
"flag_margin",1,0.6,6,0.6,0,28,0.964285714285714
"flag_margin",1,0.6,6,0.6,0.15,23,1
"flag_margin",1,0.6,12,0.25,0,28,1
"flag_margin",1,0.6,12,0.25,0.15,19,1
"flag_margin",1,0.6,12,0.6,0,32,0.96875
"flag_margin",1,0.6,12,0.6,0.15,26,1
"flag_margin",1,1.2,6,0.25,0,10,1
"flag_margin",1,1.2,6,0.25,0.15,7,1
"flag_margin",1,1.2,6,0.6,0,6,1
"flag_margin",1,1.2,6,0.6,0.15,10,1
"flag_margin",1,1.2,12,0.25,0,13,1
"flag_margin",1,1.2,12,0.25,0.15,14,1
"flag_margin",1,1.2,12,0.6,0,4,1
"flag_margin",1,1.2,12,0.6,0.15,2,1
"flag_margin",1.5,0,6,0.25,0,13,0.384615384615385
"flag_margin",1.5,0,6,0.25,0.15,20,0.65
"flag_margin",1.5,0,6,0.6,0,35,0.542857142857143
"flag_margin",1.5,0,6,0.6,0.15,29,0.551724137931034
"flag_margin",1.5,0,12,0.25,0,32,0.28125
"flag_margin",1.5,0,12,0.25,0.15,30,0.233333333333333
"flag_margin",1.5,0,12,0.6,0,39,0.384615384615385
"flag_margin",1.5,0,12,0.6,0.15,39,0.282051282051282
"flag_margin",1.5,0.3,6,0.25,0,18,0.888888888888889
"flag_margin",1.5,0.3,6,0.25,0.15,19,0.894736842105263
"flag_margin",1.5,0.3,6,0.6,0,30,0.866666666666667
"flag_margin",1.5,0.3,6,0.6,0.15,28,0.892857142857143
"flag_margin",1.5,0.3,12,0.25,0,31,0.935483870967742
"flag_margin",1.5,0.3,12,0.25,0.15,29,0.931034482758621
"flag_margin",1.5,0.3,12,0.6,0,40,0.975
"flag_margin",1.5,0.3,12,0.6,0.15,32,0.96875
"flag_margin",1.5,0.6,6,0.25,0,17,1
"flag_margin",1.5,0.6,6,0.25,0.15,11,1
"flag_margin",1.5,0.6,6,0.6,0,28,1
"flag_margin",1.5,0.6,6,0.6,0.15,23,0.956521739130435
"flag_margin",1.5,0.6,12,0.25,0,28,1
"flag_margin",1.5,0.6,12,0.25,0.15,19,1
"flag_margin",1.5,0.6,12,0.6,0,32,1
"flag_margin",1.5,0.6,12,0.6,0.15,26,1
"flag_margin",1.5,1.2,6,0.25,0,10,1
"flag_margin",1.5,1.2,6,0.25,0.15,7,1
"flag_margin",1.5,1.2,6,0.6,0,6,1
"flag_margin",1.5,1.2,6,0.6,0.15,10,1
"flag_margin",1.5,1.2,12,0.25,0,13,1
"flag_margin",1.5,1.2,12,0.25,0.15,14,1
"flag_margin",1.5,1.2,12,0.6,0,4,1
"flag_margin",1.5,1.2,12,0.6,0.15,2,1
"flag_post",0,0,6,0.25,0,45,0.444444444444444
"flag_post",0,0,6,0.25,0.15,43,0.581395348837209
"flag_post",0,0,6,0.6,0,45,0.555555555555556
"flag_post",0,0,6,0.6,0.15,36,0.555555555555556
"flag_post",0,0,12,0.25,0,41,0.365853658536585
"flag_post",0,0,12,0.25,0.15,37,0.216216216216216
"flag_post",0,0,12,0.6,0,39,0.358974358974359
"flag_post",0,0,12,0.6,0.15,37,0.27027027027027
"flag_post",0,0.3,6,0.25,0,45,0.444444444444444
"flag_post",0,0.3,6,0.25,0.15,41,0.414634146341463
"flag_post",0,0.3,6,0.6,0,41,0.48780487804878
"flag_post",0,0.3,6,0.6,0.15,41,0.439024390243902
"flag_post",0,0.3,12,0.25,0,44,0.227272727272727
"flag_post",0,0.3,12,0.25,0.15,37,0.351351351351351
"flag_post",0,0.3,12,0.6,0,39,0.256410256410256
"flag_post",0,0.3,12,0.6,0.15,34,0.264705882352941
"flag_post",0,0.6,6,0.25,0,46,0.456521739130435
"flag_post",0,0.6,6,0.25,0.15,41,0.439024390243902
"flag_post",0,0.6,6,0.6,0,34,0.558823529411765
"flag_post",0,0.6,6,0.6,0.15,27,0.592592592592593
"flag_post",0,0.6,12,0.25,0,35,0.228571428571429
"flag_post",0,0.6,12,0.25,0.15,29,0.448275862068966
"flag_post",0,0.6,12,0.6,0,28,0.392857142857143
"flag_post",0,0.6,12,0.6,0.15,25,0.36
"flag_post",0,1.2,6,0.25,0,36,0.666666666666667
"flag_post",0,1.2,6,0.25,0.15,26,0.5
"flag_post",0,1.2,6,0.6,0,18,0.722222222222222
"flag_post",0,1.2,6,0.6,0.15,19,0.473684210526316
"flag_post",0,1.2,12,0.25,0,21,0.333333333333333
"flag_post",0,1.2,12,0.25,0.15,21,0.476190476190476
"flag_post",0,1.2,12,0.6,0,5,1
"flag_post",0,1.2,12,0.6,0.15,3,0.333333333333333
"flag_post",0.5,0,6,0.25,0,45,0.444444444444444
"flag_post",0.5,0,6,0.25,0.15,43,0.581395348837209
"flag_post",0.5,0,6,0.6,0,45,0.555555555555556
"flag_post",0.5,0,6,0.6,0.15,36,0.555555555555556
"flag_post",0.5,0,12,0.25,0,41,0.365853658536585
"flag_post",0.5,0,12,0.25,0.15,37,0.216216216216216
"flag_post",0.5,0,12,0.6,0,39,0.358974358974359
"flag_post",0.5,0,12,0.6,0.15,37,0.27027027027027
"flag_post",0.5,0.3,6,0.25,0,45,0.511111111111111
"flag_post",0.5,0.3,6,0.25,0.15,41,0.560975609756098
"flag_post",0.5,0.3,6,0.6,0,41,0.731707317073171
"flag_post",0.5,0.3,6,0.6,0.15,41,0.634146341463415
"flag_post",0.5,0.3,12,0.25,0,44,0.477272727272727
"flag_post",0.5,0.3,12,0.25,0.15,37,0.432432432432432
"flag_post",0.5,0.3,12,0.6,0,39,0.538461538461538
"flag_post",0.5,0.3,12,0.6,0.15,34,0.529411764705882
"flag_post",0.5,0.6,6,0.25,0,46,0.717391304347826
"flag_post",0.5,0.6,6,0.25,0.15,41,0.707317073170732
"flag_post",0.5,0.6,6,0.6,0,34,0.764705882352941
"flag_post",0.5,0.6,6,0.6,0.15,27,0.814814814814815
"flag_post",0.5,0.6,12,0.25,0,35,0.8
"flag_post",0.5,0.6,12,0.25,0.15,29,0.758620689655172
"flag_post",0.5,0.6,12,0.6,0,28,0.785714285714286
"flag_post",0.5,0.6,12,0.6,0.15,25,0.96
"flag_post",0.5,1.2,6,0.25,0,36,1
"flag_post",0.5,1.2,6,0.25,0.15,26,0.923076923076923
"flag_post",0.5,1.2,6,0.6,0,18,0.833333333333333
"flag_post",0.5,1.2,6,0.6,0.15,19,0.894736842105263
"flag_post",0.5,1.2,12,0.25,0,21,1
"flag_post",0.5,1.2,12,0.25,0.15,21,1
"flag_post",0.5,1.2,12,0.6,0,5,0.8
"flag_post",0.5,1.2,12,0.6,0.15,3,0.666666666666667
"flag_post",1,0,6,0.25,0,45,0.444444444444444
"flag_post",1,0,6,0.25,0.15,43,0.581395348837209
"flag_post",1,0,6,0.6,0,45,0.555555555555556
"flag_post",1,0,6,0.6,0.15,36,0.555555555555556
"flag_post",1,0,12,0.25,0,41,0.365853658536585
"flag_post",1,0,12,0.25,0.15,37,0.216216216216216
"flag_post",1,0,12,0.6,0,39,0.358974358974359
"flag_post",1,0,12,0.6,0.15,37,0.27027027027027
"flag_post",1,0.3,6,0.25,0,45,0.733333333333333
"flag_post",1,0.3,6,0.25,0.15,41,0.75609756097561
"flag_post",1,0.3,6,0.6,0,41,0.780487804878049
"flag_post",1,0.3,6,0.6,0.15,41,0.75609756097561
"flag_post",1,0.3,12,0.25,0,44,0.795454545454545
"flag_post",1,0.3,12,0.25,0.15,37,0.702702702702703
"flag_post",1,0.3,12,0.6,0,39,0.871794871794872
"flag_post",1,0.3,12,0.6,0.15,34,0.823529411764706
"flag_post",1,0.6,6,0.25,0,46,1
"flag_post",1,0.6,6,0.25,0.15,41,0.975609756097561
"flag_post",1,0.6,6,0.6,0,34,0.970588235294118
"flag_post",1,0.6,6,0.6,0.15,27,1
"flag_post",1,0.6,12,0.25,0,35,1
"flag_post",1,0.6,12,0.25,0.15,29,1
"flag_post",1,0.6,12,0.6,0,28,0.964285714285714
"flag_post",1,0.6,12,0.6,0.15,25,1
"flag_post",1,1.2,6,0.25,0,36,1
"flag_post",1,1.2,6,0.25,0.15,26,1
"flag_post",1,1.2,6,0.6,0,18,1
"flag_post",1,1.2,6,0.6,0.15,19,1
"flag_post",1,1.2,12,0.25,0,21,1
"flag_post",1,1.2,12,0.25,0.15,21,1
"flag_post",1,1.2,12,0.6,0,5,1
"flag_post",1,1.2,12,0.6,0.15,3,1
"flag_post",1.5,0,6,0.25,0,45,0.444444444444444
"flag_post",1.5,0,6,0.25,0.15,43,0.581395348837209
"flag_post",1.5,0,6,0.6,0,45,0.533333333333333
"flag_post",1.5,0,6,0.6,0.15,36,0.555555555555556
"flag_post",1.5,0,12,0.25,0,41,0.341463414634146
"flag_post",1.5,0,12,0.25,0.15,37,0.216216216216216
"flag_post",1.5,0,12,0.6,0,39,0.358974358974359
"flag_post",1.5,0,12,0.6,0.15,37,0.27027027027027
"flag_post",1.5,0.3,6,0.25,0,45,0.911111111111111
"flag_post",1.5,0.3,6,0.25,0.15,41,0.902439024390244
"flag_post",1.5,0.3,6,0.6,0,41,0.902439024390244
"flag_post",1.5,0.3,6,0.6,0.15,41,0.853658536585366
"flag_post",1.5,0.3,12,0.25,0,44,0.954545454545455
"flag_post",1.5,0.3,12,0.25,0.15,37,0.945945945945946
"flag_post",1.5,0.3,12,0.6,0,39,1
"flag_post",1.5,0.3,12,0.6,0.15,34,0.941176470588235
"flag_post",1.5,0.6,6,0.25,0,46,1
"flag_post",1.5,0.6,6,0.25,0.15,41,1
"flag_post",1.5,0.6,6,0.6,0,34,1
"flag_post",1.5,0.6,6,0.6,0.15,27,0.962962962962963
"flag_post",1.5,0.6,12,0.25,0,35,1
"flag_post",1.5,0.6,12,0.25,0.15,29,1
"flag_post",1.5,0.6,12,0.6,0,28,1
"flag_post",1.5,0.6,12,0.6,0.15,25,1
"flag_post",1.5,1.2,6,0.25,0,36,1
"flag_post",1.5,1.2,6,0.25,0.15,26,1
"flag_post",1.5,1.2,6,0.6,0,18,1
"flag_post",1.5,1.2,6,0.6,0.15,19,1
"flag_post",1.5,1.2,12,0.25,0,21,1
"flag_post",1.5,1.2,12,0.25,0.15,21,1
"flag_post",1.5,1.2,12,0.6,0,5,1
"flag_post",1.5,1.2,12,0.6,0.15,3,1
