"cell","mu","method","coverage","coverage_tail","infinite","tail_infinite","median_width","ess_cal","ess_formula","tail_share"
1,0.5,"unweighted",0.899168,0.683613151064206,0,0,3.34004442958345,234.687765028472,233.640234921421,0.007438
2,1,"unweighted",0.892918,0.655652107094352,0,0,3.33651012921733,118.614453567317,110.363832351433,0.024256
3,1.5,"unweighted",0.8777,0.626789116121551,0,0,3.3308029366539,50.6634137251113,31.6197673685593,0.066974
1,0.5,"weighted",0.903544,0.703823611575376,0,0,3.3834332143887,234.687765028472,233.640234921421,0.007438
2,1,"weighted",0.90495,0.83001178715433,0.001414,0.112601212278759,3.43741588706036,118.614453567317,110.363832351433,0.024256
3,1.5,"weighted",0.918778,0.990589716315013,0.059044,0.832648688901092,3.58094720467978,50.6634137251113,31.6197673685593,0.066974
1,0.5,"weighted_est",0.903616,0.705368492351692,0,0,3.38433750483328,234.687765028472,233.640234921421,0.007438
2,1,"weighted_est",0.905124,0.834314350498383,0.001924,0.140130764413519,3.43683981792813,118.614453567317,110.363832351433,0.024256
3,1.5,"weighted_est",0.918312,0.987807372410006,0.061138,0.823460707388291,3.58200157944448,50.6634137251113,31.6197673685593,0.066974
